,Tamb,HR,mv,Tv,qc,Tc_in,Tc_out,Tcond,Qc_released,Qc_absorbed,Qc_transfered,Ce_c,Rp,Rs,wdc,qdc,Tdc_in,Tdc_out,Ce_dc,Qdc,wwct,qwct,qwct_s,qwct_p,Twct_in,Twct_out,Ce_wct,Cw_wct,Qwct,Tcc_out,Cw_s1,Cw_s2,Pw,Pw_s1,Pw_s2,Pe,Vavail,deltaV,qdc_only,Tcc_in,Ce_cc,Cw_cc,Qcc,Ce,Cw,qcc,Vavail_s1,Je,Jw,J,Je_c,Je_dc,Je_wct,Jw_wct,Jw_s1,Jw_s2
2022-01-03 00:00:00+00:00,9.06,73.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.16072,18.969516390221436,-1.0304836097785635,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,18.969516390221436,0.1608339736490047,0.0,0.1608339736490047,0.059071459424802124,0.1017625142242026,0.0,0.0,0.0,0.0
2022-01-03 01:00:00+00:00,9.06,79.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.15464,18.926988296589673,-1.073011703410327,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,18.926988296589673,0.1547496620525267,0.0,0.1547496620525267,0.0568367999343666,0.09791286211816008,0.0,0.0,0.0,0.0
2022-01-03 02:00:00+00:00,9.06,82.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.14986000000000002,18.91120201821222,-1.0887979817877818,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,18.91120201821222,0.14996627234345353,0.0,0.14996627234345353,0.055079945927083415,0.0948863264163701,0.0,0.0,0.0,0.0
2022-01-03 03:00:00+00:00,9.06,84.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.14449,19.05092132059383,-0.9490786794061721,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,19.05092132059383,0.14459246423932737,0.0,0.14459246423932737,0.053106241738984934,0.09148622250034241,0.0,0.0,0.0,0.0
2022-01-03 04:00:00+00:00,9.06,87.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.14886000000000002,18.96262102626858,-1.0373789737314218,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,18.96262102626858,0.14896556319929594,0.0,0.14896556319929594,0.05471240324773547,0.09425315995156047,0.0,0.0,0.0,0.0
2022-01-03 05:00:00+00:00,9.06,87.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.15377000000000002,18.939955457735746,-1.0600445422642553,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,18.939955457735746,0.15387904509710962,0.0,0.15387904509710962,0.05651703780333389,0.09736200729377573,0.0,0.0,0.0,0.0
2022-01-03 06:00:00+00:00,9.06,84.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.16072,19.016802215678993,-0.9831977843210051,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,19.016802215678993,0.1608339736490047,0.0,0.1608339736490047,0.059071459424802124,0.1017625142242026,0.0,0.0,0.0,0.0
2022-01-03 07:00:00+00:00,9.06,85.0,148.8870826829679,35.0,8.032435299620202,23.637283892114915,34.362716107885085,35.0,100.00000000000001,100.0325966469763,64.63317223235856,0.3675426793479475,0.0,0.0,41.91359955771654,8.032435299620202,34.362716107885085,24.11370291478371,0.6331664648096229,95.58747704289763,0.0,0.0,0.0,0.0,24.11370291478371,24.11370291478371,0.0,0.0,0.0,24.11370291478371,0,0,0.0290538951,0.0290538951,0.581077902,0.18925999999999998,18.98410151447606,-1.0158984855239392,8.032435299620202,34.362716107885085,0.6331664648096229,0.0,95.58747704289763,1.0007091441575704,0.0,8.032435299620202,18.98410151447606,0.18939421262326175,0.0,0.18939421262326175,0.06956112749339254,0.11983308512986922,0.0,0.0,0.0,0.0
2022-01-03 08:00:00+00:00,9.06,86.0,74.44354134148395,35.0,5.987387945724942,25.80559894276193,33.0,35.0,50.00000000000001,50.014793661874975,77.63713723593264,0.23631902631089385,0.0,0.0,20.75303149847508,5.987387945724942,33.0,26.301177057133565,0.14655479601631577,46.56874896313656,0.0,0.0,0.0,0.0,26.301177057133565,26.301177057133565,0.0,0.0,0.0,26.301177057133565,0,0,0.0290538951,0.0290538951,0.581077902,0.18354,18.990969077770433,-1.0090309222295666,5.987387945724942,33.0,0.14655479601631577,0.0,46.56874896313656,0.3828738223272096,0.0,5.987387945724942,18.990969077770433,0.07027266134993605,0.0,0.07027266134993605,0.04337399408910146,0.026898667260834598,0.0,0.0,0.0,0.0
2022-01-03 09:00:00+00:00,9.06,77.0,74.44354134148395,35.0,5.987387945724942,25.80559894276193,33.0,35.0,50.00000000000001,50.014793661874975,77.63713723593264,0.23631902631089385,0.0,0.0,20.75303149847508,5.987387945724942,33.0,26.301177057133565,0.14655479601631577,46.56874896313656,0.0,0.0,0.0,0.0,26.301177057133565,26.301177057133565,0.0,0.0,0.0,26.301177057133565,0,0,0.0290538951,0.0290538951,0.581077902,0.16072,18.980250243425846,-1.0197497565741527,5.987387945724942,33.0,0.14655479601631577,0.0,46.56874896313656,0.3828738223272096,0.0,5.987387945724942,18.980250243425846,0.06153548072442913,0.0,0.06153548072442913,0.03798119390868686,0.02355428681574227,0.0,0.0,0.0,0.0
