,Tamb,HR,mv,qc,Rp,Rs,wdc,wwct,Ce,Cw,Tv,Qc_released,Qc_absorbed,Qc_transfered,Tc_in,Tc_out,Tcond,Ce_c,qcc,Tcc_in,Tcc_out,Ce_cc,Cw_cc,qwct_p,qwct_s,Qcc,qdc,Tdc_in,Tdc_out,Ce_dc,Qdc,qwct,Twct_in,Twct_out,Ce_wct,Cw_wct,Qwct
2022-06-15 10:00:00+00:00,23.5,37.0,74.44354134148395,6.302747097928883,1.0,0.0,0.0,23.441886067675703,0.3969652019308044,52.99451682573897,35.0,50.00000000000001,50.01414174320624,(77.06041743217143+0j),26.165572170748703,33.0,35.0,0.25179139832339004,6.302747097928883,33.0,26.658990551029866,0.1451738036074144,52.99451682573897,6.302747097928883,0.0,46.40251027820679,0.0,33.0,33.0,0.0,0.0,6.302747097928883,33.0,26.658990551029866,0.1451738036074144,52.99451682573897,46.40251027820679
2022-06-15 11:00:00+00:00,24.6,37.0,74.44354134148395,5.860174268590055,1.0,0.0,0.0,25.859251057536746,0.39690660080752305,53.465768093911606,35.0,50.00000000000001,50.01508040808053,(77.89117316424728+0j),25.649421639609038,33.0,35.0,0.23055134169878175,5.860174268590055,33.0,26.106263982255633,0.1663552591087413,53.465768093911606,5.860174268590055,0.0,46.90583623955879,0.0,33.0,33.0,0.0,0.0,5.860174268590055,33.0,26.106263982255633,0.1663552591087413,53.465768093911606,46.90583623955879
2022-06-15 12:00:00+00:00,25.6,36.0,74.44354134148395,6.130504028202048,1.0,0.0,0.0,25.64775455167628,0.40744224840037235,54.80438459149343,35.0,50.00000000000001,50.014487937075316,(77.36632850530076+0j),25.97355160870007,33.0,35.0,0.2431322842096963,6.130504028202048,33.0,26.447689129172296,0.16430996419067603,54.80438459149343,6.130504028202048,0.0,46.63877052569918,0.0,33.0,33.0,0.0,0.0,6.130504028202048,33.0,26.447689129172296,0.16430996419067603,54.80438459149343,46.63877052569918
2022-06-15 13:00:00+00:00,26.3,37.0,74.44354134148395,6.195980839421598,1.0,0.0,0.0,26.10874492669847,0.4151800357783981,56.124307524615574,35.0,50.00000000000001,50.01435364449345,(77.24752342113005+0j),26.047804490815828,33.0,35.0,0.2463646621460978,6.195980839421598,33.0,26.528072456414385,0.16881537363230031,56.124307524615574,6.195980839421598,0.0,46.55849133326865,0.0,33.0,33.0,0.0,0.0,6.195980839421598,33.0,26.528072456414385,0.16881537363230031,56.124307524615574,46.55849133326865
2022-06-15 14:00:00+00:00,26.8,37.0,74.44354134148395,5.711175848444402,1.0,0.0,0.0,28.27603818914547,0.4164814808632391,55.038637230142626,35.0,50.00000000000001,50.015435750222665,(78.2054259595934+0j),25.457652975516268,33.0,35.0,0.22413872213541924,5.711175848444402,33.0,25.950573773637053,0.19234275872781986,55.038637230142626,5.711175848444402,0.0,46.74589163478603,0.0,33.0,33.0,0.0,0.0,5.711175848444402,33.0,25.950573773637053,0.19234275872781986,55.038637230142626,46.74589163478603
2022-06-15 15:00:00+00:00,27.0,37.0,74.44354134148395,6.0216090416088885,1.0,0.0,0.0,27.336202718111938,0.41958199605466384,56.24253060572562,35.0,50.00000000000001,50.01471898499028,(77.57096611513116+0j),25.846485072483418,33.0,35.0,0.23791682165065198,6.0216090416088885,33.0,26.33020923223544,0.1816651744040119,56.24253060572562,6.0216090416088885,0.0,46.631887030050606,0.0,33.0,33.0,0.0,0.0,6.0216090416088885,33.0,26.33020923223544,0.1816651744040119,56.24253060572562,46.631887030050606
2022-06-15 16:00:00+00:00,27.0,37.0,74.44354134148395,5.892474328266431,1.0,0.0,0.0,27.76163752964909,0.4183986370667455,55.76724511917462,35.0,50.00000000000001,50.015006202346164,(77.82545288524967+0j),25.689714410772684,33.0,35.0,0.2319901663115817,5.892474328266431,33.0,26.184883216615027,0.18640847075516379,55.76724511917462,5.892474328266431,0.0,46.626356345068324,0.0,33.0,33.0,0.0,0.0,5.892474328266431,33.0,26.184883216615027,0.18640847075516379,55.76724511917462,46.626356345068324
2022-06-15 17:00:00+00:00,26.7,36.0,74.44354134148395,5.7848733682968705,1.0,0.0,0.0,27.7836923828239,0.4139229057491813,54.808508533488634,35.0,50.00000000000001,50.015257254774426,(78.04768444056995+0j),25.5537401729677,33.0,35.0,0.22726447484101833,5.7848733682968705,33.0,26.05050261545407,0.18665843090816295,54.808508533488634,5.7848733682968705,0.0,46.67774078175415,0.0,33.0,33.0,0.0,0.0,5.7848733682968705,33.0,26.05050261545407,0.18665843090816295,54.808508533488634,46.67774078175415
2022-06-15 18:00:00+00:00,26.1,36.0,74.44354134148395,6.275055874490661,1.0,0.0,0.0,25.622340312979965,0.41443195134576893,55.82137559118462,35.0,50.00000000000001,50.014195882616185,(77.10817060352315+0j),26.135412492193243,33.0,35.0,0.2503652782991473,6.275055874490661,33.0,26.60674338465183,0.16406667304662162,55.82137559118462,6.275055874490661,0.0,46.579381929315524,0.0,33.0,33.0,0.0,0.0,6.275055874490661,33.0,26.60674338465183,0.16406667304662162,55.82137559118462,46.579381929315524
2022-06-15 19:00:00+00:00,25.1,37.0,74.44354134148395,5.916070684640194,1.0,0.0,0.0,26.007981053746924,0.40086791331158933,54.05303973817979,35.0,50.00000000000001,50.0149526030782,(77.77797077799039+0j),25.718871618850883,33.0,35.0,0.23305228534879888,5.916070684640194,33.0,26.197147042093867,0.16781562796279045,54.05303973817979,5.916070684640194,0.0,46.728810335224736,0.0,33.0,33.0,0.0,0.0,5.916070684640194,33.0,26.197147042093867,0.16781562796279045,54.05303973817979,46.728810335224736
2022-06-15 20:00:00+00:00,24.1,39.0,148.8870826829679,7.3925871665288385,1.0,0.0,0.0,40.88348387776472,0.7244030018069126,111.47742615194772,35.0,100.00000000000001,100.03259664697626,(46.45123603521116+0j),23.173126512210743,34.82687348778926,35.0,0.3184914849659337,7.3925871665288385,34.82687348778926,23.672596525156088,0.4059115168409789,111.47742615194772,7.3925871665288385,0.0,95.74348168399847,0.0,34.82687348778926,34.82687348778926,0.0,0.0,7.3925871665288385,34.82687348778926,23.672596525156088,0.4059115168409789,111.47742615194772,95.74348168399847
2022-06-15 21:00:00+00:00,23.1,41.0,148.8870826829679,7.783731140425465,1.0,0.0,0.0,38.624358389625414,0.705601428325617,109.69450329939616,35.0,100.00000000000001,100.03259664697632,(59.18356607186587+0j),23.465935501921326,34.53406449807868,35.0,0.3475863752178827,7.783731140425465,34.53406449807868,23.965496942291658,0.3580150531077343,109.69450329939616,7.783731140425465,0.0,95.5158162320112,0.0,34.53406449807868,34.53406449807868,0.0,0.0,7.783731140425465,34.53406449807868,23.965496942291658,0.3580150531077343,109.69450329939616,95.5158162320112
2022-06-15 22:00:00+00:00,22.0,46.0,148.8870826829679,7.0797952462638865,1.0,0.0,0.0,39.19238309926086,0.666871991487709,111.660782258229,35.0,100.00000000000001,100.03259664697632,(29.006915773890196+18.353466728679262j),22.915689837280297,35.0843101627197,35.0,0.29720962911609716,7.0797952462638865,35.0843101627197,23.384219012714176,0.3696623623716118,111.660782258229,7.0797952462638865,0.0,96.1793374459125,0.0,35.0843101627197,35.0843101627197,0.0,0.0,7.0797952462638865,35.0843101627197,23.384219012714176,0.3696623623716118,111.660782258229,96.1793374459125
2022-06-15 23:00:00+00:00,21.0,50.0,148.8870826829679,6.638067290961849,1.0,0.0,0.0,39.037914676356586,0.6365725831966818,113.71874523183112,35.0,100.00000000000001,100.0325966469763,(33.43215724616215+32.418028541325874j),22.51081146383251,35.48918853616749,35.0,0.2701038920195516,6.638067290961849,35.48918853616749,23.007167701043592,0.36646869117713016,113.71874523183112,6.638067290961849,0.0,96.20506614382876,0.0,35.48918853616749,35.48918853616749,0.0,0.0,6.638067290961849,35.48918853616749,23.007167701043592,0.36646869117713016,113.71874523183112,96.20506614382876
