datetime,Ce_pvpc_eur_MWh,Ce_spot_market_price_eur_MWh,Ce_pvpc_eur_kWh,Ce_spot_market_price_eur_kWh
2021-12-31 23:00:00+00:00,204.51,145.86,0.20451,0.14586000000000002
2022-01-01 00:00:00+00:00,171.35,114.9,0.17135,0.1149
2022-01-01 01:00:00+00:00,172.7,113.87,0.1727,0.11387000000000001
2022-01-01 02:00:00+00:00,156.07,97.8,0.15607,0.0978
2022-01-01 03:00:00+00:00,159.08,97.8,0.15908000000000003,0.0978
2022-01-01 04:00:00+00:00,157.28,95.74,0.15728,0.09573999999999999
2022-01-01 05:00:00+00:00,158.87,97.8,0.15887,0.0978
2022-01-01 06:00:00+00:00,157.58,97.8,0.15758000000000003,0.0978
2022-01-01 07:00:00+00:00,156.18,97.8,0.15618,0.0978
2022-01-01 08:00:00+00:00,118.96,70.05,0.11896,0.07005
2022-01-01 09:00:00+00:00,122.06,76.79,0.12206,0.07679000000000001
2022-01-01 10:00:00+00:00,127.97,84.1,0.12797,0.0841
2022-01-01 11:00:00+00:00,139.9,94.74,0.1399,0.09473999999999999
2022-01-01 12:00:00+00:00,141.95,96.8,0.14195,0.0968
2022-01-01 13:00:00+00:00,143.48,97.8,0.14348,0.0978
2022-01-01 14:00:00+00:00,147.69,98.52,0.14769,0.09852
2022-01-01 15:00:00+00:00,172.14,114.5,0.17214,0.1145
2022-01-01 16:00:00+00:00,212.24,149.97,0.21224,0.14997
2022-01-01 17:00:00+00:00,240.74,177.22,0.24074,0.17722000000000002
2022-01-01 18:00:00+00:00,244.33,187.52,0.24433000000000002,0.18752000000000002
2022-01-01 19:00:00+00:00,247.11,189.26,0.24711000000000002,0.18925999999999998
2022-01-01 20:00:00+00:00,248.38,190.81,0.24838,0.19081
2022-01-01 21:00:00+00:00,248.88,188.39,0.24888,0.18839
2022-01-01 22:00:00+00:00,229.1,167.26,0.2291,0.16726
2022-01-01 23:00:00+00:00,186.21,133.21,0.18621000000000001,0.13321000000000002
2022-01-02 00:00:00+00:00,168.59,115.87,0.16859000000000002,0.11587
2022-01-02 01:00:00+00:00,164.36,110.52,0.16436,0.11052
2022-01-02 02:00:00+00:00,168.8,113.0,0.1688,0.113
2022-01-02 03:00:00+00:00,173.15,115.87,0.17315,0.11587
2022-01-02 04:00:00+00:00,167.53,110.52,0.16753,0.11052
2022-01-02 05:00:00+00:00,170.81,115.87,0.17081000000000002,0.11587
2022-01-02 06:00:00+00:00,183.78,129.6,0.18378,0.1296
2022-01-02 07:00:00+00:00,165.48,115.87,0.16548,0.11587
2022-01-02 08:00:00+00:00,160.64,115.87,0.16063999999999998,0.11587
2022-01-02 09:00:00+00:00,153.62,113.0,0.15362,0.113
2022-01-02 10:00:00+00:00,141.37,103.7,0.14137,0.1037
2022-01-02 11:00:00+00:00,141.13,103.7,0.14113,0.1037
2022-01-02 12:00:00+00:00,147.85,110.52,0.14785,0.11052
2022-01-02 13:00:00+00:00,154.49,115.87,0.15449000000000002,0.11587
2022-01-02 14:00:00+00:00,148.14,109.5,0.14814,0.1095
2022-01-02 15:00:00+00:00,159.93,115.87,0.15993000000000002,0.11587
2022-01-02 16:00:00+00:00,210.37,159.79,0.21037,0.15979
2022-01-02 17:00:00+00:00,252.85,194.25,0.25285,0.19425
2022-01-02 18:00:00+00:00,255.34,198.0,0.25534,0.198
2022-01-02 19:00:00+00:00,267.48,208.38,0.26748000000000005,0.20838
2022-01-02 20:00:00+00:00,268.11,209.1,0.26811,0.2091
2022-01-02 21:00:00+00:00,247.7,191.36,0.2477,0.19136000000000003
2022-01-02 22:00:00+00:00,232.27,178.0,0.23227,0.178
2022-01-02 23:00:00+00:00,237.41,181.5,0.23741,0.1815
2022-01-03 00:00:00+00:00,215.14,160.72,0.21514,0.16072
2022-01-03 01:00:00+00:00,208.71,154.64,0.20871,0.15464
2022-01-03 02:00:00+00:00,203.75,149.86,0.20375000000000001,0.14986000000000002
2022-01-03 03:00:00+00:00,196.49,144.49,0.19649000000000003,0.14449
2022-01-03 04:00:00+00:00,200.68,148.86,0.20068,0.14886000000000002
2022-01-03 05:00:00+00:00,202.87,153.77,0.20287000000000002,0.15377000000000002
2022-01-03 06:00:00+00:00,206.64,160.72,0.20664,0.16072
2022-01-03 07:00:00+00:00,265.11,189.26,0.26511,0.18925999999999998
2022-01-03 08:00:00+00:00,257.98,183.54,0.25798000000000004,0.18354
2022-01-03 09:00:00+00:00,298.68,160.72,0.29868,0.16072
2022-01-03 10:00:00+00:00,288.37,152.2,0.28837,0.1522
2022-01-03 11:00:00+00:00,284.07,148.86,0.28407,0.14886000000000002
2022-01-03 12:00:00+00:00,276.19,142.04,0.27619,0.14204
2022-01-03 13:00:00+00:00,189.77,127.38,0.18977000000000002,0.12738
2022-01-03 14:00:00+00:00,173.26,112.87,0.17326,0.11287000000000001
2022-01-03 15:00:00+00:00,190.3,126.8,0.19030000000000002,0.1268
2022-01-03 16:00:00+00:00,217.17,148.49,0.21717,0.14849
2022-01-03 17:00:00+00:00,319.66,175.06,0.31966000000000006,0.17506
2022-01-03 18:00:00+00:00,326.48,180.0,0.32648000000000005,0.18
2022-01-03 19:00:00+00:00,295.16,153.77,0.29516000000000003,0.15377000000000002
2022-01-03 20:00:00+00:00,281.1,141.94,0.2811,0.14194
2022-01-03 21:00:00+00:00,179.33,114.11,0.17933000000000002,0.11411
2022-01-03 22:00:00+00:00,164.71,100.36,0.16471000000000002,0.10036
2022-01-03 23:00:00+00:00,174.65,125.47,0.17465,0.12547
2022-01-04 00:00:00+00:00,163.91,115.55,0.16391,0.11555
2022-01-04 01:00:00+00:00,161.68,113.29,0.16168000000000002,0.11329
2022-01-04 02:00:00+00:00,153.58,105.81,0.15358000000000002,0.10581
2022-01-04 03:00:00+00:00,152.68,105.0,0.15268,0.105
2022-01-04 04:00:00+00:00,163.79,115.11,0.16379,0.11511
2022-01-04 05:00:00+00:00,206.56,153.77,0.20656,0.15377000000000002
2022-01-04 06:00:00+00:00,207.43,161.03,0.20743,0.16103
2022-01-04 07:00:00+00:00,252.67,178.91,0.25267,0.17891
2022-01-04 08:00:00+00:00,265.2,190.0,0.2652,0.19
2022-01-04 09:00:00+00:00,332.83,189.88,0.33283,0.18988
2022-01-04 10:00:00+00:00,323.75,182.42,0.32375,0.18242
2022-01-04 11:00:00+00:00,323.76,182.46,0.32376,0.18246
2022-01-04 12:00:00+00:00,320.06,179.59,0.32006,0.17959
2022-01-04 13:00:00+00:00,232.02,163.2,0.23202,0.16319999999999998
2022-01-04 14:00:00+00:00,225.99,157.3,0.22599000000000002,0.15730000000000002
2022-01-04 15:00:00+00:00,228.76,157.3,0.22876,0.15730000000000002
2022-01-04 16:00:00+00:00,238.3,163.78,0.2383,0.16378
2022-01-04 17:00:00+00:00,331.5,184.94,0.3315,0.18494
2022-01-04 18:00:00+00:00,324.57,178.99,0.32457,0.17899
2022-01-04 19:00:00+00:00,299.28,156.12,0.29928,0.15612
2022-01-04 20:00:00+00:00,291.42,148.65,0.29142,0.14865
2022-01-04 21:00:00+00:00,211.35,137.92,0.21135,0.13792
2022-01-04 22:00:00+00:00,174.07,105.0,0.17407,0.105
2022-01-04 23:00:00+00:00,166.59,120.11,0.16659000000000002,0.12011000000000001
2022-01-05 00:00:00+00:00,149.69,105.1,0.14969,0.1051
2022-01-05 01:00:00+00:00,125.37,84.5,0.12537,0.0845
2022-01-05 02:00:00+00:00,114.73,75.38,0.11473000000000001,0.07538
2022-01-05 03:00:00+00:00,119.0,79.11,0.11900000000000001,0.07911
2022-01-05 04:00:00+00:00,138.39,94.79,0.13838999999999999,0.09479000000000001
2022-01-05 05:00:00+00:00,225.58,169.04,0.22558000000000003,0.16904
2022-01-05 06:00:00+00:00,262.78,206.07,0.26277999999999996,0.20607
2022-01-05 07:00:00+00:00,290.49,211.13,0.29049,0.21113
2022-01-05 08:00:00+00:00,292.89,213.86,0.29289,0.21386000000000002
2022-01-05 09:00:00+00:00,355.7,209.1,0.3557,0.2091
2022-01-05 10:00:00+00:00,348.34,202.8,0.34834,0.2028
2022-01-05 11:00:00+00:00,345.65,199.89,0.34564999999999996,0.19988999999999998
2022-01-05 12:00:00+00:00,342.63,197.34,0.34263,0.19734000000000002
2022-01-05 13:00:00+00:00,271.42,195.6,0.27142,0.1956
2022-01-05 14:00:00+00:00,277.27,200.0,0.27726999999999996,0.2
2022-01-05 15:00:00+00:00,286.09,206.07,0.28608999999999996,0.20607
2022-01-05 16:00:00+00:00,291.59,211.23,0.29158999999999996,0.21123
2022-01-05 17:00:00+00:00,377.89,225.0,0.37789,0.225
2022-01-05 18:00:00+00:00,408.58,250.34,0.40858,0.25034
2022-01-05 19:00:00+00:00,399.05,241.93,0.39905,0.24193
2022-01-05 20:00:00+00:00,372.09,218.95,0.37209,0.21895
2022-01-05 21:00:00+00:00,290.24,207.46,0.29024,0.20746
2022-01-05 22:00:00+00:00,283.57,200.0,0.28357,0.2
2022-01-05 23:00:00+00:00,273.97,207.15,0.27397000000000005,0.20715
2022-01-06 00:00:00+00:00,274.38,204.22,0.27438,0.20422
2022-01-06 01:00:00+00:00,260.05,191.82,0.26005,0.19182
2022-01-06 02:00:00+00:00,247.79,180.7,0.24779,0.1807
2022-01-06 03:00:00+00:00,235.25,170.1,0.23525000000000001,0.1701
2022-01-06 04:00:00+00:00,265.43,194.38,0.26543,0.19438
2022-01-06 05:00:00+00:00,274.4,204.22,0.2744,0.20422
2022-01-06 06:00:00+00:00,285.48,216.14,0.28548,0.21614
2022-01-06 07:00:00+00:00,288.54,219.42,0.28854,0.21942
2022-01-06 08:00:00+00:00,282.62,220.0,0.28262000000000004,0.22
2022-01-06 09:00:00+00:00,272.53,214.9,0.27253,0.2149
2022-01-06 10:00:00+00:00,262.94,207.9,0.26294,0.2079
2022-01-06 11:00:00+00:00,259.46,205.0,0.25945999999999997,0.20500000000000002
2022-01-06 12:00:00+00:00,259.12,204.43,0.25912,0.20443
2022-01-06 13:00:00+00:00,250.31,196.84,0.25031000000000003,0.19684000000000001
2022-01-06 14:00:00+00:00,245.51,189.89,0.24551,0.18989
2022-01-06 15:00:00+00:00,261.18,202.17,0.26118,0.20217
2022-01-06 16:00:00+00:00,284.0,222.31,0.28400000000000003,0.22231
2022-01-06 17:00:00+00:00,347.92,273.44,0.34792,0.27344
2022-01-06 18:00:00+00:00,352.09,278.36,0.35208999999999996,0.27836
2022-01-06 19:00:00+00:00,318.89,251.71,0.31889,0.25171
2022-01-06 20:00:00+00:00,292.36,229.96,0.29236,0.22996000000000003
2022-01-06 21:00:00+00:00,276.92,216.44,0.27692,0.21644
2022-01-06 22:00:00+00:00,272.25,210.0,0.27225,0.21
2022-01-06 23:00:00+00:00,281.47,213.47,0.28147000000000005,0.21347
2022-01-07 00:00:00+00:00,254.67,189.0,0.25467,0.189
2022-01-07 01:00:00+00:00,244.39,180.0,0.24439,0.18
2022-01-07 02:00:00+00:00,227.46,164.9,0.22746000000000002,0.16490000000000002
2022-01-07 03:00:00+00:00,225.3,162.8,0.22530000000000003,0.16280000000000003
2022-01-07 04:00:00+00:00,226.36,165.0,0.22636,0.165
2022-01-07 05:00:00+00:00,225.44,165.2,0.22544,0.16519999999999999
2022-01-07 06:00:00+00:00,276.05,215.89,0.27605,0.21589
2022-01-07 07:00:00+00:00,329.12,243.84,0.32912,0.24384
2022-01-07 08:00:00+00:00,335.97,250.01,0.33597000000000005,0.25001
2022-01-07 09:00:00+00:00,392.01,240.0,0.39201,0.24
2022-01-07 10:00:00+00:00,383.69,232.53,0.38369000000000003,0.23253000000000001
2022-01-07 11:00:00+00:00,364.74,216.28,0.36474,0.21628
2022-01-07 12:00:00+00:00,359.73,211.94,0.35973000000000005,0.21194
2022-01-07 13:00:00+00:00,285.33,207.05,0.28533,0.20705
2022-01-07 14:00:00+00:00,290.13,210.11,0.29013,0.21011000000000002
2022-01-07 15:00:00+00:00,303.09,220.21,0.30308999999999997,0.22021000000000002
2022-01-07 16:00:00+00:00,332.49,243.84,0.33249,0.24384
2022-01-07 17:00:00+00:00,422.83,260.0,0.42283,0.26
2022-01-07 18:00:00+00:00,410.28,250.0,0.41028,0.25
2022-01-07 19:00:00+00:00,404.24,243.84,0.40424000000000004,0.24384
2022-01-07 20:00:00+00:00,405.34,243.84,0.40534,0.24384
2022-01-07 21:00:00+00:00,328.15,235.69,0.32815,0.23569
2022-01-07 22:00:00+00:00,304.51,215.1,0.30451,0.21509999999999999
2022-01-07 23:00:00+00:00,347.83,270.02,0.34783,0.27002
2022-01-08 00:00:00+00:00,314.43,237.86,0.31443,0.23786000000000002
2022-01-08 01:00:00+00:00,292.02,215.89,0.29202,0.21589
2022-01-08 02:00:00+00:00,288.61,211.44,0.28861000000000003,0.21144
2022-01-08 03:00:00+00:00,276.73,200.9,0.27673000000000003,0.20090000000000002
2022-01-08 04:00:00+00:00,276.13,200.0,0.27613,0.2
2022-01-08 05:00:00+00:00,274.28,201.36,0.27427999999999997,0.20136
2022-01-08 06:00:00+00:00,280.59,209.09,0.28059,0.20909
2022-01-08 07:00:00+00:00,284.15,215.89,0.28414999999999996,0.21589
2022-01-08 08:00:00+00:00,295.87,231.0,0.29587,0.231
2022-01-08 09:00:00+00:00,289.82,228.95,0.28982,0.22895
2022-01-08 10:00:00+00:00,273.62,215.39,0.27362000000000003,0.21539
2022-01-08 11:00:00+00:00,263.92,206.68,0.26392000000000004,0.20668
2022-01-08 12:00:00+00:00,239.43,185.0,0.23943,0.185
2022-01-08 13:00:00+00:00,221.52,169.52,0.22152000000000002,0.16952
2022-01-08 14:00:00+00:00,214.72,162.8,0.21472,0.16280000000000003
2022-01-08 15:00:00+00:00,217.44,161.73,0.21744,0.16172999999999998
2022-01-08 16:00:00+00:00,249.06,189.9,0.24906,0.1899
2022-01-08 17:00:00+00:00,267.87,206.68,0.26787,0.20668
2022-01-08 18:00:00+00:00,269.97,210.0,0.26997000000000004,0.21
2022-01-08 19:00:00+00:00,269.94,210.0,0.26994,0.21
2022-01-08 20:00:00+00:00,270.0,209.37,0.27,0.20937
2022-01-08 21:00:00+00:00,243.49,185.3,0.24349,0.18530000000000002
2022-01-08 22:00:00+00:00,199.53,147.94,0.19953,0.14794
2022-01-08 23:00:00+00:00,161.24,109.18,0.16124000000000002,0.10918000000000001
2022-01-09 00:00:00+00:00,140.56,89.61,0.14056000000000002,0.08961
2022-01-09 01:00:00+00:00,129.35,80.24,0.12935,0.08023999999999999
2022-01-09 02:00:00+00:00,100.83,55.46,0.10083,0.05546
2022-01-09 03:00:00+00:00,90.1,45.82,0.0901,0.04582
2022-01-09 04:00:00+00:00,94.5,48.5,0.0945,0.0485
2022-01-09 05:00:00+00:00,123.58,74.29,0.12358,0.07429000000000001
2022-01-09 06:00:00+00:00,140.44,89.78,0.14044,0.08978
2022-01-09 07:00:00+00:00,157.19,104.79,0.15719,0.10479000000000001
2022-01-09 08:00:00+00:00,192.05,140.0,0.19205000000000003,0.14
2022-01-09 09:00:00+00:00,188.28,140.0,0.18828,0.14
2022-01-09 10:00:00+00:00,163.06,120.0,0.16306,0.12
2022-01-09 11:00:00+00:00,102.19,69.77,0.10219,0.06977
2022-01-09 12:00:00+00:00,102.17,69.77,0.10217,0.06977
2022-01-09 13:00:00+00:00,87.97,57.96,0.08797,0.057960000000000005
2022-01-09 14:00:00+00:00,36.35,14.0,0.03635,0.014
2022-01-09 15:00:00+00:00,136.04,92.52,0.13604,0.09251999999999999
2022-01-09 16:00:00+00:00,217.44,159.9,0.21744,0.15990000000000001
2022-01-09 17:00:00+00:00,271.74,207.9,0.27174000000000004,0.2079
2022-01-09 18:00:00+00:00,306.97,240.0,0.30697,0.24
2022-01-09 19:00:00+00:00,295.63,230.82,0.29563,0.23082
2022-01-09 20:00:00+00:00,275.39,214.02,0.27538999999999997,0.21402000000000002
2022-01-09 21:00:00+00:00,278.99,215.88,0.27899,0.21588
2022-01-09 22:00:00+00:00,251.28,191.64,0.25128,0.19163999999999998
2022-01-09 23:00:00+00:00,262.58,196.23,0.26258,0.19623
2022-01-10 00:00:00+00:00,227.99,165.0,0.22799000000000003,0.165
2022-01-10 01:00:00+00:00,220.69,158.7,0.22069,0.15869999999999998
2022-01-10 02:00:00+00:00,222.04,159.3,0.22204,0.15930000000000002
2022-01-10 03:00:00+00:00,222.81,160.1,0.22281,0.1601
2022-01-10 04:00:00+00:00,238.49,173.01,0.23849,0.17301
2022-01-10 05:00:00+00:00,263.71,200.1,0.26371,0.2001
2022-01-10 06:00:00+00:00,287.76,228.46,0.28776,0.22846000000000002
2022-01-10 07:00:00+00:00,320.99,234.74,0.32099,0.23474
2022-01-10 08:00:00+00:00,326.44,240.0,0.32644,0.24
2022-01-10 09:00:00+00:00,392.64,238.76,0.39264,0.23876
2022-01-10 10:00:00+00:00,380.14,228.38,0.38014,0.22838
2022-01-10 11:00:00+00:00,372.89,222.53,0.37289,0.22253
2022-01-10 12:00:00+00:00,365.22,216.01,0.36522000000000004,0.21601
2022-01-10 13:00:00+00:00,283.98,206.01,0.28398,0.20601
2022-01-10 14:00:00+00:00,278.82,200.99,0.27882,0.20099
2022-01-10 15:00:00+00:00,306.79,223.0,0.30679,0.223
2022-01-10 16:00:00+00:00,347.18,256.01,0.34718,0.25601
2022-01-10 17:00:00+00:00,453.92,286.4,0.45392000000000005,0.2864
2022-01-10 18:00:00+00:00,464.32,294.98,0.46432,0.29498
2022-01-10 19:00:00+00:00,432.73,267.45,0.43273,0.26745
2022-01-10 20:00:00+00:00,403.78,242.23,0.40378,0.24223
2022-01-10 21:00:00+00:00,304.88,217.03,0.30488,0.21703
2022-01-10 22:00:00+00:00,284.01,198.93,0.28401,0.19893000000000002
2022-01-10 23:00:00+00:00,271.37,210.34,0.27137,0.21034
2022-01-11 00:00:00+00:00,262.8,202.42,0.26280000000000003,0.20242
2022-01-11 01:00:00+00:00,257.57,197.6,0.25757,0.1976
2022-01-11 02:00:00+00:00,252.26,193.0,0.25226,0.193
2022-01-11 03:00:00+00:00,254.89,194.9,0.25489,0.19490000000000002
2022-01-11 04:00:00+00:00,265.92,204.45,0.26592000000000005,0.20445
2022-01-11 05:00:00+00:00,280.93,219.32,0.28093,0.21932
2022-01-11 06:00:00+00:00,285.84,228.38,0.28584,0.22838
2022-01-11 07:00:00+00:00,337.72,249.97,0.33772,0.24997
2022-01-11 08:00:00+00:00,336.95,249.97,0.33694999999999997,0.24997
2022-01-11 09:00:00+00:00,395.7,242.47,0.3957,0.24247
2022-01-11 10:00:00+00:00,358.79,212.2,0.35879000000000005,0.2122
2022-01-11 11:00:00+00:00,352.51,207.1,0.35251,0.2071
2022-01-11 12:00:00+00:00,352.21,207.0,0.35220999999999997,0.20700000000000002
2022-01-11 13:00:00+00:00,283.27,206.8,0.28326999999999997,0.2068
2022-01-11 14:00:00+00:00,284.13,206.8,0.28413,0.2068
2022-01-11 15:00:00+00:00,291.96,212.0,0.29196,0.212
2022-01-11 16:00:00+00:00,330.71,242.47,0.33071,0.24247
2022-01-11 17:00:00+00:00,422.53,260.0,0.42252999999999996,0.26
2022-01-11 18:00:00+00:00,424.91,261.97,0.42491,0.26197000000000004
2022-01-11 19:00:00+00:00,426.54,262.66,0.42654000000000003,0.26266
2022-01-11 20:00:00+00:00,406.36,245.0,0.40636,0.245
2022-01-11 21:00:00+00:00,316.68,227.47,0.31668,0.22747
2022-01-11 22:00:00+00:00,299.02,211.63,0.29902,0.21163
2022-01-11 23:00:00+00:00,252.57,196.65,0.25257,0.19665000000000002
2022-01-12 00:00:00+00:00,242.36,187.1,0.24236000000000002,0.1871
2022-01-12 01:00:00+00:00,239.97,184.27,0.23997000000000002,0.18427000000000002
2022-01-12 02:00:00+00:00,234.51,179.58,0.23451,0.17958000000000002
2022-01-12 03:00:00+00:00,232.98,178.33,0.23298,0.17833000000000002
2022-01-12 04:00:00+00:00,246.66,190.14,0.24666,0.19014
2022-01-12 05:00:00+00:00,237.68,185.22,0.23768,0.18522
2022-01-12 06:00:00+00:00,251.55,200.22,0.25155,0.20022
2022-01-12 07:00:00+00:00,297.34,217.15,0.29734,0.21715
2022-01-12 08:00:00+00:00,282.57,205.41,0.28257,0.20541
2022-01-12 09:00:00+00:00,344.2,199.7,0.3442,0.1997
2022-01-12 10:00:00+00:00,340.62,196.66,0.34062000000000003,0.19666
2022-01-12 11:00:00+00:00,341.34,196.95,0.34134,0.19695
2022-01-12 12:00:00+00:00,342.06,197.42,0.34206000000000003,0.19741999999999998
2022-01-12 13:00:00+00:00,272.99,197.42,0.27299,0.19741999999999998
2022-01-12 14:00:00+00:00,276.45,199.6,0.27645,0.1996
2022-01-12 15:00:00+00:00,278.14,200.2,0.27814,0.2002
2022-01-12 16:00:00+00:00,310.78,227.49,0.31078,0.22749000000000003
2022-01-12 17:00:00+00:00,415.28,255.0,0.41528,0.255
2022-01-12 18:00:00+00:00,421.94,261.38,0.42194,0.26138
2022-01-12 19:00:00+00:00,412.67,253.1,0.41267000000000004,0.2531
2022-01-12 20:00:00+00:00,376.95,222.79,0.37695,0.22279
2022-01-12 21:00:00+00:00,297.3,213.64,0.2973,0.21364
2022-01-12 22:00:00+00:00,282.89,200.22,0.28289,0.20022
2022-01-12 23:00:00+00:00,244.57,190.0,0.24457,0.19
2022-01-13 00:00:00+00:00,245.44,188.72,0.24544,0.18872
2022-01-13 01:00:00+00:00,245.66,187.87,0.24566,0.18787
2022-01-13 02:00:00+00:00,240.19,182.88,0.24019000000000001,0.18288
2022-01-13 03:00:00+00:00,245.14,186.65,0.24514,0.18665
2022-01-13 04:00:00+00:00,244.02,187.42,0.24402000000000001,0.18742
2022-01-13 05:00:00+00:00,246.5,192.93,0.2465,0.19293000000000002
2022-01-13 06:00:00+00:00,275.44,220.14,0.27544,0.22014
2022-01-13 07:00:00+00:00,309.59,226.75,0.30959,0.22675
2022-01-13 08:00:00+00:00,309.08,226.75,0.30907999999999997,0.22675
2022-01-13 09:00:00+00:00,369.03,220.25,0.36902999999999997,0.22025
2022-01-13 10:00:00+00:00,364.75,216.35,0.36475,0.21635
2022-01-13 11:00:00+00:00,361.85,213.93,0.36185,0.21393
2022-01-13 12:00:00+00:00,362.08,213.93,0.36208,0.21393
2022-01-13 13:00:00+00:00,292.98,213.75,0.29298,0.21375
2022-01-13 14:00:00+00:00,294.03,213.89,0.29402999999999996,0.21389
2022-01-13 15:00:00+00:00,302.86,220.14,0.30286,0.22014
2022-01-13 16:00:00+00:00,315.15,229.57,0.31515,0.22957
2022-01-13 17:00:00+00:00,421.18,259.45,0.42118,0.25945
2022-01-13 18:00:00+00:00,425.48,262.95,0.42548,0.26295
2022-01-13 19:00:00+00:00,413.21,252.46,0.41320999999999997,0.25246
2022-01-13 20:00:00+00:00,387.42,230.1,0.38742000000000004,0.2301
2022-01-13 21:00:00+00:00,303.65,217.65,0.30365,0.21765
2022-01-13 22:00:00+00:00,293.17,207.99,0.29317000000000004,0.20799
2022-01-13 23:00:00+00:00,262.33,205.0,0.26233,0.20500000000000002
2022-01-14 00:00:00+00:00,257.81,199.96,0.25781,0.19996
2022-01-14 01:00:00+00:00,254.54,196.42,0.25454,0.19641999999999998
2022-01-14 02:00:00+00:00,250.59,192.77,0.25059000000000003,0.19277000000000002
2022-01-14 03:00:00+00:00,250.46,192.43,0.25046,0.19243000000000002
2022-01-14 04:00:00+00:00,255.15,197.6,0.25515,0.1976
2022-01-14 05:00:00+00:00,262.76,206.26,0.26276,0.20626
2022-01-14 06:00:00+00:00,256.91,205.2,0.25691,0.2052
2022-01-14 07:00:00+00:00,287.49,209.07,0.28749,0.20907
2022-01-14 08:00:00+00:00,285.57,207.8,0.28557,0.2078
2022-01-14 09:00:00+00:00,344.43,199.99,0.34443,0.19999
2022-01-14 10:00:00+00:00,323.78,182.52,0.32377999999999996,0.18252000000000002
2022-01-14 11:00:00+00:00,321.34,180.3,0.32133999999999996,0.18030000000000002
2022-01-14 12:00:00+00:00,322.12,180.66,0.32212,0.18066
2022-01-14 13:00:00+00:00,253.24,180.3,0.25324,0.18030000000000002
2022-01-14 14:00:00+00:00,256.64,182.52,0.25664,0.18252000000000002
2022-01-14 15:00:00+00:00,279.03,200.34,0.27903,0.20034000000000002
2022-01-14 16:00:00+00:00,290.66,209.07,0.29066000000000003,0.20907
2022-01-14 17:00:00+00:00,380.39,225.61,0.38039,0.22561
2022-01-14 18:00:00+00:00,390.62,233.65,0.39062,0.23365000000000002
2022-01-14 19:00:00+00:00,392.52,235.01,0.39252,0.23501
2022-01-14 20:00:00+00:00,381.72,225.61,0.38172000000000006,0.22561
2022-01-14 21:00:00+00:00,302.64,216.68,0.30264,0.21668
2022-01-14 22:00:00+00:00,290.79,205.96,0.29079000000000005,0.20596
2022-01-14 23:00:00+00:00,286.34,222.01,0.28634,0.22200999999999999
2022-01-15 00:00:00+00:00,280.74,214.92,0.28074,0.21492
2022-01-15 01:00:00+00:00,276.22,209.61,0.27622,0.20961000000000002
2022-01-15 02:00:00+00:00,261.41,196.7,0.26141000000000003,0.19669999999999999
2022-01-15 03:00:00+00:00,257.56,193.04,0.25756,0.19304
2022-01-15 04:00:00+00:00,259.8,195.05,0.25980000000000003,0.19505000000000003
2022-01-15 05:00:00+00:00,265.11,200.9,0.26511,0.20090000000000002
2022-01-15 06:00:00+00:00,283.23,217.21,0.28323000000000004,0.21721000000000001
2022-01-15 07:00:00+00:00,287.55,223.76,0.28755000000000003,0.22376
2022-01-15 08:00:00+00:00,286.87,225.76,0.28687,0.22576
2022-01-15 09:00:00+00:00,279.47,222.39,0.27947000000000005,0.22239
2022-01-15 10:00:00+00:00,269.61,214.92,0.26961,0.21492
2022-01-15 11:00:00+00:00,262.24,208.43,0.26224000000000003,0.20843
2022-01-15 12:00:00+00:00,251.89,200.0,0.25189,0.2
2022-01-15 13:00:00+00:00,256.25,203.09,0.25625,0.20309000000000002
2022-01-15 14:00:00+00:00,270.9,213.98,0.2709,0.21398
2022-01-15 15:00:00+00:00,278.89,218.63,0.27888999999999997,0.21863
2022-01-15 16:00:00+00:00,296.71,231.67,0.29671,0.23167
2022-01-15 17:00:00+00:00,339.66,267.03,0.33966,0.26703
2022-01-15 18:00:00+00:00,331.75,261.41,0.33175,0.26141000000000003
2022-01-15 19:00:00+00:00,309.71,243.62,0.30971,0.24362
2022-01-15 20:00:00+00:00,291.49,227.85,0.29149,0.22785
2022-01-15 21:00:00+00:00,285.12,222.66,0.28512,0.22266
2022-01-15 22:00:00+00:00,278.81,217.0,0.27881,0.217
2022-01-15 23:00:00+00:00,292.17,225.92,0.29217000000000004,0.22591999999999998
2022-01-16 00:00:00+00:00,283.61,216.0,0.28361000000000003,0.216
2022-01-16 01:00:00+00:00,275.19,207.62,0.27519,0.20762
2022-01-16 02:00:00+00:00,263.91,197.22,0.26391000000000003,0.19722
2022-01-16 03:00:00+00:00,251.8,186.7,0.2518,0.1867
2022-01-16 04:00:00+00:00,251.56,186.6,0.25156,0.1866
2022-01-16 05:00:00+00:00,263.84,198.01,0.26383999999999996,0.19801
2022-01-16 06:00:00+00:00,262.57,200.03,0.26257,0.20003
2022-01-16 07:00:00+00:00,260.29,200.0,0.26029,0.2
2022-01-16 08:00:00+00:00,262.43,204.86,0.26243,0.20486000000000001
2022-01-16 09:00:00+00:00,259.01,204.5,0.25901,0.20450000000000002
2022-01-16 10:00:00+00:00,257.84,204.43,0.25783999999999996,0.20443
2022-01-16 11:00:00+00:00,259.23,205.21,0.25923,0.20521
2022-01-16 12:00:00+00:00,246.34,195.02,0.24634,0.19502000000000003
2022-01-16 13:00:00+00:00,242.96,191.9,0.24296,0.19190000000000002
2022-01-16 14:00:00+00:00,250.75,196.92,0.25075000000000003,0.19691999999999998
