env_idx,time,HV_norm_score,GD_norm,GD_bounded_score,n_rl_solutions,n_reference_solutions
0,2005-06-23 13:00:00+02:00,0.2679174618546023,0.07205165484467484,0.9327908739107221,4,64
1,2005-06-23 13:01:00+02:00,0.17208175859625618,0.09707044191831629,0.9115184967078497,4,21
