Tamb,HR,mv,Tv,qc,Tc_in,Tc_out,Tcond,Qc_released,Qc_absorbed,Qc_transfered,Ce_c,Rp,Rs,wdc,qdc,Tdc_in,Tdc_out,Ce_dc,Qdc,wwct,qwct,qwct_s,qwct_p,Twct_in,Twct_out,Ce_wct,Cw_wct,Qwct,Tcc_out,Cw_s1,Cw_s2,Pw,Pw_s1,Pw_s2,Pe,Vavail,deltaV,time,qdc_only,Tcc_in,Ce_cc,Cw_cc,Qcc,Ce,Cw,qcc,Vavail_s1,Je,Jw,J,Je_c,Je_dc,Je_wct,Jw_wct,Jw_s1,Jw_s2,dc_active,dc_mode,wct_active,wct_mode
30,40,299.84843249364496,42,24.0,32.82009528516305,40.0,42.0,200.00000000000006,200.0091729068949,266.5794844023132,4.647294400000001,0.0,0.4444444444444444,99.18,24.0,40.0,35.394894311807256,5.8128296372830395,128.28004851872885,26.444819548872182,10.666666666666666,10.666666666666666,0.0,35.394894311807256,29.615894591581743,0.17221025087045444,97.33812219929678,71.559103303888,33.61674055173786,97.33812219929678,0,,,,,,,2005-06-23 13:00:00+02:00,13.333333333333334,40.0,5.985039888153494,97.33812219929678,199.83915182261683,10.632334288153494,97.33812219929678,24.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,24.0,32.82009528516305,40.0,42.0,200.00000000000006,200.0091729068949,266.5794844023132,4.647294400000001,0.0,0.5555555555555556,99.18,24.0,40.0,35.394894311807256,5.8128296372830395,128.28004851872885,24.99286766917293,13.333333333333334,13.333333333333334,0.0,35.394894311807256,30.771904243535097,0.15821047335433994,98.39149166178686,71.55385363386762,33.74382643028149,98.39149166178686,0,,,,,,,2005-06-23 13:00:00+02:00,10.666666666666666,40.0,5.97104011063738,98.39149166178686,199.83390215259647,10.61833451063738,98.39149166178686,24.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,24.0,32.82009528516305,40.0,42.0,200.00000000000006,200.0091729068949,266.5794844023132,4.647294400000001,0.0,0.6666666666666666,99.18,24.0,40.0,35.394894311807256,5.8128296372830395,128.28004851872885,24.085397744360904,16.0,16.0,0.0,35.394894311807256,31.53320353283241,0.1503423191688493,99.80725727510435,71.72347765402702,33.85021800021731,99.80725727510435,0,,,,,,,2005-06-23 13:00:00+02:00,8.0,40.0,5.963171956451888,99.80725727510435,200.00352617275587,10.610466356451889,99.80725727510435,24.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,24.0,32.82009528516305,40.0,42.0,200.00000000000006,200.0091729068949,266.5794844023132,4.647294400000001,0.0,0.8888888888888888,99.18,24.0,40.0,35.394894311807256,5.8128296372830395,128.28004851872885,21.725975939849626,21.333333333333332,21.333333333333332,0.0,35.394894311807256,32.48642160688221,0.1330592626300646,100.1668760879038,72.02426161181329,34.02620127419547,100.1668760879038,0,,,,,,,2005-06-23 13:00:00+02:00,2.666666666666668,40.0,5.945888899913104,100.1668760879038,200.30431013054215,10.593183299913104,100.1668760879038,24.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,24.0,32.82009528516305,40.0,42.0,200.00000000000006,200.0091729068949,266.5794844023132,4.647294400000001,0.0,1.0,99.18,24.0,40.0,35.394894311807256,5.8128296372830395,128.28004851872885,21.0,24.0,24.0,0.0,35.394894311807256,32.69435366071455,0.12866380000000005,102.97598091793043,75.23418838535257,34.0446239862609,102.97598091793043,0,,,,,,,2005-06-23 13:00:00+02:00,0.0,40.0,5.9414934372830395,102.97598091793043,203.51423690408143,10.58878783728304,102.97598091793043,24.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,22.0,32.167376674723315,39.99999999999999,42.0,200.00000000000006,200.0108657706051,266.8017524755383,3.7297248000000005,0.0,0.4444444444444444,99.18,22.0,39.99999999999999,35.14492372380362,5.8128296372830395,123.97324116389183,30.256193233082705,9.777777777777777,9.777777777777777,0.0,35.14492372380362,28.44290634329125,0.21722058097498165,104.29878638219816,76.07562956816338,33.08276452979982,104.29878638219816,0,,,,,,,2005-06-23 13:00:00+02:00,12.222222222222223,39.99999999999999,6.030050218258021,104.29878638219816,200.0488707320552,9.759775018258022,104.29878638219816,22.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,22.0,32.167376674723315,39.99999999999999,42.0,200.00000000000006,200.0108657706051,266.8017524755383,3.7297248000000005,0.0,0.5555555555555556,99.18,22.0,39.99999999999999,35.14492372380362,5.8128296372830395,123.97324116389183,27.896771428571427,12.222222222222223,12.222222222222223,0.0,35.14492372380362,29.787250302412282,0.1879463124718973,104.54229343962652,76.01700754405519,33.23146893044957,104.54229343962652,0,,,,,,,2005-06-23 13:00:00+02:00,9.777777777777777,39.99999999999999,6.000775949754937,104.54229343962652,199.99024870794702,9.730500749754938,104.54229343962652,22.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,22.0,32.167376674723315,39.99999999999999,42.0,200.00000000000006,200.0108657706051,266.8017524755383,3.7297248000000005,0.0,1.0,99.18,22.0,39.99999999999999,35.14492372380362,5.8128296372830395,123.97324116389183,22.996433834586465,22.0,22.0,0.0,35.14492372380362,32.1770879045657,0.14179580562775795,105.26428775024397,75.79188616000226,33.66100581418466,105.26428775024397,0,,,,,,,2005-06-23 13:00:00+02:00,0.0,39.99999999999999,5.954625442910798,105.26428775024397,199.7651273238941,9.6843502429108,105.26428775024397,22.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,20.0,31.384114342195655,40.0,42.0,200.00000000000006,200.0130732207343,266.4557015951973,2.9354000000000005,0.0,0.5555555555555556,99.18,20.0,40.0,34.8567065784652,5.8128296372830395,119.39376714079766,31.88963909774436,11.11111111111111,11.11111111111111,0.0,34.8567065784652,28.607730069110836,0.24017319669084014,111.38267372083646,80.60606415513189,32.62492925369578,111.38267372083646,0,,,,,,,2005-06-23 13:00:00+02:00,8.88888888888889,40.0,6.0530028339738795,111.38267372083646,199.99983129592954,8.988402833973879,111.38267372083646,20.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,20.0,31.384114342195655,40.0,42.0,200.00000000000006,200.0130732207343,266.4557015951973,2.9354000000000005,0.0,0.6666666666666666,99.18,20.0,40.0,34.8567065784652,5.8128296372830395,119.39376714079766,29.893205263157896,13.333333333333332,13.333333333333332,0.0,34.8567065784652,29.65831597373515,0.2124184235319567,111.66608966422064,80.46308144315657,32.777350336573186,111.66608966422064,0,,,,,,,2005-06-23 13:00:00+02:00,6.666666666666668,40.0,6.025248060814996,111.66608966422064,199.85684858395422,8.960648060814997,111.66608966422064,20.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,20.0,31.384114342195655,40.0,42.0,200.00000000000006,200.0130732207343,266.4557015951973,2.9354000000000005,0.0,0.7777777777777777,99.18,20.0,40.0,34.8567065784652,5.8128296372830395,119.39376714079766,28.622747368421052,15.555555555555554,15.555555555555554,0.0,34.8567065784652,30.402589580655764,0.196465449804617,112.32728068065626,80.43182838799386,32.90803039192357,112.32728068065626,0,,,,,,,2005-06-23 13:00:00+02:00,4.444444444444446,40.0,6.009295087087656,112.32728068065626,199.82559552879152,8.944695087087656,112.32728068065626,20.0,,,,,,,,,,,True,0,True,0
30,40,299.84843249364496,42,20.0,31.384114342195655,40.0,42.0,200.00000000000006,200.0130732207343,266.4557015951973,2.9354000000000005,0.0,0.8888888888888888,99.18,20.0,40.0,34.8567065784652,5.8128296372830395,119.39376714079766,27.533783458646617,17.77777777777778,17.77777777777778,0.0,34.8567065784652,30.956617826509024,0.18384952043853708,112.83098609280569,80.48721639808639,33.021370695191706,112.83098609280569,0,,,,,,,2005-06-23 13:00:00+02:00,2.222222222222223,40.0,5.996679157721577,112.83098609280569,199.88098353888404,8.932079157721578,112.83098609280569,20.0,,,,,,,,,,,True,0,True,0
