Tamb,HR,Tin,q,w_fan,Tout,m_w_lost
3,99.9,26.25,6,62.0121913060455,11.3455813775992,96.7234730327253
3,99.9,26.25,6,24.3642161913431,16.5124478857598,66.892966266786
3,99.9,26.25,10.5,38.0352395088099,17.4262312646573,107.133862518487
3,99.9,26.25,10.5,25.4780462767856,19.4044703933185,84.9309020235405
3,99.9,26.25,10.5,21,20.2989139638786,74.5736840074861
3,99.9,26.25,15,54.320698427312,17.8130750954143,146.954629205255
3,99.9,26.25,15,33.6564404439645,19.893157490208,113.281123698053
3,99.9,26.25,15,25.969306046518,20.9591679302008,95.4290433181859
3,99.9,26.25,15,21.908892911244,21.6086956083349,84.3519026841299
3,99.9,26.25,19.5,75.7751193134642,18.0177027931835,186.822802525602
3,99.9,26.25,19.5,42.6479549191469,20.1645529953917,141.406975143749
3,99.9,26.25,19.5,31.80573788053,21.2635204306058,117.334787251646
3,99.9,26.25,19.5,26.2459663443596,21.933764293945,102.375914621745
3,99.9,26.25,19.5,22.8471710932406,22.3856802759573,92.1692489227629
3,99.9,26.25,24,52.7576678017077,20.3355960685944,169.473540907024
3,99.9,26.25,24,38.0352395088099,21.4574376201557,139.112152788322
3,99.9,26.25,24,30.7835394357415,22.1416196419656,120.238266870842
3,99.9,26.25,24,26.4234385369012,22.6031033309116,107.35213654141
8.22222222222222,38.3051311606622,26.25,6,62.0121913060455,11.5361837874238,109.537942626848
8.22222222222222,38.3051311606622,26.25,6,24.3642161913431,16.9834572559444,68.5051591460089
8.22222222222222,38.3051311606622,26.25,10.5,38.0352395088099,17.7251031063887,111.192594554103
8.22222222222222,38.3051311606622,26.25,10.5,25.4780462767856,19.7769441303746,84.9483367172058
8.22222222222222,38.3051311606622,26.25,10.5,21,20.7063220657948,73.0091319072221
8.22222222222222,38.3051311606622,26.25,15,54.320698427312,18.0334966885131,153.219818385167
8.22222222222222,38.3051311606622,26.25,15,33.6564404439645,20.1692189565,114.163361312581
8.22222222222222,38.3051311606622,26.25,15,25.969306046518,21.2648187274288,94.0158295178991
8.22222222222222,38.3051311606622,26.25,15,21.908892911244,21.9328903295434,81.6764749229187
8.22222222222222,38.3051311606622,26.25,19.5,75.7751193134642,18.192949544766,195.40293877006
8.22222222222222,38.3051311606622,26.25,19.5,42.6479549191469,20.3847800718299,143.269056001435
8.22222222222222,38.3051311606622,26.25,19.5,31.80573788053,21.5072729815951,116.405716081645
8.22222222222222,38.3051311606622,26.25,19.5,26.2459663443596,22.1921900254765,99.9368906179106
8.22222222222222,38.3051311606622,26.25,19.5,22.8471710932406,22.6532692106859,89.6046844032509
8.22222222222222,38.3051311606622,26.25,24,52.7576678017077,20.5194214554151,172.374373474311
8.22222222222222,38.3051311606622,26.25,24,38.0352395088099,21.6607323927254,138.733971097262
8.22222222222222,38.3051311606622,26.25,24,30.7835394357415,22.3559882602806,119.126450240452
8.22222222222222,38.3051311606622,26.25,24,26.4234385369012,22.8258462886182,105.136576499412
13.4444444444444,4.97659870820585,26.25,6,62.0121913060455,11.6889028119341,126.3474881484
13.4444444444444,4.97659870820585,26.25,6,24.3642161913431,17.3950031718322,74.1396112243908
13.4444444444444,4.97659870820585,26.25,10.5,38.0352395088099,17.9778141572604,120.980099331156
13.4444444444444,4.97659870820585,26.25,10.5,25.4780462767856,20.1012720581047,89.470372289132
13.4444444444444,4.97659870820585,26.25,10.5,21,21.0649352601832,75.3284028947644
13.4444444444444,4.97659870820585,26.25,15,54.320698427312,18.2142908404794,167.772275471183
13.4444444444444,4.97659870820585,26.25,15,33.6564404439645,20.4050327287288,121.434743696672
13.4444444444444,4.97659870820585,26.25,15,25.969306046518,21.5301342524478,97.8943338377476
13.4444444444444,4.97659870820585,26.25,15,21.908892911244,22.2166881689304,83.5856931609316
13.4444444444444,4.97659870820585,26.25,19.5,75.7751193134642,18.3329449132648,214.811905161788
13.4444444444444,4.97659870820585,26.25,19.5,42.6479549191469,20.5701877131284,153.361909330874
13.4444444444444,4.97659870820585,26.25,19.5,31.80573788053,21.716654278284,122.204452884739
13.4444444444444,4.97659870820585,26.25,19.5,26.2459663443596,22.4164831704695,103.25639407241
13.4444444444444,4.97659870820585,26.25,19.5,22.8471710932406,22.8887020584788,90.4938552638495
13.4444444444444,4.97659870820585,26.25,24,52.7576678017077,20.6722802203704,185.32953383716
13.4444444444444,4.97659870820585,26.25,24,38.0352395088099,21.8339239795373,146.493682810816
13.4444444444444,4.97659870820585,26.25,24,30.7835394357415,22.5427139304027,122.883902356581
13.4444444444444,4.97659870820585,26.25,24,26.4234385369012,23.0210212637921,106.979043201344
3,99.9,33,6,62.0121913060455,12.7723952544083,138.332440381916
3,99.9,33,6,24.3642161913431,19.2377270295408,100.451759942255
3,99.9,33,10.5,38.0352395088099,20.4320727634482,162.414084022016
3,99.9,33,10.5,25.4780462767856,23.0826952633001,131.500019357567
3,99.9,33,10.5,21,24.3126694159707,116.584286238846
3,99.9,33,15,54.320698427312,20.9431959184233,223.691685466119
3,99.9,33,15,33.6564404439645,23.7521684404524,176.323048637898
3,99.9,33,15,25.969306046518,25.2338841468989,150.252338527128
3,99.9,33,15,21.908892911244,26.1513440898333,133.734332586502
3,99.9,33,19.5,75.7751193134642,21.2149388377163,284.995362051231
3,99.9,33,19.5,42.6479549191469,24.1265886421117,220.747483778411
3,99.9,33,19.5,31.80573788053,25.6623933094448,185.345218363665
3,99.9,33,19.5,26.2459663443596,26.6146960359274,162.867261967384
3,99.9,33,19.5,22.8471710932406,27.2634784612218,147.321065467009
3,99.9,33,24,52.7576678017077,24.3635509414235,265.050252890518
3,99.9,33,24,38.0352395088099,25.9366944235587,220.199517199309
3,99.9,33,24,30.7835394357415,26.9124324114304,191.700155706362
3,99.9,33,24,26.4234385369012,27.5775151175885,171.972727309561
8.22222222222222,38.3051311606622,33,6,62.0121913060455,13.0201584407514,149.398449314404
8.22222222222222,38.3051311606622,33,6,24.3642161913431,19.8539596141433,100.638517125868
8.22222222222222,38.3051311606622,33,10.5,38.0352395088099,20.8311472857722,163.824193144367
8.22222222222222,38.3051311606622,33,10.5,25.4780462767856,23.5937662805435,128.584893424923
8.22222222222222,38.3051311606622,33,10.5,21,24.8799673174016,111.887140202609
8.22222222222222,38.3051311606622,33,15,54.320698427312,21.2399253971898,226.653910269581
8.22222222222222,38.3051311606622,33,15,33.6564404439645,24.1338872342101,173.710864573917
8.22222222222222,38.3051311606622,33,15,25.969306046518,25.6624941274516,146.085860112591
8.22222222222222,38.3051311606622,33,15,21.908892911244,26.6112839443371,128.158095868702
8.22222222222222,38.3051311606622,33,19.5,75.7751193134642,21.4521547726308,289.65745229851
8.22222222222222,38.3051311606622,33,19.5,42.6479549191469,24.432411608919,218.623896110375
8.22222222222222,38.3051311606622,33,19.5,31.80573788053,26.0054325192939,181.520399785926
8.22222222222222,38.3051311606622,33,19.5,26.2459663443596,26.9827778823315,157.401560493551
8.22222222222222,38.3051311606622,33,19.5,22.8471710932406,26.4862477702221,168.122212060966
8.22222222222222,38.3051311606622,33,24,52.7576678017077,24.6194869500839,263.50927788557
8.22222222222222,38.3051311606622,33,24,38.0352395088099,26.2233129643105,216.824681189064
8.22222222222222,38.3051311606622,33,24,30.7835394357415,27.2198012246336,186.468221498076
8.22222222222222,38.3051311606622,33,24,26.4234385369012,27.8994395490379,165.530882751729
13.4444444444444,4.97659870820585,33,6,62.0121913060455,13.2229437162772,165.385987861488
13.4444444444444,4.97659870820585,33,6,24.3642161913431,20.4097520111487,103.462729816313
13.4444444444444,4.97659870820585,33,10.5,38.0352395088099,21.1791927008062,169.954705441677
13.4444444444444,4.97659870820585,33,10.5,25.4780462767856,24.0508633715709,128.747503356782
13.4444444444444,4.97659870820585,33,10.5,21,25.3917218618666,109.554700240094
13.4444444444444,4.97659870820585,33,15,54.320698427312,21.4936068865636,236.325183485729
13.4444444444444,4.97659870820585,33,15,33.6564404439645,24.4709041757011,175.335506558884
13.4444444444444,4.97659870820585,33,15,25.969306046518,26.0477666425494,143.087480326857
13.4444444444444,4.97659870820585,33,15,21.908892911244,27.0219725635604,125.057159845262
13.4444444444444,4.97659870820585,33,19.5,75.7751193134642,21.6518450879666,302.995172535823
13.4444444444444,4.97659870820585,33,19.5,42.6479549191469,24.7002860171998,221.838847848526
13.4444444444444,4.97659870820585,33,19.5,31.80573788053,26.3124167819892,178.973821347037
13.4444444444444,4.97659870820585,33,19.5,26.2459663443596,27.3090679617032,154.951187433582
13.4444444444444,4.97659870820585,33,19.5,22.8471710932406,27.9918085795681,136.785807409183
13.4444444444444,4.97659870820585,33,24,52.7576678017077,24.8424385664937,268.381864199185
13.4444444444444,4.97659870820585,33,24,38.0352395088099,26.4749378470273,217.940928715347
13.4444444444444,4.97659870820585,33,24,30.7835394357415,27.4909996561765,184.757988352373
13.4444444444444,4.97659870820585,33,24,26.4234385369012,28.1841681327719,162.040041947551
12.25,99.9,28.75,6,62.0121913060455,16.9111186926036,86.767927711519
12.25,99.9,28.75,6,24.3642161913431,21.161630498301,57.907849749836
12.25,99.9,28.75,10.5,38.0352395088099,21.6592196625929,95.1576505351402
12.25,99.9,28.75,10.5,25.4780462767856,23.3912882655972,73.1965436359974
12.25,99.9,28.75,10.5,21,24.1939079193077,62.7817594893355
12.25,99.9,28.75,15,54.320698427312,21.8636385132599,132.288416466463
12.25,99.9,28.75,15,33.6564404439645,23.6615992043731,99.5801290758875
12.25,99.9,28.75,15,25.969306046518,24.6053360661593,81.9758591926279
12.25,99.9,28.75,15,21.908892911244,25.1871074165106,70.968791168857
12.25,99.9,28.75,19.5,75.7751193134642,21.9673312337205,169.560477946578
12.25,99.9,28.75,19.5,42.6479549191469,23.8094087090648,125.895989942396
12.25,99.9,28.75,19.5,31.80573788053,24.7743535898336,102.427572524224
12.25,99.9,28.75,19.5,26.2459663443596,25.3694135500465,87.742929539638
12.25,99.9,28.75,19.5,22.8471710932406,25.7732830191106,77.6805468305439
12.25,99.9,28.75,24,52.7576678017077,23.9011789824455,152.22396569966
12.25,99.9,28.75,24,38.0352395088099,24.8809749933975,122.841275082658
12.25,99.9,28.75,24,30.7835394357415,25.484949009405,104.458366993383
12.25,99.9,28.75,24,26.4234385369012,25.8949033545232,91.8581317606577
16.4444444444444,61.5423936476022,28.75,6,62.0121913060455,16.9742206660002,96.9582074320593
16.4444444444444,61.5423936476022,28.75,6,24.3642161913431,21.4116280733679,59.3038411759739
16.4444444444444,61.5423936476022,28.75,10.5,38.0352395088099,21.8124789249913,98.0574934565233
16.4444444444444,61.5423936476022,28.75,10.5,25.4780462767856,23.5954228703795,72.7524464000476
16.4444444444444,61.5423936476022,28.75,10.5,21,24.4220519069684,61.0703212485509
16.4444444444444,61.5423936476022,28.75,15,54.320698427312,21.9738480708433,136.796770552259
16.4444444444444,61.5423936476022,28.75,15,33.6564404439645,23.8106747286776,99.5836918929829
16.4444444444444,61.5423936476022,28.75,15,25.969306046518,24.774711764262,80.1299632819064
16.4444444444444,61.5423936476022,28.75,15,21.908892911244,25.3690204292983,68.146961620027
16.4444444444444,61.5423936476022,28.75,19.5,75.7751193134642,22.0531460624397,175.738647854993
16.4444444444444,61.5423936476022,28.75,19.5,42.6479549191469,23.927235015848,126.398876911145
16.4444444444444,61.5423936476022,28.75,19.5,31.80573788053,24.9084726803537,100.662330004499
16.4444444444444,61.5423936476022,28.75,19.5,26.2459663443596,25.5101907428608,86.7003921783556
16.4444444444444,61.5423936476022,28.75,19.5,22.8471710932406,25.9208244984374,75.9228594723415
16.4444444444444,61.5423936476022,28.75,24,52.7576678017077,23.9988685648023,153.253817731838
16.4444444444444,61.5423936476022,28.75,24,38.0352395088099,24.9923458090167,121.186123109821
16.4444444444444,61.5423936476022,28.75,24,30.7835394357415,25.6012744561869,103.768086940494
16.4444444444444,61.5423936476022,28.75,24,26.4234385369012,25.1424167544073,116.391994610646
20.6388888888889,36.0432676914233,28.75,6,62.0121913060455,17.0235295973868,110.702470218607
20.6388888888889,36.0432676914233,28.75,6,24.3642161913431,21.6272714737975,64.0723361049259
20.6388888888889,36.0432676914233,28.75,10.5,38.0352395088099,21.9380455823254,107.050243925294
20.6388888888889,36.0432676914233,28.75,10.5,25.4780462767856,23.7675665717216,77.6820873108931
20.6388888888889,36.0432676914233,28.75,10.5,21,24.6166522539261,64.2743120664056
20.6388888888889,36.0432676914233,28.75,15,54.320698427312,22.0603405992524,150.0868979204
20.6388888888889,36.0432676914233,28.75,15,33.6564404439645,23.9329464066894,107.231071541892
20.6388888888889,36.0432676914233,28.75,15,25.969306046518,24.9162485586959,85.0966950380362
20.6388888888889,36.0432676914233,28.75,15,21.908892911244,25.5226474445993,71.5328493205088
20.6388888888889,36.0432676914233,28.75,19.5,75.7751193134642,22.117743746719,193.381600271226
20.6388888888889,36.0432676914233,28.75,19.5,42.6479549191469,24.0215551246593,136.796541128597
20.6388888888889,36.0432676914233,28.75,19.5,31.80573788053,25.018526095544,107.646374781655
20.6388888888889,36.0432676914233,28.75,19.5,26.2459663443596,25.6333203186804,89.782091836922
20.6388888888889,36.0432676914233,28.75,19.5,22.8471710932406,26.0498084775271,77.7170146072661
20.6388888888889,36.0432676914233,28.75,24,52.7576678017077,24.0753013742538,166.422520186169
20.6388888888889,36.0432676914233,28.75,24,38.0352395088099,25.0822377046399,130.205051671318
20.6388888888889,36.0432676914233,28.75,24,30.7835394357415,25.7027516252327,108.023355569434
24.8333333333333,19.2099323305965,28.75,6,62.0121913060455,17.0626467250867,124.05349208158
24.8333333333333,19.2099323305965,28.75,6,24.3642161913431,21.815863135826,68.5441567524262
24.8333333333333,19.2099323305965,28.75,10.5,38.0352395088099,22.0457525175465,115.747181674786
24.8333333333333,19.2099323305965,28.75,10.5,25.4780462767856,23.9164506536685,82.3705182580963
24.8333333333333,19.2099323305965,28.75,10.5,21,24.7853073010747,67.2610504441571
24.8333333333333,19.2099323305965,28.75,15,54.320698427312,22.133680351824,163.065411221984
24.8333333333333,19.2099323305965,28.75,15,33.6564404439645,24.0378679839218,114.638145593401
24.8333333333333,19.2099323305965,28.75,15,25.969306046518,25.0380522118237,89.8585592300192
24.8333333333333,19.2099323305965,28.75,15,21.908892911244,25.6550054760897,74.734646423566
24.8333333333333,19.2099323305965,28.75,19.5,75.7751193134642,22.1720000902113,210.691100038637
24.8333333333333,19.2099323305965,28.75,19.5,42.6479549191469,24.1020878272958,146.946616703421
24.8333333333333,19.2099323305965,28.75,19.5,31.80573788053,25.1128398360434,114.425161265298
24.8333333333333,19.2099323305965,28.75,19.5,26.2459663443596,25.1658650095218,116.06022586505
24.8333333333333,19.2099323305965,28.75,19.5,22.8471710932406,26.158917634635,81.1912151902852
24.8333333333333,19.2099323305965,28.75,24,52.7576678017077,24.14032654284,179.332160093546
24.8333333333333,19.2099323305965,28.75,24,38.0352395088099,25.1590592452616,139.01369927205
24.8333333333333,19.2099323305965,28.75,24,30.7835394357415,25.7868101067814,114.42709541195
24.8333333333333,19.2099323305965,28.75,24,26.4234385369012,25.1724792618681,131.805387600241
29.0277777777778,8.19131151030346,28.75,6,62.0121913060455,17.0901968880482,137.134546159274
29.0277777777778,8.19131151030346,28.75,6,24.3642161913431,21.9737348063252,72.880601965081
29.0277777777778,8.19131151030346,28.75,10.5,38.0352395088099,22.1341563357185,124.304443383124
29.0277777777778,8.19131151030346,28.75,10.5,25.4780462767856,24.0401604858737,86.9904104807964
29.0277777777778,8.19131151030346,28.75,10.5,21,24.9258481022064,70.211950696672
29.0277777777778,8.19131151030346,28.75,15,54.320698427312,22.1930678750263,175.886008012773
29.0277777777778,8.19131151030346,28.75,15,33.6564404439645,24.1243988601138,121.974004633057
29.0277777777778,8.19131151030346,28.75,15,25.969306046518,25.1389392412737,94.5938981682361
29.0277777777778,8.19131151030346,28.75,15,21.908892911244,25.7648113569542,77.9370198742697
29.0277777777778,8.19131151030346,28.75,19.5,75.7751193134642,22.2153931087206,227.819468542252
29.0277777777778,8.19131151030346,28.75,19.5,42.6479549191469,24.1681757332571,157.015820573566
29.0277777777778,8.19131151030346,28.75,19.5,31.80573788053,25.1906664527037,121.174469270121
29.0277777777778,8.19131151030346,28.75,19.5,26.2459663443596,25.821209649676,99.3765175516776
29.0277777777778,8.19131151030346,28.75,19.5,22.8471710932406,26.2489082264192,84.6980628517848
29.0277777777778,8.19131151030346,28.75,24,52.7576678017077,24.1934712021221,192.148446352055
29.0277777777778,8.19131151030346,28.75,24,38.0352395088099,25.2222880703638,147.78623442978
29.0277777777778,8.19131151030346,28.75,24,30.7835394357415,25.856168322227,120.829236631963
29.0277777777778,8.19131151030346,28.75,24,26.4234385369012,26.2860550318105,102.679323152904
33.2222222222222,1.08206722210229,28.75,6,62.0121913060455,17.1049478624483,150.067342320718
33.2222222222222,1.08206722210229,28.75,6,24.3642161913431,22.0976380364288,77.241593823102
33.2222222222222,1.08206722210229,28.75,10.5,38.0352395088099,22.2019982760381,132.876073238565
33.2222222222222,1.08206722210229,28.75,10.5,25.4780462767856,24.1370377016039,91.7124044963211
33.2222222222222,1.08206722210229,28.75,10.5,21,25.0364063571907,73.3064841209497
33.2222222222222,1.08206722210229,28.75,15,54.320698427312,22.2378061758982,188.70017653176
33.2222222222222,1.08206722210229,28.75,15,33.6564404439645,24.1916524586769,129.405211316519
33.2222222222222,1.08206722210229,28.75,15,25.969306046518,25.217899417585,99.4788089790317
33.2222222222222,1.08206722210229,28.75,15,21.908892911244,25.8509753053466,81.3225445260691
33.2222222222222,1.08206722210229,28.75,19.5,75.7751193134642,22.2474661498496,244.916800863936
33.2222222222222,1.08206722210229,28.75,19.5,42.6479549191469,24.2192432967856,167.168842379731
33.2222222222222,1.08206722210229,28.75,19.5,31.80573788053,25.2513694165884,128.067730725073
33.2222222222222,1.08206722210229,28.75,19.5,26.2459663443596,25.8877624657136,104.355668956957
33.2222222222222,1.08206722210229,28.75,24,52.7576678017077,24.2343316792306,205.034588496382
33.2222222222222,1.08206722210229,28.75,24,38.0352395088099,25.271478701861,156.694478036988
33.2222222222222,1.08206722210229,28.75,24,26.4234385369012,26.3436005389313,107.719605561287
12.25,99.9,35.5,6,62.0121913060455,18.0922863542879,131.975807332493
12.25,99.9,35.5,6,24.3642161913431,23.7987332401613,93.2729945099599
12.25,99.9,35.5,10.5,38.0352395088099,24.5014259897082,154.372076267222
12.25,99.9,35.5,10.5,25.4780462767856,27.0159580077015,121.775315593599
12.25,99.9,35.5,10.5,21,28.2196403576992,105.6694565796
12.25,99.9,35.5,15,54.320698427312,24.7925554389879,215.243718102347
12.25,99.9,35.5,15,33.6564404439645,27.418529583715,166.321450686378
12.25,99.9,35.5,15,25.969306046518,28.8464971343558,138.788678761321
12.25,99.9,35.5,15,21.908892911244,29.7443586660962,121.136814969519
12.25,99.9,35.5,19.5,75.7751193134642,24.9407892037929,276.303159109945
12.25,99.9,35.5,19.5,42.6479549191469,27.6398631191893,210.726102122176
12.25,99.9,35.5,19.5,31.80573788053,29.1059623470106,173.829293509628
12.25,99.9,35.5,19.5,26.2459663443596,30.0284607049242,150.144614866335
