,G_Gh,G_Dh,G_Gk,G_Bn,Tamb_C,HR_pct, hs, Az,precip_mm, Td,Ce_pvpc_eur_MWh,Ce_spot_market_price_eur_MWh,Pth_kW,Tv_C
2022-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,10.7,90.0,0.0,-144.0,6.7,9.1,171.35,114.9,200.0,35.0
2022-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,11.6,82.0,0.0,-163.4,0.5,8.7,172.7,113.87,200.0,35.0
2022-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,11.3,82.0,0.0,-124.4,0.5,8.4,156.07,97.8,200.0,35.0
2022-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,11.2,82.0,0.0,-105.4,0.3,8.3,159.08,97.8,200.0,35.0
2022-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,11.0,82.0,0.0,-93.6,0.2,8.1,157.28,95.74,200.0,35.0
2022-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,10.9,70.0,0.0,-85.0,0.0,5.6,158.87,97.8,200.0,35.0
2022-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,10.8,82.0,0.0,-76.5,0.2,7.9,157.58,97.8,200.0,35.0
2022-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,10.7,76.0,0.0,-68.5,0.0,6.7,156.18,97.8,200.0,35.0
2022-01-01 08:00:00+00:00,3.0,3.0,2.0,0.0,10.8,76.0,0.4,-60.1,0.0,6.7,118.96,70.05,100.0,35.0
2022-01-01 09:00:00+00:00,73.0,67.0,89.0,34.0,11.6,82.0,10.3,-50.3,0.1,8.6,122.06,76.79,100.0,35.0
2022-01-01 10:00:00+00:00,122.0,120.0,119.0,6.0,12.2,82.0,18.7,-39.1,0.2,9.2,127.97,84.1,100.0,35.0
2022-01-01 11:00:00+00:00,191.0,182.0,196.0,21.0,12.8,68.0,25.2,-26.0,0.0,7.1,139.9,94.74,100.0,35.0
2022-01-01 12:00:00+00:00,194.0,189.0,190.0,10.0,13.2,68.0,29.0,-11.1,0.0,7.5,141.95,96.8,100.0,35.0
2022-01-01 13:00:00+00:00,179.0,176.0,171.0,6.0,13.4,67.0,29.7,4.4,0.1,7.4,143.48,97.8,100.0,35.0
2022-01-01 14:00:00+00:00,90.0,90.0,79.0,0.0,13.2,70.0,27.1,20.1,0.1,7.8,147.69,98.52,100.0,35.0
2022-01-01 15:00:00+00:00,77.0,77.0,67.0,0.0,13.0,82.0,21.7,34.0,0.4,10.0,172.14,114.5,100.0,35.0
2022-01-01 16:00:00+00:00,53.0,53.0,45.0,0.0,12.6,82.0,14.0,46.0,0.8,9.7,212.24,149.97,100.0,35.0
2022-01-01 17:00:00+00:00,4.0,4.0,2.0,0.0,12.2,86.0,4.6,56.2,1.6,9.9,240.74,177.22,100.0,35.0
2022-01-01 18:00:00+00:00,0.0,0.0,0.0,0.0,11.4,86.0,0.0,65.2,3.2,9.2,244.33,187.52,200.0,35.0
2022-01-01 19:00:00+00:00,0.0,0.0,0.0,0.0,11.4,86.0,0.0,73.4,1.0,9.2,247.11,189.26,200.0,35.0
2022-01-01 20:00:00+00:00,0.0,0.0,0.0,0.0,10.7,86.0,0.0,81.4,2.2,8.5,248.38,190.81,200.0,35.0
2022-01-01 21:00:00+00:00,0.0,0.0,0.0,0.0,10.4,86.0,0.0,90.1,1.3,8.2,248.88,188.39,200.0,35.0
2022-01-01 22:00:00+00:00,0.0,0.0,0.0,0.0,10.1,82.0,0.0,100.2,0.7,7.2,229.1,167.26,200.0,35.0
2022-01-01 23:00:00+00:00,0.0,0.0,0.0,0.0,9.8,86.0,0.0,115.2,0.0,7.6,186.21,133.21,200.0,35.0
2022-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,9.3,92.0,0.0,-143.5,0.0,8.0,168.59,115.87,200.0,35.0
2022-01-02 01:00:00+00:00,0.0,0.0,0.0,0.0,8.8,93.0,0.0,-164.1,0.0,7.8,164.36,110.52,200.0,35.0
2022-01-02 02:00:00+00:00,0.0,0.0,0.0,0.0,8.4,97.0,0.0,-124.6,0.0,7.9,168.8,113.0,200.0,35.0
2022-01-02 03:00:00+00:00,0.0,0.0,0.0,0.0,8.2,98.0,0.0,-105.5,0.0,7.9,173.15,115.87,200.0,35.0
2022-01-02 04:00:00+00:00,0.0,0.0,0.0,0.0,8.0,98.0,0.0,-94.1,0.0,7.7,167.53,110.52,200.0,35.0
2022-01-02 05:00:00+00:00,0.0,0.0,0.0,0.0,7.8,97.0,0.0,-85.1,0.0,7.4,170.81,115.87,200.0,35.0
2022-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,7.7,98.0,0.0,-77.0,0.0,7.4,183.78,129.6,200.0,35.0
2022-01-02 07:00:00+00:00,0.0,0.0,0.0,0.0,7.6,98.0,0.0,-68.6,0.0,7.3,165.48,115.87,200.0,35.0
2022-01-02 08:00:00+00:00,9.0,9.0,6.0,0.0,7.8,98.0,0.4,-60.2,0.0,7.4,160.64,115.87,100.0,35.0
2022-01-02 09:00:00+00:00,75.0,69.0,91.0,33.0,8.5,89.0,10.3,-50.4,0.0,6.8,153.62,113.0,100.0,35.0
2022-01-02 10:00:00+00:00,175.0,135.0,245.0,125.0,9.5,87.0,18.7,-39.2,0.0,7.5,141.37,103.7,100.0,35.0
2022-01-02 11:00:00+00:00,384.0,154.0,664.0,540.0,11.1,76.0,25.2,-26.1,0.0,7.1,141.13,103.7,100.0,35.0
2022-01-02 12:00:00+00:00,597.0,181.0,1032.0,855.0,12.9,68.0,29.1,-11.2,0.0,7.2,147.85,110.52,100.0,35.0
2022-01-02 13:00:00+00:00,515.0,199.0,859.0,637.0,13.7,63.0,29.8,4.3,0.0,6.8,154.49,115.87,100.0,35.0
2022-01-02 14:00:00+00:00,113.0,113.0,102.0,0.0,13.0,61.0,27.2,20.0,0.0,5.5,148.14,109.5,100.0,35.0
2022-01-02 15:00:00+00:00,33.0,33.0,27.0,0.0,12.1,62.0,21.8,33.6,0.0,5.0,159.93,115.87,100.0,35.0
2022-01-02 16:00:00+00:00,20.0,20.0,15.0,0.0,11.3,63.0,14.1,46.0,0.0,4.5,210.37,159.79,100.0,35.0
2022-01-02 17:00:00+00:00,6.0,6.0,3.0,0.0,10.6,65.0,4.8,56.2,0.0,4.3,252.85,194.25,100.0,35.0
2022-01-02 18:00:00+00:00,0.0,0.0,0.0,0.0,10.2,65.0,0.0,65.2,0.0,3.9,255.34,198.0,200.0,35.0
2022-01-02 19:00:00+00:00,0.0,0.0,0.0,0.0,9.8,67.0,0.0,73.4,0.0,3.9,267.48,208.38,200.0,35.0
2022-01-02 20:00:00+00:00,0.0,0.0,0.0,0.0,9.4,71.0,0.0,81.4,0.0,4.5,268.11,209.1,200.0,35.0
2022-01-02 21:00:00+00:00,0.0,0.0,0.0,0.0,9.0,71.0,0.0,90.1,0.0,4.1,247.7,191.36,200.0,35.0
2022-01-02 22:00:00+00:00,0.0,0.0,0.0,0.0,8.6,73.0,0.0,100.2,0.0,4.0,232.27,178.0,200.0,35.0
2022-01-02 23:00:00+00:00,0.0,0.0,0.0,0.0,8.2,72.0,0.0,115.2,0.0,3.5,237.41,181.5,200.0,35.0
2022-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,7.7,73.0,0.0,-143.4,0.0,3.3,215.14,160.72,200.0,35.0
2022-01-03 01:00:00+00:00,0.0,0.0,0.0,0.0,7.1,79.0,0.0,-164.4,0.0,3.8,208.71,154.64,200.0,35.0
2022-01-03 02:00:00+00:00,0.0,0.0,0.0,0.0,6.5,82.0,0.0,-125.2,0.0,3.6,203.75,149.86,200.0,35.0
2022-01-03 03:00:00+00:00,0.0,0.0,0.0,0.0,6.2,84.0,0.0,-106.1,0.0,3.7,196.49,144.49,200.0,35.0
2022-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,5.9,87.0,0.0,-94.2,0.0,4.0,200.68,148.86,200.0,35.0
2022-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,5.6,87.0,0.0,-85.2,0.0,3.7,202.87,153.77,200.0,35.0
2022-01-03 06:00:00+00:00,0.0,0.0,0.0,0.0,5.4,84.0,0.0,-77.1,0.0,3.0,206.64,160.72,200.0,35.0
2022-01-03 07:00:00+00:00,0.0,0.0,0.0,0.0,5.2,85.0,0.0,-69.1,0.0,2.9,265.11,189.26,200.0,35.0
2022-01-03 08:00:00+00:00,4.0,4.0,2.0,0.0,5.3,86.0,0.4,-60.3,0.0,3.1,257.98,183.54,100.0,35.0
2022-01-03 09:00:00+00:00,168.0,49.0,427.0,667.0,7.9,77.0,10.3,-50.5,0.0,4.2,298.68,160.72,100.0,35.0
2022-01-03 10:00:00+00:00,344.0,73.0,706.0,842.0,10.6,69.0,18.8,-39.3,0.0,5.2,288.37,152.2,100.0,35.0
2022-01-03 11:00:00+00:00,481.0,84.0,909.0,932.0,12.8,56.0,25.3,-26.2,0.0,4.3,284.07,148.86,100.0,35.0
2022-01-03 12:00:00+00:00,562.0,89.0,1024.0,969.0,14.6,50.0,29.2,-11.3,0.0,4.3,276.19,142.04,100.0,35.0
2022-01-03 13:00:00+00:00,576.0,90.0,1043.0,974.0,15.8,48.0,29.9,4.3,0.0,4.7,189.77,127.38,100.0,35.0
2022-01-03 14:00:00+00:00,525.0,86.0,972.0,955.0,16.5,44.0,27.4,19.6,0.0,4.3,173.26,112.87,100.0,35.0
2022-01-03 15:00:00+00:00,412.0,80.0,807.0,890.0,16.6,42.0,21.9,33.5,0.0,3.5,190.3,126.8,100.0,35.0
2022-01-03 16:00:00+00:00,251.0,65.0,566.0,758.0,15.8,44.0,14.2,45.6,0.0,3.5,217.17,148.49,100.0,35.0
2022-01-03 17:00:00+00:00,23.0,23.0,20.0,0.0,14.1,47.0,4.9,56.2,0.0,3.1,319.66,175.06,100.0,35.0
2022-01-03 18:00:00+00:00,0.0,0.0,0.0,0.0,13.3,57.0,0.0,65.2,0.0,5.0,326.48,180.0,200.0,35.0
2022-01-03 19:00:00+00:00,0.0,0.0,0.0,0.0,12.6,59.0,0.0,73.4,0.0,4.9,295.16,153.77,200.0,35.0
2022-01-03 20:00:00+00:00,0.0,0.0,0.0,0.0,11.6,58.0,0.0,81.4,0.0,3.6,281.1,141.94,200.0,35.0
2022-01-03 21:00:00+00:00,0.0,0.0,0.0,0.0,10.7,61.0,0.0,90.1,0.0,3.5,179.33,114.11,200.0,35.0
2022-01-03 22:00:00+00:00,0.0,0.0,0.0,0.0,9.7,65.0,0.0,100.2,0.0,3.5,164.71,100.36,200.0,35.0
2022-01-03 23:00:00+00:00,0.0,0.0,0.0,0.0,8.8,70.0,0.0,115.2,0.0,3.7,174.65,125.47,200.0,35.0
2022-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,7.9,75.0,0.0,-143.3,0.0,3.8,163.91,115.55,200.0,35.0
2022-01-04 01:00:00+00:00,0.0,0.0,0.0,0.0,7.0,82.0,0.0,-165.1,0.0,4.2,161.68,113.29,200.0,35.0
2022-01-04 02:00:00+00:00,0.0,0.0,0.0,0.0,6.1,91.0,0.0,-125.4,0.0,4.8,153.58,105.81,200.0,35.0
2022-01-04 03:00:00+00:00,0.0,0.0,0.0,0.0,5.6,88.0,0.0,-106.2,0.0,3.8,152.68,105.0,200.0,35.0
2022-01-04 04:00:00+00:00,0.0,0.0,0.0,0.0,5.1,91.0,0.0,-94.3,0.0,3.8,163.79,115.11,200.0,35.0
2022-01-04 05:00:00+00:00,0.0,0.0,0.0,0.0,4.6,94.0,0.0,-85.3,0.0,3.8,206.56,153.77,200.0,35.0
2022-01-04 06:00:00+00:00,0.0,0.0,0.0,0.0,4.3,92.0,0.0,-77.2,0.0,3.1,207.43,161.03,200.0,35.0
2022-01-04 07:00:00+00:00,0.0,0.0,0.0,0.0,3.9,95.0,0.0,-69.2,0.0,3.2,252.67,178.91,200.0,35.0
2022-01-04 08:00:00+00:00,4.0,4.0,2.0,0.0,3.9,98.0,0.4,-60.4,0.0,3.6,265.2,190.0,100.0,35.0
2022-01-04 09:00:00+00:00,142.0,41.0,364.0,565.0,5.7,83.0,10.3,-50.5,0.0,3.1,332.83,189.88,100.0,35.0
2022-01-04 10:00:00+00:00,297.0,49.0,618.0,772.0,7.7,78.0,18.8,-39.4,0.0,4.1,323.75,182.42,100.0,35.0
2022-01-04 11:00:00+00:00,411.0,59.0,777.0,824.0,9.4,65.0,25.3,-26.3,0.0,3.1,323.76,182.46,100.0,35.0
2022-01-04 12:00:00+00:00,484.0,62.0,882.0,865.0,10.8,60.0,29.2,-11.3,0.0,3.5,320.06,179.59,100.0,35.0
2022-01-04 13:00:00+00:00,503.0,60.0,912.0,886.0,11.8,54.0,30.0,4.2,0.0,2.8,232.02,163.2,100.0,35.0
2022-01-04 14:00:00+00:00,457.0,56.0,849.0,869.0,12.3,54.0,27.5,19.5,0.0,3.4,225.99,157.3,100.0,35.0
2022-01-04 15:00:00+00:00,370.0,59.0,735.0,829.0,12.4,53.0,22.1,33.5,0.0,3.1,228.76,157.3,100.0,35.0
2022-01-04 16:00:00+00:00,220.0,44.0,507.0,710.0,11.7,53.0,14.4,45.6,0.0,2.5,238.3,163.78,100.0,35.0
2022-01-04 17:00:00+00:00,24.0,24.0,21.0,0.0,10.3,59.0,5.0,56.2,0.0,2.6,331.5,184.94,100.0,35.0
2022-01-04 18:00:00+00:00,0.0,0.0,0.0,0.0,9.5,69.0,0.0,65.2,0.0,4.2,324.57,178.99,200.0,35.0
2022-01-04 19:00:00+00:00,0.0,0.0,0.0,0.0,8.8,70.0,0.0,73.4,0.0,3.7,299.28,156.12,200.0,35.0
2022-01-04 20:00:00+00:00,0.0,0.0,0.0,0.0,8.1,73.0,0.0,81.4,0.0,3.6,291.42,148.65,200.0,35.0
2022-01-04 21:00:00+00:00,0.0,0.0,0.0,0.0,7.4,78.0,0.0,90.1,0.0,3.8,211.35,137.92,200.0,35.0
2022-01-04 22:00:00+00:00,0.0,0.0,0.0,0.0,6.6,79.0,0.0,100.3,0.0,3.3,174.07,105.0,200.0,35.0
2022-01-04 23:00:00+00:00,0.0,0.0,0.0,0.0,5.9,83.0,0.0,115.2,0.0,3.3,166.59,120.11,200.0,35.0
2022-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,5.5,87.0,0.0,-143.3,0.0,3.5,149.69,105.1,200.0,35.0
2022-01-05 01:00:00+00:00,0.0,0.0,0.0,0.0,5.0,93.0,0.0,-165.3,0.0,4.0,125.37,84.5,200.0,35.0
2022-01-05 02:00:00+00:00,0.0,0.0,0.0,0.0,4.6,94.0,0.0,-126.1,0.0,3.6,114.73,75.38,200.0,35.0
2022-01-05 03:00:00+00:00,0.0,0.0,0.0,0.0,4.3,89.0,0.0,-106.4,0.0,2.6,119.0,79.11,200.0,35.0
2022-01-05 04:00:00+00:00,0.0,0.0,0.0,0.0,4.1,90.0,0.0,-94.4,0.0,2.6,138.39,94.79,200.0,35.0
2022-01-05 05:00:00+00:00,0.0,0.0,0.0,0.0,3.9,89.0,0.0,-85.4,0.0,2.3,225.58,169.04,200.0,35.0
2022-01-05 06:00:00+00:00,0.0,0.0,0.0,0.0,3.7,86.0,0.0,-77.3,0.0,1.7,262.78,206.07,200.0,35.0
2022-01-05 07:00:00+00:00,0.0,0.0,0.0,0.0,3.6,92.0,0.0,-69.2,0.0,2.5,290.49,211.13,200.0,35.0
2022-01-05 08:00:00+00:00,4.0,4.0,2.0,0.0,3.7,92.0,0.4,-60.5,0.0,2.5,292.89,213.86,100.0,35.0
2022-01-05 09:00:00+00:00,98.0,78.0,155.0,112.0,5.1,85.0,10.3,-51.0,0.0,2.7,355.7,209.1,100.0,35.0
2022-01-05 10:00:00+00:00,204.0,148.0,295.0,172.0,6.6,77.0,18.8,-39.5,0.0,2.8,348.34,202.8,100.0,35.0
2022-01-05 11:00:00+00:00,302.0,173.0,469.0,303.0,8.1,68.0,25.4,-26.4,0.0,2.5,345.65,199.89,100.0,35.0
2022-01-05 12:00:00+00:00,416.0,180.0,686.0,483.0,9.6,63.0,29.3,-11.4,0.0,2.9,342.63,197.34,100.0,35.0
2022-01-05 13:00:00+00:00,499.0,99.0,892.0,798.0,11.1,53.0,30.1,4.1,0.0,1.9,271.42,195.6,100.0,35.0
2022-01-05 14:00:00+00:00,462.0,118.0,832.0,742.0,11.9,50.0,27.6,19.5,0.0,1.9,277.27,200.0,100.0,35.0
2022-01-05 15:00:00+00:00,295.0,138.0,511.0,415.0,12.0,51.0,22.2,33.5,0.0,2.3,286.09,206.07,100.0,35.0
2022-01-05 16:00:00+00:00,154.0,102.0,260.0,209.0,11.3,54.0,14.5,45.6,0.0,2.4,291.59,211.23,100.0,35.0
2022-01-05 17:00:00+00:00,33.0,31.0,39.0,15.0,10.1,63.0,5.2,56.2,0.0,3.3,377.89,225.0,100.0,35.0
2022-01-05 18:00:00+00:00,0.0,0.0,0.0,0.0,8.9,74.0,0.0,65.3,0.0,4.5,408.58,250.34,200.0,35.0
2022-01-05 19:00:00+00:00,0.0,0.0,0.0,0.0,8.6,69.0,0.0,73.4,0.0,3.2,399.05,241.93,200.0,35.0
2022-01-05 20:00:00+00:00,0.0,0.0,0.0,0.0,8.2,71.0,0.0,81.4,0.0,3.2,372.09,218.95,200.0,35.0
2022-01-05 21:00:00+00:00,0.0,0.0,0.0,0.0,7.9,69.0,0.0,90.1,0.0,2.6,290.24,207.46,200.0,35.0
2022-01-05 22:00:00+00:00,0.0,0.0,0.0,0.0,7.5,73.0,0.0,100.3,0.0,3.0,283.57,200.0,200.0,35.0
2022-01-05 23:00:00+00:00,0.0,0.0,0.0,0.0,7.1,75.0,0.0,115.2,0.0,3.0,273.97,207.15,200.0,35.0
2022-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,6.8,75.0,0.0,-143.2,0.0,2.7,274.38,204.22,200.0,35.0
2022-01-06 01:00:00+00:00,0.0,0.0,0.0,0.0,6.2,89.0,0.0,-166.0,1.0,4.6,260.05,191.82,200.0,35.0
2022-01-06 02:00:00+00:00,0.0,0.0,0.0,0.0,6.1,86.0,0.0,-126.3,0.2,3.9,247.79,180.7,200.0,35.0
2022-01-06 03:00:00+00:00,0.0,0.0,0.0,0.0,5.9,88.0,0.0,-106.5,0.0,4.1,235.25,170.1,200.0,35.0
2022-01-06 04:00:00+00:00,0.0,0.0,0.0,0.0,5.8,88.0,0.0,-94.6,0.0,3.9,265.43,194.38,200.0,35.0
2022-01-06 05:00:00+00:00,0.0,0.0,0.0,0.0,5.6,96.0,0.0,-85.5,0.0,5.0,274.4,204.22,200.0,35.0
2022-01-06 06:00:00+00:00,0.0,0.0,0.0,0.0,4.9,98.0,0.0,-77.4,2.9,4.6,285.48,216.14,200.0,35.0
2022-01-06 07:00:00+00:00,0.0,0.0,0.0,0.0,5.2,95.0,0.0,-69.3,0.5,4.5,288.54,219.42,200.0,35.0
2022-01-06 08:00:00+00:00,2.0,2.0,1.0,0.0,5.3,93.0,0.4,-60.5,0.3,4.4,282.62,220.0,100.0,35.0
2022-01-06 09:00:00+00:00,22.0,22.0,17.0,0.0,5.7,95.0,10.3,-51.1,0.0,5.0,272.53,214.9,100.0,35.0
2022-01-06 10:00:00+00:00,37.0,37.0,31.0,0.0,6.0,88.0,18.8,-39.6,0.0,4.2,262.94,207.9,100.0,35.0
2022-01-06 11:00:00+00:00,45.0,45.0,37.0,0.0,6.2,87.0,25.4,-26.5,0.1,4.2,259.46,205.0,100.0,35.0
2022-01-06 12:00:00+00:00,43.0,43.0,36.0,0.0,6.3,85.0,29.4,-11.5,0.0,4.0,259.12,204.43,100.0,35.0
2022-01-06 13:00:00+00:00,351.0,227.0,491.0,246.0,7.8,82.0,30.2,4.1,0.0,5.0,250.31,196.84,100.0,35.0
2022-01-06 14:00:00+00:00,320.0,239.0,435.0,176.0,8.8,74.0,27.7,19.4,0.0,4.6,245.51,189.89,100.0,35.0
2022-01-06 15:00:00+00:00,244.0,182.0,339.0,163.0,9.3,72.0,22.3,33.5,0.0,4.6,261.18,202.17,100.0,35.0
2022-01-06 16:00:00+00:00,163.0,94.0,288.0,272.0,9.4,70.0,14.7,45.6,0.0,4.3,284.0,222.31,100.0,35.0
2022-01-06 17:00:00+00:00,53.0,32.0,153.0,225.0,9.0,69.0,5.3,56.2,0.0,3.6,347.92,273.44,100.0,35.0
2022-01-06 18:00:00+00:00,0.0,0.0,0.0,0.0,8.4,69.0,0.0,65.3,0.0,3.1,352.09,278.36,200.0,35.0
2022-01-06 19:00:00+00:00,0.0,0.0,0.0,0.0,7.9,72.0,0.0,73.4,0.0,3.1,318.89,251.71,200.0,35.0
2022-01-06 20:00:00+00:00,0.0,0.0,0.0,0.0,7.4,73.0,0.0,81.5,0.0,2.9,292.36,229.96,200.0,35.0
2022-01-06 21:00:00+00:00,0.0,0.0,0.0,0.0,6.8,77.0,0.0,90.2,0.0,3.1,276.92,216.44,200.0,35.0
2022-01-06 22:00:00+00:00,0.0,0.0,0.0,0.0,6.3,75.0,0.0,100.3,0.0,2.2,272.25,210.0,200.0,35.0
2022-01-06 23:00:00+00:00,0.0,0.0,0.0,0.0,5.7,75.0,0.0,115.3,0.0,1.6,281.47,213.47,200.0,35.0
2022-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0,5.2,68.0,0.0,-143.2,0.0,-0.2,254.67,189.0,200.0,35.0
2022-01-07 01:00:00+00:00,0.0,0.0,0.0,0.0,4.6,72.0,0.0,-166.3,0.0,0.0,244.39,180.0,200.0,35.0
2022-01-07 02:00:00+00:00,0.0,0.0,0.0,0.0,4.0,76.0,0.0,-126.6,0.0,0.2,227.46,164.9,200.0,35.0
2022-01-07 03:00:00+00:00,0.0,0.0,0.0,0.0,3.7,77.0,0.0,-107.1,0.0,0.1,225.3,162.8,200.0,35.0
2022-01-07 04:00:00+00:00,0.0,0.0,0.0,0.0,3.4,80.0,0.0,-95.1,0.0,0.3,226.36,165.0,200.0,35.0
2022-01-07 05:00:00+00:00,0.0,0.0,0.0,0.0,3.1,80.0,0.0,-85.6,0.0,-0.1,225.44,165.2,200.0,35.0
2022-01-07 06:00:00+00:00,0.0,0.0,0.0,0.0,2.9,85.0,0.0,-77.5,0.0,0.5,276.05,215.89,200.0,35.0
2022-01-07 07:00:00+00:00,0.0,0.0,0.0,0.0,2.6,92.0,0.0,-69.4,0.0,1.4,329.12,243.84,200.0,35.0
2022-01-07 08:00:00+00:00,3.0,3.0,2.0,0.0,2.7,92.0,0.4,-61.0,0.0,1.6,335.97,250.01,100.0,35.0
2022-01-07 09:00:00+00:00,139.0,43.0,353.0,536.0,4.7,85.0,10.3,-51.2,0.0,2.4,392.01,240.0,100.0,35.0
2022-01-07 10:00:00+00:00,291.0,55.0,600.0,728.0,6.9,76.0,18.9,-40.1,0.0,3.0,383.69,232.53,100.0,35.0
2022-01-07 11:00:00+00:00,416.0,58.0,782.0,831.0,8.9,63.0,25.5,-26.6,0.0,2.3,364.74,216.28,100.0,35.0
2022-01-07 12:00:00+00:00,485.0,66.0,876.0,852.0,10.5,55.0,29.5,-11.6,0.0,1.9,359.73,211.94,100.0,35.0
2022-01-07 13:00:00+00:00,496.0,71.0,888.0,842.0,11.7,52.0,30.3,4.0,0.0,2.1,285.33,207.05,100.0,35.0
2022-01-07 14:00:00+00:00,457.0,63.0,837.0,843.0,12.3,50.0,27.9,19.4,0.0,2.2,290.13,210.11,100.0,35.0
2022-01-07 15:00:00+00:00,367.0,51.0,718.0,825.0,12.4,51.0,22.5,33.5,0.0,2.6,303.09,220.21,100.0,35.0
2022-01-07 16:00:00+00:00,223.0,46.0,503.0,692.0,11.8,53.0,14.8,45.6,0.0,2.6,332.49,243.84,100.0,35.0
2022-01-07 17:00:00+00:00,73.0,34.0,236.0,416.0,10.5,58.0,5.5,56.2,0.0,2.7,422.83,260.0,100.0,35.0
2022-01-07 18:00:00+00:00,0.0,0.0,0.0,0.0,9.1,74.0,0.0,65.3,0.0,4.8,410.28,250.0,200.0,35.0
2022-01-07 19:00:00+00:00,0.0,0.0,0.0,0.0,8.6,74.0,0.0,73.5,0.0,4.2,404.24,243.84,200.0,35.0
2022-01-07 20:00:00+00:00,0.0,0.0,0.0,0.0,8.0,80.0,0.0,81.5,0.0,4.8,405.34,243.84,200.0,35.0
2022-01-07 21:00:00+00:00,0.0,0.0,0.0,0.0,7.5,85.0,0.0,90.2,0.0,5.1,328.15,235.69,200.0,35.0
2022-01-07 22:00:00+00:00,0.0,0.0,0.0,0.0,6.9,87.0,0.0,100.4,0.0,5.0,304.51,215.1,200.0,35.0
2022-01-07 23:00:00+00:00,0.0,0.0,0.0,0.0,6.4,92.0,0.0,115.3,0.0,5.1,347.83,270.02,200.0,35.0
2022-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0,5.9,89.0,0.0,-143.1,0.0,4.3,314.43,237.86,200.0,35.0
2022-01-08 01:00:00+00:00,0.0,0.0,0.0,0.0,5.4,99.0,0.0,-166.6,0.0,5.3,292.02,215.89,200.0,35.0
2022-01-08 02:00:00+00:00,0.0,0.0,0.0,0.0,5.0,100.0,0.0,-127.2,0.0,5.0,288.61,211.44,200.0,35.0
2022-01-08 03:00:00+00:00,0.0,0.0,0.0,0.0,4.7,100.0,0.0,-107.3,0.0,4.7,276.73,200.9,200.0,35.0
2022-01-08 04:00:00+00:00,0.0,0.0,0.0,0.0,4.5,100.0,0.0,-95.2,0.0,4.5,276.13,200.0,200.0,35.0
2022-01-08 05:00:00+00:00,0.0,0.0,0.0,0.0,4.2,100.0,0.0,-86.1,0.0,4.2,274.28,201.36,200.0,35.0
2022-01-08 06:00:00+00:00,0.0,0.0,0.0,0.0,4.1,100.0,0.0,-77.6,0.0,4.1,280.59,209.09,200.0,35.0
2022-01-08 07:00:00+00:00,0.0,0.0,0.0,0.0,3.9,100.0,0.0,-69.5,0.0,3.9,284.15,215.89,200.0,35.0
2022-01-08 08:00:00+00:00,4.0,4.0,2.0,0.0,4.0,100.0,0.4,-61.1,0.0,4.0,295.87,231.0,100.0,35.0
2022-01-08 09:00:00+00:00,164.0,87.0,348.0,431.0,5.9,99.0,10.3,-51.3,0.0,5.8,289.82,228.95,100.0,35.0
2022-01-08 10:00:00+00:00,224.0,138.0,359.0,264.0,7.0,92.0,18.9,-40.2,0.0,5.8,273.62,215.39,100.0,35.0
2022-01-08 11:00:00+00:00,253.0,199.0,335.0,125.0,7.8,89.0,25.6,-27.1,0.0,6.0,263.92,206.68,100.0,35.0
2022-01-08 12:00:00+00:00,392.0,203.0,602.0,383.0,8.9,81.0,29.6,-12.1,0.0,5.9,239.43,185.0,100.0,35.0
2022-01-08 13:00:00+00:00,336.0,243.0,453.0,183.0,9.4,80.0,30.5,3.5,0.0,6.2,221.52,169.52,100.0,35.0
2022-01-08 14:00:00+00:00,199.0,190.0,200.0,20.0,9.2,81.0,28.0,19.3,0.0,6.2,214.72,162.8,100.0,35.0
2022-01-08 15:00:00+00:00,111.0,111.0,101.0,0.0,8.6,80.0,22.7,33.4,0.0,5.4,217.44,161.73,100.0,35.0
2022-01-08 16:00:00+00:00,63.0,63.0,56.0,0.0,7.9,83.0,15.0,45.6,0.0,5.2,249.06,189.9,100.0,35.0
2022-01-08 17:00:00+00:00,6.0,6.0,4.0,0.0,7.1,84.0,5.7,56.2,0.0,4.6,267.87,206.68,100.0,35.0
2022-01-08 18:00:00+00:00,0.0,0.0,0.0,0.0,6.5,86.0,0.0,65.3,0.0,4.3,269.97,210.0,200.0,35.0
2022-01-08 19:00:00+00:00,0.0,0.0,0.0,0.0,6.1,88.0,0.0,73.5,0.0,4.2,269.94,210.0,200.0,35.0
