,G_Gh,G_Dh,G_Gk,G_Bn,Tamb_C,HR_pct, hs, Az,precip_mm, Td,Ce_pvpc_eur_MWh,Ce_spot_market_price_eur_MWh,Pth_kW,Tv_C
2023-05-29 09:00:00+00:00,52.0,52.0,45.0,0.0,19.2,69.0,41.0,-87.2,0.0,13.3,188.37,84.95,100.0,35.0
2023-05-29 10:00:00+00:00,65.0,65.0,57.0,0.0,19.2,70.0,52.8,-76.2,0.0,13.6,188.35,84.85,100.0,35.0
2023-05-29 11:00:00+00:00,353.0,325.0,327.0,31.0,19.8,67.0,63.9,-60.0,0.0,13.4,187.88,84.45,100.0,35.0
2023-05-29 12:00:00+00:00,482.0,416.0,453.0,69.0,20.5,63.0,72.5,-29.3,0.0,13.2,143.65,83.85,100.0,35.0
2023-05-29 13:00:00+00:00,711.0,422.0,702.0,301.0,21.4,60.0,73.6,19.4,0.0,13.3,141.99,81.42,100.0,35.0
2023-05-29 14:00:00+00:00,679.0,416.0,662.0,287.0,22.2,59.0,66.2,54.6,0.0,13.7,140.85,80.0,100.0,35.0
2023-05-29 15:00:00+00:00,825.0,204.0,794.0,755.0,23.0,52.0,55.4,73.2,0.0,12.7,142.23,81.0,100.0,35.0
2023-05-29 16:00:00+00:00,760.0,197.0,687.0,816.0,23.6,50.0,43.6,85.1,0.0,12.5,190.87,84.05,100.0,35.0
2023-05-29 17:00:00+00:00,467.0,145.0,378.0,614.0,23.7,51.0,31.7,94.1,0.0,13.0,192.94,84.95,100.0,35.0
2023-05-29 18:00:00+00:00,319.0,74.0,176.0,723.0,23.6,51.0,19.8,102.3,0.0,12.7,232.44,121.0,100.0,35.0
2023-05-29 19:00:00+00:00,112.0,46.0,37.0,457.0,23.1,49.0,8.4,110.4,0.0,11.7,244.73,131.86,100.0,35.0
2023-05-29 20:00:00+00:00,3.0,3.0,3.0,0.0,22.4,50.0,0.0,119.3,0.0,11.6,200.38,129.4,200.0,35.0
2023-05-29 21:00:00+00:00,0.0,0.0,0.0,0.0,21.4,60.0,0.0,129.3,0.0,13.2,189.33,119.0,200.0,35.0
2023-05-29 22:00:00+00:00,0.0,0.0,0.0,0.0,20.4,63.0,0.0,141.1,0.0,13.1,127.78,92.12,200.0,35.0
2023-05-29 23:00:00+00:00,0.0,0.0,0.0,0.0,19.4,67.0,0.0,154.4,0.0,13.2,121.23,85.73,200.0,35.0
2023-05-30 00:00:00+00:00,0.0,0.0,0.0,0.0,18.7,72.0,0.0,-170.0,0.0,13.5,121.51,84.85,200.0,35.0
2023-05-30 01:00:00+00:00,0.0,0.0,0.0,0.0,17.8,75.0,0.0,-173.4,0.0,13.4,122.56,84.75,200.0,35.0
2023-05-30 02:00:00+00:00,0.0,0.0,0.0,0.0,17.4,79.0,0.0,-158.0,0.0,13.8,122.53,84.75,200.0,35.0
2023-05-30 03:00:00+00:00,0.0,0.0,0.0,0.0,16.9,80.0,0.0,-144.0,0.0,13.5,121.95,84.85,200.0,35.0
2023-05-30 04:00:00+00:00,0.0,0.0,0.0,0.0,16.6,79.0,0.0,-132.0,0.0,12.9,135.76,98.61,200.0,35.0
2023-05-30 05:00:00+00:00,0.0,0.0,0.0,0.0,16.6,79.0,0.0,-121.4,0.0,12.9,145.5,109.19,100.0,35.0
2023-05-30 06:00:00+00:00,45.0,38.0,31.0,66.0,16.9,75.0,6.0,-112.4,0.0,12.4,172.81,110.0,100.0,35.0
2023-05-30 07:00:00+00:00,163.0,133.0,117.0,101.0,17.6,65.0,17.3,-104.3,0.0,11.0,155.73,98.0,100.0,35.0
2023-05-30 08:00:00+00:00,294.0,234.0,245.0,124.0,18.4,62.0,29.1,-96.2,0.0,11.0,196.65,93.01,100.0,35.0
2023-05-30 09:00:00+00:00,428.0,321.0,381.0,162.0,19.3,56.0,41.0,-87.3,0.0,10.3,186.89,84.75,100.0,35.0
2023-05-30 10:00:00+00:00,541.0,390.0,503.0,190.0,20.2,53.0,52.9,-76.4,0.0,10.3,187.57,83.85,100.0,35.0
2023-05-30 11:00:00+00:00,633.0,454.0,604.0,200.0,21.1,51.0,64.0,-60.2,0.0,10.6,183.95,82.26,100.0,35.0
2023-05-30 12:00:00+00:00,696.0,492.0,674.0,214.0,21.8,51.0,72.6,-29.5,0.0,11.3,138.47,80.0,100.0,35.0
2023-05-30 13:00:00+00:00,677.0,499.0,656.0,186.0,22.4,50.0,73.8,19.4,0.0,11.4,132.76,75.0,100.0,35.0
2023-05-30 14:00:00+00:00,621.0,417.0,595.0,223.0,22.8,48.0,66.3,55.1,0.0,11.1,133.18,75.0,100.0,35.0
2023-05-30 15:00:00+00:00,561.0,406.0,525.0,188.0,22.9,46.0,55.5,73.4,0.0,10.9,138.97,80.0,100.0,35.0
2023-05-30 16:00:00+00:00,464.0,343.0,417.0,175.0,22.9,44.0,43.7,85.2,0.0,10.1,190.67,84.34,100.0,35.0
2023-05-30 17:00:00+00:00,353.0,262.0,297.0,174.0,22.7,45.0,31.8,94.2,0.0,10.3,206.26,98.82,100.0,35.0
2023-05-30 18:00:00+00:00,192.0,149.0,143.0,128.0,22.2,44.0,19.9,102.4,0.0,9.4,212.4,105.08,100.0,35.0
2023-05-30 19:00:00+00:00,66.0,56.0,45.0,64.0,21.4,43.0,8.5,110.5,0.0,8.4,233.91,124.03,100.0,35.0
2023-05-30 20:00:00+00:00,0.0,0.0,0.0,0.0,20.7,45.0,0.0,119.4,0.0,8.2,190.56,122.55,200.0,35.0
2023-05-30 21:00:00+00:00,0.0,0.0,0.0,0.0,19.7,47.0,0.0,129.3,0.0,8.2,164.72,99.22,200.0,35.0
2023-05-30 22:00:00+00:00,0.0,0.0,0.0,0.0,18.7,49.0,0.0,141.1,0.0,7.9,137.32,102.0,200.0,35.0
2023-05-30 23:00:00+00:00,0.0,0.0,0.0,0.0,17.6,51.0,0.0,154.4,0.0,7.4,132.6,96.0,200.0,35.0
2023-05-31 00:00:00+00:00,0.0,0.0,0.0,0.0,16.9,56.0,0.0,-170.0,0.0,8.0,132.82,95.0,200.0,35.0
2023-05-31 01:00:00+00:00,0.0,0.0,0.0,0.0,16.2,53.0,0.0,-173.4,0.0,6.5,134.19,95.0,200.0,35.0
2023-05-31 02:00:00+00:00,0.0,0.0,0.0,0.0,15.7,55.0,0.0,-158.1,0.0,6.8,125.19,87.35,200.0,35.0
2023-05-31 03:00:00+00:00,0.0,0.0,0.0,0.0,15.3,55.0,0.0,-144.1,0.0,6.3,134.46,95.67,200.0,35.0
2023-05-31 04:00:00+00:00,0.0,0.0,0.0,0.0,15.0,56.0,0.0,-132.1,0.0,6.3,136.21,100.0,200.0,35.0
2023-05-31 05:00:00+00:00,0.0,0.0,0.0,0.0,15.0,51.0,0.0,-121.5,0.0,5.0,138.5,103.68,100.0,35.0
2023-05-31 06:00:00+00:00,65.0,32.0,26.0,309.0,15.5,50.0,6.1,-112.5,0.0,5.0,160.68,100.23,100.0,35.0
2023-05-31 07:00:00+00:00,227.0,66.0,108.0,537.0,16.5,48.0,17.4,-104.3,0.0,5.4,152.06,95.67,100.0,35.0
2023-05-31 08:00:00+00:00,423.0,96.0,319.0,673.0,17.9,46.0,29.1,-96.3,0.0,6.3,182.2,78.89,100.0,35.0
2023-05-31 09:00:00+00:00,613.0,122.0,540.0,746.0,19.3,43.0,41.1,-87.4,0.0,6.5,169.98,68.5,100.0,35.0
2023-05-31 10:00:00+00:00,769.0,164.0,727.0,758.0,20.6,39.0,52.9,-76.5,0.0,6.2,171.28,69.44,100.0,35.0
2023-05-31 11:00:00+00:00,877.0,213.0,864.0,738.0,21.9,37.0,64.1,-60.4,0.0,6.6,169.21,68.25,100.0,35.0
2023-05-31 12:00:00+00:00,932.0,254.0,933.0,710.0,23.0,36.0,72.8,-30.1,0.0,7.0,124.07,67.24,100.0,35.0
2023-05-31 13:00:00+00:00,944.0,247.0,947.0,726.0,23.9,34.0,73.9,19.4,0.0,7.3,122.81,65.7,100.0,35.0
2023-05-31 14:00:00+00:00,898.0,218.0,889.0,742.0,24.5,33.0,66.4,55.3,0.0,7.3,123.2,65.7,100.0,35.0
2023-05-31 15:00:00+00:00,800.0,172.0,764.0,761.0,24.8,32.0,55.6,73.5,0.0,7.1,126.94,68.85,100.0,35.0
2023-05-31 16:00:00+00:00,652.0,132.0,586.0,751.0,24.8,32.0,43.8,85.3,0.0,7.1,185.72,78.89,100.0,35.0
2023-05-31 17:00:00+00:00,472.0,93.0,373.0,716.0,24.5,34.0,31.9,94.3,0.0,7.6,191.53,85.0,100.0,35.0
2023-05-31 18:00:00+00:00,280.0,69.0,155.0,616.0,23.7,36.0,20.1,102.4,0.0,7.8,212.39,105.0,100.0,35.0
2023-05-31 19:00:00+00:00,101.0,39.0,31.0,414.0,22.6,40.0,8.6,110.5,0.0,8.3,228.09,119.06,100.0,35.0
2023-05-31 20:00:00+00:00,1.0,1.0,1.0,0.0,21.5,44.0,0.0,119.4,0.0,8.9,181.57,115.0,200.0,35.0
2023-05-31 21:00:00+00:00,0.0,0.0,0.0,0.0,20.7,55.0,0.0,129.4,0.0,11.3,160.67,96.61,200.0,35.0
2023-05-31 22:00:00+00:00,0.0,0.0,0.0,0.0,20.0,55.0,0.0,141.1,0.0,10.7,125.71,94.09,200.0,35.0
2023-05-31 23:00:00+00:00,0.0,0.0,0.0,0.0,19.3,56.0,0.0,154.4,0.0,10.4,118.29,87.0,200.0,35.0
2023-06-01 00:00:00+00:00,0.0,0.0,0.0,0.0,18.9,52.0,0.0,-170.0,0.0,9.0,120.28,87.0,200.0,35.0
2023-06-01 01:00:00+00:00,0.0,0.0,0.0,0.0,18.5,53.0,0.0,-173.5,0.0,8.7,124.33,89.01,200.0,35.0
2023-06-01 02:00:00+00:00,0.0,0.0,0.0,0.0,18.2,56.0,0.0,-158.1,0.0,9.4,115.13,81.0,200.0,35.0
2023-06-01 03:00:00+00:00,0.0,0.0,0.0,0.0,18.0,58.0,0.0,-144.1,0.0,9.6,113.21,80.1,200.0,35.0
2023-06-01 04:00:00+00:00,0.0,0.0,0.0,0.0,17.8,61.0,0.0,-132.2,0.0,10.1,120.72,88.1,200.0,35.0
2023-06-01 05:00:00+00:00,0.0,0.0,0.0,0.0,17.8,61.0,0.0,-121.6,0.0,10.2,130.99,98.5,100.0,35.0
2023-06-01 06:00:00+00:00,59.0,34.0,27.0,231.0,18.2,58.0,6.1,-112.6,0.0,9.9,156.24,99.07,100.0,35.0
2023-06-01 07:00:00+00:00,213.0,82.0,109.0,436.0,19.2,55.0,17.4,-104.4,0.0,9.9,143.43,87.3,100.0,35.0
2023-06-01 08:00:00+00:00,400.0,122.0,307.0,569.0,20.4,47.0,29.2,-96.4,0.0,8.9,176.35,73.86,100.0,35.0
2023-06-01 09:00:00+00:00,583.0,159.0,516.0,646.0,21.8,43.0,41.1,-87.5,0.0,8.6,173.1,72.81,100.0,35.0
2023-06-01 10:00:00+00:00,739.0,217.0,701.0,654.0,23.1,40.0,53.0,-77.0,0.0,8.7,173.03,72.81,100.0,35.0
2023-06-01 11:00:00+00:00,838.0,286.0,823.0,613.0,24.4,37.0,64.2,-60.6,0.0,8.8,171.88,72.0,100.0,35.0
2023-06-01 12:00:00+00:00,874.0,301.0,872.0,599.0,25.4,36.0,72.9,-30.3,0.0,9.1,124.94,70.49,100.0,35.0
2023-06-01 13:00:00+00:00,883.0,302.0,883.0,605.0,26.1,35.0,74.1,19.5,0.0,9.5,123.57,69.0,100.0,35.0
2023-06-01 14:00:00+00:00,810.0,309.0,799.0,547.0,26.6,33.0,66.5,55.4,0.0,9.2,122.52,68.18,100.0,35.0
2023-06-01 15:00:00+00:00,704.0,270.0,674.0,526.0,26.8,33.0,55.7,73.6,0.0,9.3,128.05,73.0,100.0,35.0
2023-06-01 16:00:00+00:00,568.0,238.0,515.0,475.0,26.8,34.0,43.9,85.3,0.0,9.5,191.57,86.16,100.0,35.0
2023-06-01 17:00:00+00:00,386.0,201.0,317.0,348.0,26.4,36.0,32.0,94.4,0.0,10.2,204.66,99.35,100.0,35.0
2023-06-01 18:00:00+00:00,220.0,120.0,145.0,289.0,25.7,40.0,20.2,102.5,0.0,11.0,208.46,102.5,100.0,35.0
2023-06-01 19:00:00+00:00,76.0,60.0,47.0,107.0,24.8,43.0,8.7,111.0,0.0,11.4,208.95,103.79,100.0,35.0
2023-06-01 20:00:00+00:00,0.0,0.0,0.0,0.0,23.8,44.0,0.0,119.5,0.0,10.9,161.67,101.77,200.0,35.0
2023-06-01 21:00:00+00:00,0.0,0.0,0.0,0.0,23.1,52.0,0.0,129.4,0.0,12.7,151.19,92.02,200.0,35.0
2023-06-01 22:00:00+00:00,0.0,0.0,0.0,0.0,22.3,56.0,0.0,141.2,0.0,13.1,123.39,89.51,200.0,35.0
2023-06-01 23:00:00+00:00,0.0,0.0,0.0,0.0,21.5,56.0,0.0,154.5,0.0,12.3,113.49,80.1,200.0,35.0
2023-06-02 00:00:00+00:00,0.0,0.0,0.0,0.0,20.9,56.0,0.0,-170.0,0.0,11.9,111.21,77.0,200.0,35.0
2023-06-02 01:00:00+00:00,0.0,0.0,0.0,0.0,20.4,61.0,0.0,-173.5,0.0,12.6,113.0,77.0,200.0,35.0
2023-06-02 02:00:00+00:00,0.0,0.0,0.0,0.0,20.1,59.0,0.0,-158.2,0.0,11.9,110.04,74.26,200.0,35.0
2023-06-02 03:00:00+00:00,0.0,0.0,0.0,0.0,19.8,65.0,0.0,-144.2,0.0,13.0,115.51,80.0,200.0,35.0
2023-06-02 04:00:00+00:00,0.0,0.0,0.0,0.0,19.5,68.0,0.0,-132.2,0.0,13.5,124.42,89.33,200.0,35.0
2023-06-02 05:00:00+00:00,0.0,0.0,0.0,0.0,19.5,77.0,0.0,-122.1,0.0,15.4,125.12,91.72,100.0,35.0
2023-06-02 06:00:00+00:00,73.0,42.0,33.0,289.0,20.0,76.0,6.2,-113.1,0.0,15.6,149.68,93.3,100.0,35.0
2023-06-02 07:00:00+00:00,241.0,63.0,110.0,591.0,20.9,74.0,17.5,-104.5,0.0,16.1,142.84,87.44,100.0,35.0
2023-06-02 08:00:00+00:00,450.0,70.0,332.0,778.0,22.1,68.0,29.2,-96.4,0.0,16.0,191.7,89.82,100.0,35.0
2023-06-02 09:00:00+00:00,666.0,94.0,579.0,869.0,23.6,60.0,41.2,-88.0,0.0,15.3,183.06,82.1,100.0,35.0
2023-06-02 10:00:00+00:00,858.0,234.0,810.0,781.0,25.0,52.0,53.0,-77.2,0.0,14.6,182.09,81.1,100.0,35.0
2023-06-02 11:00:00+00:00,481.0,406.0,447.0,83.0,25.2,48.0,64.2,-61.1,0.0,13.3,183.02,81.1,100.0,35.0
2023-06-02 12:00:00+00:00,487.0,429.0,457.0,62.0,25.3,51.0,73.0,-30.5,0.0,14.5,133.89,77.23,100.0,35.0
2023-06-02 13:00:00+00:00,501.0,437.0,471.0,66.0,25.3,65.0,74.2,19.5,0.2,18.3,133.6,77.07,100.0,35.0
2023-06-02 14:00:00+00:00,479.0,415.0,446.0,70.0,25.3,75.0,66.7,55.5,0.5,20.5,136.86,80.82,100.0,35.0
2023-06-02 15:00:00+00:00,400.0,373.0,366.0,33.0,25.3,75.0,55.8,74.1,0.2,20.5,147.28,88.0,100.0,35.0
2023-06-02 16:00:00+00:00,311.0,292.0,273.0,27.0,25.0,62.0,44.0,85.4,0.1,17.2,192.34,85.8,100.0,35.0
2023-06-02 17:00:00+00:00,233.0,221.0,200.0,22.0,24.5,77.0,32.1,94.5,0.3,20.2,195.81,91.4,100.0,35.0
2023-06-02 18:00:00+00:00,125.0,122.0,105.0,9.0,23.4,82.0,20.3,102.6,3.0,20.1,205.96,99.82,100.0,35.0
2023-06-02 19:00:00+00:00,26.0,26.0,23.0,0.0,23.1,82.0,8.8,111.1,1.2,19.8,209.55,103.53,100.0,35.0
2023-06-02 20:00:00+00:00,0.0,0.0,0.0,0.0,22.5,77.0,0.0,119.5,0.7,18.3,164.07,103.11,200.0,35.0
2023-06-02 21:00:00+00:00,0.0,0.0,0.0,0.0,21.7,77.0,0.0,129.5,0.1,17.6,162.4,101.09,200.0,35.0
2023-06-02 22:00:00+00:00,0.0,0.0,0.0,0.0,20.9,82.0,0.0,141.2,0.0,17.6,129.67,95.67,200.0,35.0
2023-06-02 23:00:00+00:00,0.0,0.0,0.0,0.0,20.0,82.0,0.0,154.5,0.0,16.8,120.63,86.81,200.0,35.0
2023-06-03 00:00:00+00:00,0.0,0.0,0.0,0.0,19.5,82.0,0.0,-170.0,0.0,16.3,125.5,90.02,200.0,35.0
2023-06-03 01:00:00+00:00,0.0,0.0,0.0,0.0,18.9,82.0,0.0,-173.5,0.0,15.7,127.33,90.0,200.0,35.0
2023-06-03 02:00:00+00:00,0.0,0.0,0.0,0.0,18.6,88.0,0.0,-158.2,0.0,16.5,133.56,95.67,200.0,35.0
2023-06-03 03:00:00+00:00,0.0,0.0,0.0,0.0,18.3,88.0,0.0,-144.3,0.0,16.3,131.64,93.74,200.0,35.0
2023-06-03 04:00:00+00:00,0.0,0.0,0.0,0.0,18.1,91.0,0.0,-132.3,0.0,16.5,124.88,87.0,200.0,35.0
2023-06-03 05:00:00+00:00,0.0,0.0,0.0,0.0,18.0,90.0,0.0,-122.1,0.0,16.3,123.21,86.0,100.0,35.0
2023-06-03 06:00:00+00:00,66.0,34.0,27.0,298.0,18.5,86.0,6.2,-113.1,0.0,16.2,116.96,80.75,100.0,35.0
2023-06-03 07:00:00+00:00,226.0,71.0,108.0,514.0,19.5,79.0,17.5,-104.6,0.0,15.8,114.59,80.05,100.0,35.0
2023-06-03 08:00:00+00:00,412.0,121.0,314.0,596.0,20.7,66.0,29.3,-96.5,0.0,14.1,102.85,70.99,100.0,35.0
2023-06-03 09:00:00+00:00,597.0,158.0,526.0,667.0,22.2,56.0,41.2,-88.1,0.0,12.9,90.15,60.0,100.0,35.0
2023-06-03 10:00:00+00:00,760.0,182.0,718.0,724.0,23.6,47.0,53.1,-77.3,0.0,11.7,86.71,57.4,100.0,35.0
2023-06-03 11:00:00+00:00,870.0,229.0,853.0,712.0,24.8,44.0,64.3,-61.3,0.0,11.9,89.03,60.0,100.0,35.0
2023-06-03 12:00:00+00:00,934.0,253.0,931.0,712.0,25.9,40.0,73.1,-31.0,0.0,11.2,89.29,60.0,100.0,35.0
2023-06-03 13:00:00+00:00,943.0,253.0,941.0,716.0,26.8,35.0,74.4,19.5,0.0,10.2,85.88,56.41,100.0,35.0
2023-06-03 14:00:00+00:00,900.0,218.0,887.0,742.0,27.4,37.0,66.8,55.6,0.0,11.4,86.0,56.0,100.0,35.0
2023-06-03 15:00:00+00:00,804.0,170.0,765.0,766.0,27.7,32.0,55.9,74.2,0.0,9.3,93.0,61.0,100.0,35.0
2023-06-03 16:00:00+00:00,660.0,126.0,590.0,766.0,27.8,31.0,44.1,85.5,0.0,9.1,111.15,75.0,100.0,35.0
2023-06-03 17:00:00+00:00,483.0,85.0,378.0,748.0,27.5,31.0,32.2,94.5,0.0,9.0,113.71,80.1,100.0,35.0
2023-06-03 18:00:00+00:00,291.0,61.0,159.0,662.0,26.8,31.0,20.4,103.0,0.0,8.2,114.17,81.1,100.0,35.0
2023-06-03 19:00:00+00:00,108.0,38.0,30.0,446.0,25.8,34.0,8.9,111.1,0.0,8.8,137.62,102.0,100.0,35.0
2023-06-03 20:00:00+00:00,1.0,1.0,1.0,0.0,24.8,37.0,0.0,119.6,0.0,9.3,139.43,103.34,200.0,35.0
2023-06-03 21:00:00+00:00,0.0,0.0,0.0,0.0,23.3,44.0,0.0,129.5,0.0,10.5,130.72,95.67,200.0,35.0
2023-06-03 22:00:00+00:00,0.0,0.0,0.0,0.0,21.9,48.0,0.0,141.2,0.0,10.5,128.06,92.0,200.0,35.0
2023-06-03 23:00:00+00:00,0.0,0.0,0.0,0.0,20.5,53.0,0.0,154.5,0.0,10.7,126.63,90.16,200.0,35.0
2023-06-04 00:00:00+00:00,0.0,0.0,0.0,0.0,19.3,59.0,0.0,-170.0,0.0,11.0,128.23,89.96,200.0,35.0
2023-06-04 01:00:00+00:00,0.0,0.0,0.0,0.0,18.0,61.0,0.0,-173.6,0.0,10.4,129.29,89.35,200.0,35.0
2023-06-04 02:00:00+00:00,0.0,0.0,0.0,0.0,17.3,64.0,0.0,-158.3,0.0,10.4,126.62,86.65,200.0,35.0
2023-06-04 03:00:00+00:00,0.0,0.0,0.0,0.0,16.6,64.0,0.0,-144.3,0.0,9.7,124.44,84.69,200.0,35.0
2023-06-04 04:00:00+00:00,0.0,0.0,0.0,0.0,16.1,66.0,0.0,-132.4,0.0,9.7,119.6,80.0,200.0,35.0
2023-06-04 05:00:00+00:00,0.0,0.0,0.0,0.0,16.0,66.0,0.0,-122.2,0.0,9.6,117.58,78.75,100.0,35.0
2023-06-04 06:00:00+00:00,70.0,34.0,27.0,329.0,16.3,66.0,6.3,-113.2,0.0,9.9,106.69,63.01,100.0,35.0
2023-06-04 07:00:00+00:00,236.0,62.0,106.0,578.0,17.2,61.0,17.6,-105.1,0.0,9.5,89.94,47.99,100.0,35.0
2023-06-04 08:00:00+00:00,432.0,84.0,320.0,712.0,18.2,54.0,29.3,-97.0,0.0,8.7,55.19,25.0,100.0,35.0
2023-06-04 09:00:00+00:00,616.0,121.0,537.0,750.0,19.3,46.0,41.2,-88.2,0.0,7.4,53.54,25.0,100.0,35.0
2023-06-04 10:00:00+00:00,774.0,158.0,726.0,769.0,20.3,40.0,53.1,-77.4,0.0,6.4,53.89,25.0,100.0,35.0
2023-06-04 11:00:00+00:00,887.0,196.0,862.0,767.0,21.3,39.0,64.3,-61.5,0.0,6.7,69.96,40.0,100.0,35.0
2023-06-04 12:00:00+00:00,953.0,213.0,940.0,773.0,22.1,39.0,73.2,-31.2,0.0,7.4,70.11,40.0,100.0,35.0
2023-06-04 13:00:00+00:00,963.0,210.0,952.0,782.0,22.8,37.0,74.5,19.5,0.0,7.4,59.75,30.0,100.0,35.0
2023-06-04 14:00:00+00:00,922.0,175.0,902.0,813.0,23.2,37.0,66.9,56.1,0.0,7.9,60.53,30.0,100.0,35.0
2023-06-04 15:00:00+00:00,821.0,143.0,779.0,817.0,23.4,36.0,56.0,74.3,0.0,7.6,77.94,45.14,100.0,35.0
2023-06-04 16:00:00+00:00,679.0,100.0,602.0,831.0,23.4,39.0,44.2,85.6,0.0,8.5,116.14,78.21,100.0,35.0
2023-06-04 17:00:00+00:00,501.0,67.0,388.0,814.0,23.0,40.0,32.3,94.6,0.0,8.6,118.61,83.5,100.0,35.0
2023-06-04 18:00:00+00:00,301.0,53.0,159.0,711.0,22.3,41.0,20.5,103.1,0.0,8.5,123.46,90.57,100.0,35.0
2023-06-04 19:00:00+00:00,113.0,38.0,30.0,480.0,21.4,43.0,9.0,111.2,0.0,8.4,132.98,99.3,100.0,35.0
2023-06-04 20:00:00+00:00,1.0,1.0,1.0,0.0,20.5,45.0,0.0,120.0,0.0,8.2,137.97,103.64,200.0,35.0
2023-06-04 21:00:00+00:00,0.0,0.0,0.0,0.0,19.6,48.0,0.0,129.5,0.0,8.4,128.77,95.67,200.0,35.0
2023-06-04 22:00:00+00:00,0.0,0.0,0.0,0.0,18.8,50.0,0.0,141.2,0.0,8.1,133.28,97.1,200.0,35.0
2023-06-04 23:00:00+00:00,0.0,0.0,0.0,0.0,17.9,52.0,0.0,154.5,0.0,7.9,128.38,91.59,200.0,35.0
2023-06-05 00:00:00+00:00,0.0,0.0,0.0,0.0,17.7,52.0,0.0,-169.6,0.0,7.7,129.06,90.99,200.0,35.0
2023-06-05 01:00:00+00:00,0.0,0.0,0.0,0.0,17.5,52.0,0.0,-174.0,0.0,7.6,131.35,91.36,200.0,35.0
2023-06-05 02:00:00+00:00,0.0,0.0,0.0,0.0,17.4,54.0,0.0,-158.3,0.0,7.9,130.43,90.69,200.0,35.0
2023-06-05 03:00:00+00:00,0.0,0.0,0.0,0.0,17.3,53.0,0.0,-144.4,0.0,7.7,119.81,82.1,200.0,35.0
2023-06-05 04:00:00+00:00,0.0,0.0,0.0,0.0,17.2,53.0,0.0,-132.4,0.0,7.5,130.18,93.0,200.0,35.0
2023-06-05 05:00:00+00:00,0.0,0.0,0.0,0.0,17.2,53.0,0.0,-122.3,0.0,7.5,134.98,99.39,100.0,35.0
2023-06-05 06:00:00+00:00,66.0,34.0,28.0,293.0,17.7,51.0,6.3,-113.3,0.0,7.6,157.07,99.95,100.0,35.0
2023-06-05 07:00:00+00:00,218.0,79.0,108.0,460.0,18.8,48.0,17.6,-105.1,0.0,7.5,140.63,85.77,100.0,35.0
2023-06-05 08:00:00+00:00,409.0,110.0,307.0,610.0,20.1,41.0,29.3,-97.1,0.0,6.4,174.45,75.0,100.0,35.0
2023-06-05 09:00:00+00:00,592.0,154.0,519.0,664.0,21.5,37.0,41.3,-88.3,0.0,6.3,168.78,70.08,100.0,35.0
2023-06-05 10:00:00+00:00,727.0,208.0,686.0,649.0,23.0,34.0,53.1,-77.5,0.0,6.3,167.45,68.99,100.0,35.0
2023-06-05 11:00:00+00:00,822.0,291.0,802.0,588.0,24.2,31.0,64.4,-62.0,0.0,6.1,164.35,66.54,100.0,35.0
2023-06-05 12:00:00+00:00,869.0,308.0,862.0,586.0,25.3,28.0,73.3,-31.4,0.0,5.7,119.6,67.16,100.0,35.0
2023-06-05 13:00:00+00:00,889.0,298.0,884.0,613.0,26.1,26.0,74.6,19.5,0.0,5.4,121.84,68.79,100.0,35.0
2023-06-05 14:00:00+00:00,853.0,307.0,837.0,593.0,26.7,27.0,67.0,56.2,0.0,6.1,130.27,75.92,100.0,35.0
2023-06-05 15:00:00+00:00,751.0,235.0,717.0,622.0,27.1,26.0,56.1,74.4,0.0,6.0,143.89,87.92,100.0,35.0
2023-06-05 16:00:00+00:00,611.0,203.0,551.0,583.0,27.1,26.0,44.3,86.1,0.0,6.2,191.57,88.35,100.0,35.0
2023-06-05 17:00:00+00:00,450.0,145.0,361.0,570.0,26.8,26.0,32.4,95.0,0.0,5.9,199.59,95.12,100.0,35.0
2023-06-05 18:00:00+00:00,264.0,101.0,158.0,465.0,26.2,31.0,20.6,103.1,0.0,7.9,207.11,101.46,100.0,35.0
2023-06-05 19:00:00+00:00,96.0,54.0,41.0,266.0,25.2,35.0,9.1,111.2,0.0,8.7,209.13,103.67,100.0,35.0
2023-06-05 20:00:00+00:00,1.0,1.0,1.0,0.0,24.2,36.0,0.0,120.0,0.0,8.3,160.0,100.0,200.0,35.0
2023-06-05 21:00:00+00:00,0.0,0.0,0.0,0.0,23.1,40.0,0.0,129.6,0.0,8.7,147.19,88.76,200.0,35.0
2023-06-05 22:00:00+00:00,0.0,0.0,0.0,0.0,21.9,45.0,0.0,141.3,0.0,9.4,125.1,92.52,200.0,35.0
2023-06-05 23:00:00+00:00,0.0,0.0,0.0,0.0,20.8,47.0,0.0,154.5,0.0,9.1,123.11,90.0,200.0,35.0
2023-06-06 00:00:00+00:00,0.0,0.0,0.0,0.0,19.8,48.0,0.0,-169.6,0.0,8.6,123.63,89.41,200.0,35.0
2023-06-06 01:00:00+00:00,0.0,0.0,0.0,0.0,18.8,52.0,0.0,-174.0,0.0,8.8,120.03,85.0,200.0,35.0
2023-06-06 02:00:00+00:00,0.0,0.0,0.0,0.0,18.2,57.0,0.0,-158.4,0.0,9.6,114.22,80.1,200.0,35.0
2023-06-06 03:00:00+00:00,0.0,0.0,0.0,0.0,17.6,60.0,0.0,-144.4,0.0,9.7,113.93,80.1,200.0,35.0
2023-06-06 04:00:00+00:00,0.0,0.0,0.0,0.0,17.2,64.0,0.0,-132.5,0.0,10.3,123.76,90.02,200.0,35.0
2023-06-06 05:00:00+00:00,0.0,0.0,0.0,0.0,17.1,72.0,0.0,-122.3,0.0,12.1,132.18,99.03,100.0,35.0
