Tamb,HR,Tin,q,w_fan,Tout,m_w_lost,Ce
8.22222222222222,38.3051311606622,33,3059.05263157895,57.7017429281197,21.9449531205703,43616.3851796468,155.917625124936
8.22222222222222,38.3051311606622,33,3209.21052631579,90.960230166992,21.9449531156489,45757.3567227853,354.753846932306
8.22222222222222,38.3051311606622,33,3359.36842105263,21.6722524690171,23.3060169936618,42325.9207344716,61.5213246750344
8.22222222222222,38.3051311606622,33,3509.52631578947,34.9672190247648,23.3060169955334,44217.8153784047,82.3838293999894
8.22222222222222,38.3051311606622,33,3659.68421052632,50.8549058403688,23.3060169951085,46109.7100321297,128.521391954424
8.22222222222222,38.3051311606622,33,3809.84210526316,71.9598655922582,23.3060169928558,48001.6046947721,227.856181713937
8.22222222222222,38.3051311606622,33,3960,22.2203434331132,24.3660858129045,44722.6955920523,62.0811694109691
13.4444444444444,4.97659870820585,33,1107,64.5899805326715,13.6495010845278,29790.197527033,191.000544181081
13.4444444444444,4.97659870820585,33,1707.63157894737,47.2844996189163,17.5614462568939,36214.9910816064,117.810165369028
13.4444444444444,4.97659870820585,33,2308.26315789474,40.6929017412864,20.1269456294342,40702.916738664,97.7149744184104
13.4444444444444,4.97659870820585,33,2458.42105263158,70.1844781515001,20.1269456338684,43350.7362610361,221.095724122699
13.4444444444444,4.97659870820585,33,2908.89473684211,37.1680501784581,21.9492607220834,44014.6167556921,88.6794645394706
13.4444444444444,4.97659870820585,33,3059.05263157895,57.7017429281197,21.9492607246941,46286.6625860856,158.277382052813
13.4444444444444,4.97659870820585,33,3209.21052631579,90.960230166992,21.9492607197646,48558.7084485182,360.122918243641
13.4444444444444,4.97659870820585,33,3359.36842105263,21.6722524690171,23.3144572163278,44565.4111075378,62.452427698171
13.4444444444444,4.97659870820585,33,3509.52631578947,34.9672190247648,23.3144572175353,46557.4070578759,83.6306788951374
13.4444444444444,4.97659870820585,33,3659.68421052632,50.8549058403688,23.3144572173753,48549.403014604,130.466516790708
13.4444444444444,4.97659870820585,33,3809.84210526316,71.9598655922582,23.3144572159637,50541.3989779173,231.304702706534
13.4444444444444,4.97659870820585,33,3960,22.2203434331132,24.3769952688446,46795.5178640276,63.0207454819289
12.25,99.9,28.75,1107,64.5899805326715,17.1873798092478,15675.6866639669,192.770484592388
12.25,99.9,28.75,1707.63157894737,47.2844996189163,19.5071097820318,19757.3073956212,118.901874156788
12.25,99.9,28.75,2308.26315789474,40.6929017412864,21.0644130157248,22541.7867225025,98.6204675559012
12.25,99.9,28.75,2458.42105263158,70.1844781515001,21.0644130187925,24008.1824434087,223.144546855482
12.25,99.9,28.75,2908.89473684211,37.1680501784581,22.1744630754086,24572.5064595161,89.501228522471
12.25,99.9,28.75,3059.05263157895,57.7017429281197,22.1744630769863,25840.9455593593,159.744087479713
12.25,99.9,28.75,3209.21052631579,90.960230166992,22.1744630739004,27109.3846766343,363.460061123365
12.25,99.9,28.75,3359.36842105263,21.6722524690171,23.0043160402967,25007.6167288583,63.0311541936434
12.25,99.9,28.75,3509.52631578947,34.9672190247648,23.004316041228,26125.4134681277,84.4056574107024
12.25,99.9,28.75,3659.68421052632,50.8549058403688,23.0043160410409,27243.210212028,131.67550790317
12.25,99.9,28.75,3809.84210526316,71.9598655922582,23.0043160400257,28361.0069598434,233.448128749643
12.25,99.9,28.75,3960,22.2203434331132,23.6478246424609,26356.3930390487,63.6047383949199
16.4444444444444,61.5423936476022,28.75,1107,64.5899805326715,17.1467602364783,17601.4018592905,195.070188064172
16.4444444444444,61.5423936476022,28.75,1707.63157894737,47.2844996189163,19.4893210766052,21397.3243263907,120.320343656298
16.4444444444444,61.5423936476022,28.75,2308.26315789474,40.6929017412864,21.0573975708352,23930.2950085081,99.7969849678214
16.4444444444444,61.5423936476022,28.75,2458.42105263158,70.1844781515001,21.0573975740077,25487.0164256574,225.806605262391
16.4444444444444,61.5423936476022,28.75,2908.89473684211,37.1680501784581,22.1731332925793,25742.5754479961,90.5689557027873
16.4444444444444,61.5423936476022,28.75,3059.05263157895,57.7017429281197,22.1731332942378,27071.4138089877,161.649794327682
16.4444444444444,61.5423936476022,28.75,3209.21052631579,90.960230166992,22.1731332911624,28400.252189873,367.796048378818
16.4444444444444,61.5423936476022,28.75,3359.36842105263,21.6722524690171,23.0061921253086,25945.2542582276,63.7831000345025
16.4444444444444,61.5423936476022,28.75,3509.52631578947,34.9672190247648,23.0061921262831,27104.9617550046,85.4125957072783
16.4444444444444,61.5423936476022,28.75,3659.68421052632,50.8549058403688,23.0061921260928,28264.6692571376,133.246363645501
16.4444444444444,61.5423936476022,28.75,3809.84210526316,71.9598655922582,23.0061921250561,29424.3767636958,236.233106301067
16.4444444444444,61.5423936476022,28.75,3960,22.2203434331132,23.6515797859479,27138.5143753313,64.3635269512592
20.6388888888889,36.0432676914233,28.75,1107,64.5899805326715,17.1016196504601,20260.5439492406,197.355019285424
20.6388888888889,36.0432676914233,28.75,1707.63157894737,47.2844996189163,19.4624379777895,24164.9793741889,121.729639871501
20.6388888888889,36.0432676914233,28.75,2308.26315789474,40.6929017412864,21.0396846965389,26779.2393926281,100.965893806759
20.6388888888889,36.0432676914233,28.75,2458.42105263158,70.1844781515001,21.0396846997253,28521.2912758874,228.451448058661
20.6388888888889,36.0432676914233,28.75,2908.89473684211,37.1680501784581,22.1607680718135,28654.1168560377,91.6297778597736
20.6388888888889,36.0432676914233,28.75,3059.05263157895,57.7017429281197,22.160768073697,30133.2497316496,163.543176912967
20.6388888888889,36.0432676914233,28.75,3209.21052631579,90.960230166992,22.1607680706707,31612.3826306621,372.103994676142
20.6388888888889,36.0432676914233,28.75,3359.36842105263,21.6722524690171,22.9972427179609,28779.9619229183,64.530183019316
20.6388888888889,36.0432676914233,28.75,3509.52631578947,34.9672190247648,22.9972427189351,30066.3758953689,86.4130221040377
20.6388888888889,36.0432676914233,28.75,3659.68421052632,50.8549058403688,22.9972427187469,31352.7898738573,134.807060617175
20.6388888888889,36.0432676914233,28.75,3809.84210526316,71.9598655922582,22.9972427177224,32639.2038572879,239.0000733201
20.6388888888889,36.0432676914233,28.75,3960,22.2203434331132,23.6449512528091,30031.0965926818,65.1174083995089
24.8333333333333,19.2099323305965,28.75,1107,64.5899805326715,17.0576846368341,22900.3643239665,199.627843371125
24.8333333333333,19.2099323305965,28.75,1707.63157894737,47.2844996189163,19.4363239281023,26913.6175738612,123.131530020762
24.8333333333333,19.2099323305965,28.75,2308.26315789474,40.6929017412864,21.0225156876925,29609.1012033346,102.128659851976
24.8333333333333,19.2099323305965,28.75,2458.42105263158,70.1844781515001,21.0225156909203,31535.2421867588,231.0823918038
24.8333333333333,19.2099323305965,28.75,2908.89473684211,37.1680501784581,22.1488078717727,31546.4522834357,92.6850252349917
24.8333333333333,19.2099323305965,28.75,3059.05263157895,57.7017429281197,22.1488078736508,33174.8882569493,165.426609484814
24.8333333333333,19.2099323305965,28.75,3209.21052631579,90.960230166992,22.1488078705923,34803.3242568226,376.389302060506
24.8333333333333,19.2099323305965,28.75,3359.36842105263,21.6722524690171,22.9886070782149,31596.1562462834,65.2733399694255
24.8333333333333,19.2099323305965,28.75,3509.52631578947,34.9672190247648,22.9886070791757,33008.4491805018,87.408191107934
24.8333333333333,19.2099323305965,28.75,3659.68421052632,50.8549058403688,22.9886070789857,34420.7421213803,136.359555888907
24.8333333333333,19.2099323305965,28.75,3809.84210526316,71.9598655922582,22.9886070779476,35833.0350678343,241.752499506639
24.8333333333333,19.2099323305965,28.75,3960,22.2203434331132,23.6385729263328,32904.9191242092,65.8673280860954
29.0277777777778,8.19131151030346,28.75,1107,64.5899805326715,17.0149473804418,25521.0694579807,201.888772565363
29.0277777777778,8.19131151030346,28.75,1707.63157894737,47.2844996189163,19.4109829385521,29643.4006214471,124.526083336843
29.0277777777778,8.19131151030346,28.75,2308.26315789474,40.6929017412864,21.005885281737,32420.0686447099,103.285340527018
29.0277777777778,8.19131151030346,28.75,2458.42105263158,70.1844781515001,21.0058852849495,34529.0696058085,233.699566427745
29.0277777777778,8.19131151030346,28.75,2908.89473684211,37.1680501784581,22.137248469253,34419.7685213608,93.7347499421459
29.0277777777778,8.19131151030346,28.75,3059.05263157895,57.7017429281197,22.137248470842,36196.5258188681,167.3001850571
29.0277777777778,8.19131151030346,28.75,3209.21052631579,90.960230166992,22.1372484677548,37973.2831442119,380.652182163087
29.0277777777778,8.19131151030346,28.75,3359.36842105263,21.6722524690171,22.9802817643635,34394.0156764852,66.0126075858571
29.0277777777778,8.19131151030346,28.75,3509.52631578947,34.9672190247648,22.9802817653326,35931.3680346922,88.3981518656833
29.0277777777778,8.19131151030346,28.75,3659.68421052632,50.8549058403688,22.980281765136,37468.7204003212,137.903926131136
29.0277777777778,8.19131151030346,28.75,3809.84210526316,71.9598655922582,22.980281764109,39006.0727719714,244.490520790066
29.0277777777778,8.19131151030346,28.75,3960,22.2203434331132,23.6324419519126,35760.1617588738,66.6133230460245
33.2222222222222,1.08206722210229,28.75,1107,64.5899805326715,16.9733996147224,28122.8641394687,204.13791771755
33.2222222222222,1.08206722210229,28.75,1707.63157894737,47.2844996189163,19.3864010827246,32354.5387287339,125.913368192256
33.2222222222222,1.08206722210229,28.75,2308.26315789474,40.6929017412864,20.9897879338171,35212.3289141922,104.435992541919
33.2222222222222,1.08206722210229,28.75,2458.42105263158,70.1844781515001,20.9897879370871,37502.9729075424,236.303100245996
33.2222222222222,1.08206722210229,28.75,2908.89473684211,37.1680501784581,22.1260854033507,37274.2514606244,94.7790034474046
33.2222222222222,1.08206722210229,28.75,3059.05263157895,57.7017429281197,22.1260854052541,39198.3578991512,169.163995487961
33.2222222222222,1.08206722210229,28.75,3209.21052631579,90.960230166992,22.1260854019117,41122.4643714761,384.892843985447
33.2222222222222,1.08206722210229,28.75,3359.36842105263,21.6722524690171,22.9722631300151,37173.71785888,66.7480221136107
33.2222222222222,1.08206722210229,28.75,3509.52631578947,34.9672190247648,22.9722631309803,38835.3180439244,89.3829529133322
33.2222222222222,1.08206722210229,28.75,3659.68421052632,50.8549058403688,22.9722631307885,40496.9182370036,139.440247061636
33.2222222222222,1.08206722210229,28.75,3809.84210526316,71.9598655922582,22.9722631297556,42158.5184367228,247.214271410782
33.2222222222222,1.08206722210229,28.75,3960,22.2203434331132,23.6265552969441,38597.0035132646,67.3554298541258
12.25,99.9,35.5,1107,64.5899805326715,18.4494203062821,23926.247708892,192.770484592388
12.25,99.9,35.5,1707.63157894737,47.2844996189163,21.5189678161358,31093.3904594397,118.901874156788
12.25,99.9,35.5,2308.26315789474,40.6929017412864,23.6624090108971,36257.9524269125,98.6204675559012
12.25,99.9,35.5,2458.42105263158,70.1844781515001,23.6624090153944,38616.6166696802,223.144546855482
12.25,99.9,35.5,2908.89473684211,37.1680501784581,25.2380305644152,40162.1244575394,89.501228522471
12.25,99.9,35.5,3059.05263157895,57.7017429281197,25.2380305665195,42235.3036474635,159.744087479713
12.25,99.9,35.5,3209.21052631579,90.960230166992,25.2380305621658,44308.482861894,363.460061123365
12.25,99.9,35.5,3359.36842105263,21.6722524690171,26.4445338071842,41370.5495134135,63.0311541936434
12.25,99.9,35.5,3509.52631578947,34.9672190247648,26.4445338086165,43219.7407360643,84.4056574107024
12.25,99.9,35.5,3659.68421052632,50.8549058403688,26.4445338083432,45068.9319659926,131.67550790317
12.25,99.9,35.5,3809.84210526316,71.9598655922582,26.4445338068559,46918.1232018159,233.448128749643
12.25,99.9,35.5,3960,22.2203434331132,27.3979467352316,44012.3644893393,63.6047383949199
16.4444444444444,61.5423936476022,35.5,1107,64.5899805326715,18.4170332819061,25526.692091965,195.070188064172
16.4444444444444,61.5423936476022,35.5,1707.63157894737,47.2844996189163,21.5091178424915,32374.8872577581,120.320343656298
16.4444444444444,61.5423936476022,35.5,2308.26315789474,40.6929017412864,23.6629810063843,37200.1986924064,99.7969849678214
16.4444444444444,61.5423936476022,35.5,2458.42105263158,70.1844781515001,23.6629810107977,39620.1582482951,225.806605262391
16.4444444444444,61.5423936476022,35.5,2908.89473684211,37.1680501784581,25.2436148993492,40818.9789566346,90.5689557027873
16.4444444444444,61.5423936476022,35.5,3059.05263157895,57.7017429281197,25.2436149018178,42926.0651425721,161.649794327682
16.4444444444444,61.5423936476022,35.5,3209.21052631579,90.960230166992,25.2436148975253,45033.1513561949,367.796048378818
16.4444444444444,61.5423936476022,35.5,3359.36842105263,21.6722524690171,26.4494368010988,42168.4564461047,63.7831000345025
16.4444444444444,61.5423936476022,35.5,3509.52631578947,34.9672190247648,26.4494368025311,44053.3127132019,85.4125957072783
16.4444444444444,61.5423936476022,35.5,3659.68421052632,50.8549058403688,26.4494368022327,45938.1689881107,133.246363645501
16.4444444444444,61.5423936476022,35.5,3809.84210526316,71.9598655922582,26.4494368007515,47823.0252690848,236.233106301067
16.4444444444444,61.5423936476022,35.5,3960,22.2203434331132,27.4038961547993,44700.578901116,64.3635269512592
20.6388888888889,36.0432676914233,35.5,1107,64.5899805326715,18.3754726193239,28178.6369034457,197.355019285424
20.6388888888889,36.0432676914233,35.5,1707.63157894737,47.2844996189163,21.487951256478,34920.8567268706,121.729639871501
20.6388888888889,36.0432676914233,35.5,2308.26315789474,40.6929017412864,23.6520140772206,39677.6163313095,100.965893806759
20.6388888888889,36.0432676914233,35.5,2458.42105263158,70.1844781515001,23.652014081562,42258.7376733583,228.451448058661
20.6388888888889,36.0432676914233,35.5,2908.89473684211,37.1680501784581,25.238753666473,43207.5744382378,91.6297778597736
20.6388888888889,36.0432676914233,35.5,3059.05263157895,57.7017429281197,25.238753668777,45437.9605371837,163.543176912967
20.6388888888889,36.0432676914233,35.5,3209.21052631579,90.960230166992,25.2387536646338,47668.3466654062,372.103994676142
20.6388888888889,36.0432676914233,35.5,3359.36842105263,21.6722524690171,26.4516378507558,43961.5826317715,64.530183019316
20.6388888888889,36.0432676914233,35.5,3509.52631578947,34.9672190247648,26.4516378521174,45926.5885038807,86.4130221040377
20.6388888888889,36.0432676914233,35.5,3659.68421052632,50.8549058403688,26.4516378518769,47891.5943839252,134.807060617175
20.6388888888889,36.0432676914233,35.5,3809.84210526316,71.9598655922582,26.4516378503431,49856.6002712197,239.0000733201
20.6388888888889,36.0432676914233,35.5,3960,22.2203434331132,27.4088351036966,46325.6557425342,65.1174083995089
24.8333333333333,19.2099323305965,35.5,1107,64.5899805326715,18.3351178563037,30811.3043686159,199.627843371125
24.8333333333333,19.2099323305965,35.5,1707.63157894737,47.2844996189163,21.4652269808395,37665.8709437306,123.131530020762
24.8333333333333,19.2099323305965,35.5,2308.26315789474,40.6929017412864,23.6379731424383,42506.4871530136,102.128659851976
24.8333333333333,19.2099323305965,35.5,2458.42105263158,70.1844781515001,23.6379731468882,45271.6331288715,231.0823918038
24.8333333333333,19.2099323305965,35.5,2908.89473684211,37.1680501784581,25.2296951042359,46100.8475414452,92.6850252349917
24.8333333333333,19.2099323305965,35.5,3059.05263157895,57.7017429281197,25.2296951065268,48480.5851415192,165.426609484814
24.8333333333333,19.2099323305965,35.5,3209.21052631579,90.960230166992,25.2296951023895,50860.3227734223,376.389302060506
24.8333333333333,19.2099323305965,35.5,3359.36842105263,21.6722524690171,26.4457100131572,46780.0472840591,65.2733399694255
24.8333333333333,19.2099323305965,35.5,3509.52631578947,34.9672190247648,26.4457100145612,48871.0335973909,87.408191107934
24.8333333333333,19.2099323305965,35.5,3659.68421052632,50.8549058403688,26.4457100142823,50962.0199197363,136.359555888907
24.8333333333333,19.2099323305965,35.5,3809.84210526316,71.9598655922582,26.4457100127504,53053.0062497019,241.752499506639
24.8333333333333,19.2099323305965,35.5,3960,22.2203434331132,27.4049966890591,49202.8077653877,65.8673280860954
29.0277777777778,8.19131151030346,35.5,1107,64.5899805326715,18.2959673951739,33424.8889983598,201.888772565363
29.0277777777778,8.19131151030346,35.5,1707.63157894737,47.2844996189163,21.443269539838,40392.0507215933,124.526083336843
29.0277777777778,8.19131151030346,35.5,2308.26315789474,40.6929017412864,23.6244705547697,45316.4352364053,103.285340527018
29.0277777777778,8.19131151030346,35.5,2458.42105263158,70.1844781515001,23.6244705592366,48264.3748782015,233.699566427745
29.0277777777778,8.19131151030346,35.5,2908.89473684211,37.1680501784581,25.2210361938873,48975.0522797478,93.7347499421459
29.0277777777778,8.19131151030346,35.5,3059.05263157895,57.7017429281197,25.2210361964573,51503.1570656268,167.3001850571
29.0277777777778,8.19131151030346,35.5,3209.21052631579,90.960230166992,25.2210361918326,54031.2618897621,380.652182163087
29.0277777777778,8.19131151030346,35.5,3359.36842105263,21.6722524690171,26.4400903080143,49580.1175108849,66.0126075858571
29.0277777777778,8.19131151030346,35.5,3509.52631578947,34.9672190247648,26.4400903094353,51796.2620669028,88.3981518656833
29.0277777777778,8.19131151030346,35.5,3659.68421052632,50.8549058403688,26.4400903091093,54012.4066329725,137.903926131136
29.0277777777778,8.19131151030346,35.5,3809.84210526316,71.9598655922582,26.4400903076503,56228.5512065244,244.490520790066
29.0277777777778,8.19131151030346,35.5,3960,22.2203434331132,27.4014024677007,52061.3125308008,66.6133230460245
33.2222222222222,1.08206722210229,35.5,1107,64.5899805326715,18.2580011797469,36019.6214797597,204.13791771755
33.2222222222222,1.08206722210229,35.5,1707.63157894737,47.2844996189163,21.4220719250499,43099.5880699138,125.913368192256
33.2222222222222,1.08206722210229,35.5,2308.26315789474,40.6929017412864,23.6115007251522,48107.6485751142,104.435992541919
33.2222222222222,1.08206722210229,35.5,2458.42105263158,70.1844781515001,23.6115007295152,51237.1631446028,236.303100245996
33.2222222222222,1.08206722210229,35.5,2908.89473684211,37.1680501784581,25.2127724434453,51830.375370149,94.7790034474046
33.2222222222222,1.08206722210229,35.5,3059.05263157895,57.7017429281197,25.2127724457166,54505.8726691695,169.163995487961
33.2222222222222,1.08206722210229,35.5,3209.21052631579,90.960230166992,25.2127724413694,57181.370006252,384.892843985447
33.2222222222222,1.08206722210229,35.5,3359.36842105263,21.6722524690171,26.434775067657,52361.9717918745,66.7480221136107
33.2222222222222,1.08206722210229,35.5,3509.52631578947,34.9672190247648,26.4347750690719,54702.4603697812,89.3829529133322
33.2222222222222,1.08206722210229,35.5,3659.68421052632,50.8549058403688,26.4347750688301,57042.9489578752,139.440247061636
33.2222222222222,1.08206722210229,35.5,3809.84210526316,71.9598655922582,26.4347750673227,59383.437554776,247.214271410782
33.2222222222222,1.08206722210229,35.5,3960,22.2203434331132,27.398049398778,54901.3498606798,67.3554298541258
12.25,99.9,42.25,1107,64.5899805326715,19.3611649079051,33044.1330492442,192.770484592388
12.25,99.9,42.25,1707.63157894737,47.2844996189163,23.02169038672,44136.2253581563,118.901874156788
12.25,99.9,42.25,2308.26315789474,40.6929017412864,25.6628334157922,52572.1837589666,98.6204675559012
12.25,99.9,42.25,2458.42105263158,70.1844781515001,25.6628334214247,55992.1267450022,223.144546855482
12.25,99.9,42.25,2908.89473684211,37.1680501784581,27.6601087518167,59213.0963718507,89.501228522471
12.25,99.9,42.25,3059.05263157895,57.7017429281197,27.6601087547193,62269.6916304125,159.744087479713
12.25,99.9,42.25,3209.21052631579,90.960230166992,27.6601087490902,65326.2869216758,363.460061123365
12.25,99.9,42.25,3359.36842105263,21.6722524690171,29.2266885939067,61812.9753324906,63.0311541936434
12.25,99.9,42.25,3509.52631578947,34.9672190247648,29.226688595538,64575.907245941,84.4056574107024
12.25,99.9,42.25,3659.68421052632,50.8549058403688,29.2266885956663,67338.8391651702,131.67550790317
12.25,99.9,42.25,3809.84210526316,71.9598655922582,29.2266885940282,70101.771092982,233.448128749643
12.25,99.9,42.25,3960,22.2203434331132,30.4900344208807,66474.1162915808,63.6047383949199
16.4444444444444,61.5423936476022,42.25,1107,64.5899805326715,19.333565103928,34481.7809004912,195.070188064172
16.4444444444444,61.5423936476022,42.25,1707.63157894737,47.2844996189163,23.0164093474194,45242.26725287,120.320343656298
16.4444444444444,61.5423936476022,42.25,2308.26315789474,40.6929017412864,25.6676478956056,53315.9935924352,99.7969849678214
16.4444444444444,61.5423936476022,42.25,2458.42105263158,70.1844781515001,25.6676479010323,56784.3231399972,225.806605262391
16.4444444444444,61.5423936476022,42.25,2908.89473684211,37.1680501784581,27.6695632977901,59653.814559363,90.5689557027873
16.4444444444444,61.5423936476022,42.25,3059.05263157895,57.7017429281197,27.6695633010523,62733.1598019569,161.649794327682
16.4444444444444,61.5423936476022,42.25,3209.21052631579,90.960230166992,27.669563295608,65812.5050797257,367.796048378818
16.4444444444444,61.5423936476022,42.25,3359.36842105263,21.6722524690171,29.2348984898706,62443.7346856131,63.7831000345025
16.4444444444444,61.5423936476022,42.25,3509.52631578947,34.9672190247648,29.2348984899551,65234.8604471228,85.4125957072783
16.4444444444444,61.5423936476022,42.25,3659.68421052632,50.8549058403688,29.2348984897268,68025.9862089219,133.246363645501
16.4444444444444,61.5423936476022,42.25,3809.84210526316,71.9598655922582,29.2348984875286,70817.1119809198,236.233106301067
16.4444444444444,61.5423936476022,42.25,3960,22.2203434331132,30.4990283388262,66997.7260868322,64.3635269512592
20.6388888888889,36.0432676914233,42.25,1107,64.5899805326715,19.2958900220009,36971.4257223419,197.355019285424
20.6388888888889,36.0432676914233,42.25,1707.63157894737,47.2844996189163,23.0013426122964,47375.5669413612,121.729639871501
20.6388888888889,36.0432676914233,42.25,2308.26315789474,40.6929017412864,25.66430916904,55131.4797001,100.965893806759
20.6388888888889,36.0432676914233,42.25,2458.42105263158,70.1844781515001,25.6643091745599,58717.9108452025,228.451448058661
20.6388888888889,36.0432676914233,42.25,2908.89473684211,37.1680501784581,27.6694126783805,61676.7651418859,91.6297778597736
20.6388888888889,36.0432676914233,42.25,3059.05263157895,57.7017429281197,27.6694126813381,64860.5356144066,163.543176912967
20.6388888888889,36.0432676914233,42.25,3209.21052631579,90.960230166992,27.6694126757774,68044.3061241625,372.103994676142
20.6388888888889,36.0432676914233,42.25,3359.36842105263,21.6722524690171,29.2417196326844,63795.107461932,64.530183019316
20.6388888888889,36.0432676914233,42.25,3509.52631578947,34.9672190247648,29.2417196344949,66646.6372140554,86.4130221040377
