Tamb,Tdc_in,qdc,wdc,Tdc_out
10.3333333333333,31.3333333333333,1035,81.544,81.544
10.3333333333333,31.3333333333333,1035,99.18,99.18
10.3333333333333,31.3333333333333,1380,11,11
10.3333333333333,31.3333333333333,1380,28.636,28.636
10.3333333333333,31.3333333333333,1380,46.272,46.272
10.3333333333333,31.3333333333333,1380,63.908,63.908
10.3333333333333,31.3333333333333,1380,81.544,81.544
10.3333333333333,31.3333333333333,1380,99.18,99.18
10.3333333333333,31.3333333333333,1725,11,11
10.3333333333333,31.3333333333333,1725,28.636,28.636
10.3333333333333,31.3333333333333,1725,46.272,46.272
10.3333333333333,31.3333333333333,1725,63.908,63.908
10.3333333333333,31.3333333333333,1725,81.544,81.544
10.3333333333333,31.3333333333333,1725,99.18,99.18
10.3333333333333,31.3333333333333,2070,11,11
10.3333333333333,31.3333333333333,2070,28.636,28.636
10.3333333333333,31.3333333333333,2070,46.272,46.272
10.3333333333333,31.3333333333333,2070,63.908,63.908
10.3333333333333,31.3333333333333,2070,81.544,81.544
10.3333333333333,31.3333333333333,2070,99.18,99.18
10.3333333333333,31.3333333333333,2415,11,11
10.3333333333333,31.3333333333333,2415,28.636,28.636
10.3333333333333,31.3333333333333,2415,46.272,46.272
10.3333333333333,31.3333333333333,2415,63.908,63.908
10.3333333333333,31.3333333333333,2415,81.544,81.544
10.3333333333333,31.3333333333333,2415,99.18,99.18
10.3333333333333,31.3333333333333,2760,11,11
10.3333333333333,31.3333333333333,2760,28.636,28.636
10.3333333333333,31.3333333333333,2760,46.272,46.272
10.3333333333333,31.3333333333333,2760,63.908,63.908
10.3333333333333,31.3333333333333,2760,81.544,81.544
10.3333333333333,31.3333333333333,2760,99.18,99.18
10.3333333333333,35.8333333333333,690,11,11
10.3333333333333,35.8333333333333,690,28.636,28.636
10.3333333333333,35.8333333333333,690,46.272,46.272
10.3333333333333,35.8333333333333,690,63.908,63.908
10.3333333333333,35.8333333333333,690,81.544,81.544
10.3333333333333,35.8333333333333,690,99.18,99.18
10.3333333333333,35.8333333333333,1035,11,11
10.3333333333333,35.8333333333333,1035,28.636,28.636
10.3333333333333,35.8333333333333,1035,46.272,46.272
10.3333333333333,35.8333333333333,1035,63.908,63.908
10.3333333333333,35.8333333333333,1035,81.544,81.544
10.3333333333333,35.8333333333333,1035,99.18,99.18
10.3333333333333,35.8333333333333,1380,11,11
10.3333333333333,35.8333333333333,1380,28.636,28.636
10.3333333333333,35.8333333333333,1380,46.272,46.272
10.3333333333333,35.8333333333333,1380,63.908,63.908
10.3333333333333,35.8333333333333,1380,81.544,81.544
10.3333333333333,35.8333333333333,1380,99.18,99.18
10.3333333333333,35.8333333333333,1725,11,11
10.3333333333333,35.8333333333333,1725,28.636,28.636
10.3333333333333,35.8333333333333,1725,46.272,46.272
10.3333333333333,35.8333333333333,1725,63.908,63.908
10.3333333333333,35.8333333333333,1725,81.544,81.544
10.3333333333333,35.8333333333333,1725,99.18,99.18
10.3333333333333,35.8333333333333,2070,11,11
10.3333333333333,35.8333333333333,2070,28.636,28.636
10.3333333333333,35.8333333333333,2070,46.272,46.272
10.3333333333333,35.8333333333333,2070,63.908,63.908
10.3333333333333,35.8333333333333,2070,81.544,81.544
10.3333333333333,35.8333333333333,2070,99.18,99.18
10.3333333333333,35.8333333333333,2415,11,11
10.3333333333333,35.8333333333333,2415,28.636,28.636
10.3333333333333,35.8333333333333,2415,46.272,46.272
10.3333333333333,35.8333333333333,2415,63.908,63.908
10.3333333333333,35.8333333333333,2415,81.544,81.544
10.3333333333333,35.8333333333333,2415,99.18,99.18
10.3333333333333,35.8333333333333,2760,11,11
10.3333333333333,35.8333333333333,2760,28.636,28.636
10.3333333333333,35.8333333333333,2760,46.272,46.272
10.3333333333333,35.8333333333333,2760,63.908,63.908
10.3333333333333,35.8333333333333,2760,81.544,81.544
10.3333333333333,35.8333333333333,2760,99.18,99.18
10.3333333333333,40.3333333333333,690,11,11
10.3333333333333,40.3333333333333,690,28.636,28.636
10.3333333333333,40.3333333333333,690,46.272,46.272
10.3333333333333,40.3333333333333,690,63.908,63.908
10.3333333333333,40.3333333333333,690,81.544,81.544
10.3333333333333,40.3333333333333,690,99.18,99.18
10.3333333333333,40.3333333333333,1035,11,11
10.3333333333333,40.3333333333333,1035,28.636,28.636
10.3333333333333,40.3333333333333,1035,46.272,46.272
10.3333333333333,40.3333333333333,1035,63.908,63.908
10.3333333333333,40.3333333333333,1035,81.544,81.544
10.3333333333333,40.3333333333333,1035,99.18,99.18
10.3333333333333,40.3333333333333,1380,11,11
10.3333333333333,40.3333333333333,1380,28.636,28.636
10.3333333333333,40.3333333333333,1380,46.272,46.272
10.3333333333333,40.3333333333333,1380,63.908,63.908
10.3333333333333,40.3333333333333,1380,81.544,81.544
10.3333333333333,40.3333333333333,1380,99.18,99.18
10.3333333333333,40.3333333333333,1725,11,11
10.3333333333333,40.3333333333333,1725,28.636,28.636
10.3333333333333,40.3333333333333,1725,46.272,46.272
10.3333333333333,40.3333333333333,1725,63.908,63.908
10.3333333333333,40.3333333333333,1725,81.544,81.544
10.3333333333333,40.3333333333333,1725,99.18,99.18
10.3333333333333,40.3333333333333,2070,11,11
10.3333333333333,40.3333333333333,2070,28.636,28.636
10.3333333333333,40.3333333333333,2070,46.272,46.272
10.3333333333333,40.3333333333333,2070,63.908,63.908
10.3333333333333,40.3333333333333,2070,81.544,81.544
10.3333333333333,40.3333333333333,2070,99.18,99.18
10.3333333333333,40.3333333333333,2415,11,11
10.3333333333333,40.3333333333333,2415,28.636,28.636
10.3333333333333,40.3333333333333,2415,46.272,46.272
10.3333333333333,40.3333333333333,2415,63.908,63.908
10.3333333333333,40.3333333333333,2415,81.544,81.544
10.3333333333333,40.3333333333333,2415,99.18,99.18
10.3333333333333,40.3333333333333,2760,11,11
10.3333333333333,40.3333333333333,2760,28.636,28.636
10.3333333333333,40.3333333333333,2760,46.272,46.272
10.3333333333333,40.3333333333333,2760,63.908,63.908
10.3333333333333,40.3333333333333,2760,81.544,81.544
10.3333333333333,40.3333333333333,2760,99.18,99.18
17.6666666666667,25.1666666666667,690,11,11
17.6666666666667,25.1666666666667,690,28.636,28.636
17.6666666666667,25.1666666666667,690,46.272,46.272
17.6666666666667,25.1666666666667,690,63.908,63.908
17.6666666666667,25.1666666666667,690,81.544,81.544
17.6666666666667,25.1666666666667,690,99.18,99.18
17.6666666666667,25.1666666666667,1035,11,11
17.6666666666667,25.1666666666667,1035,28.636,28.636
17.6666666666667,25.1666666666667,1035,46.272,46.272
17.6666666666667,25.1666666666667,1035,63.908,63.908
17.6666666666667,25.1666666666667,1035,81.544,81.544
17.6666666666667,25.1666666666667,1035,99.18,99.18
17.6666666666667,25.1666666666667,1380,11,11
17.6666666666667,25.1666666666667,1380,28.636,28.636
17.6666666666667,25.1666666666667,1380,46.272,46.272
17.6666666666667,25.1666666666667,1380,63.908,63.908
17.6666666666667,25.1666666666667,1380,81.544,81.544
17.6666666666667,25.1666666666667,1380,99.18,99.18
17.6666666666667,25.1666666666667,1725,11,11
17.6666666666667,25.1666666666667,1725,28.636,28.636
17.6666666666667,25.1666666666667,1725,46.272,46.272
17.6666666666667,25.1666666666667,1725,63.908,63.908
17.6666666666667,25.1666666666667,1725,81.544,81.544
17.6666666666667,25.1666666666667,1725,99.18,99.18
17.6666666666667,25.1666666666667,2070,11,11
17.6666666666667,25.1666666666667,2070,28.636,28.636
17.6666666666667,25.1666666666667,2070,46.272,46.272
17.6666666666667,25.1666666666667,2070,63.908,63.908
17.6666666666667,25.1666666666667,2070,81.544,81.544
17.6666666666667,25.1666666666667,2070,99.18,99.18
17.6666666666667,25.1666666666667,2415,11,11
17.6666666666667,25.1666666666667,2415,28.636,28.636
17.6666666666667,25.1666666666667,2415,46.272,46.272
17.6666666666667,25.1666666666667,2415,63.908,63.908
17.6666666666667,25.1666666666667,2415,81.544,81.544
17.6666666666667,25.1666666666667,2415,99.18,99.18
17.6666666666667,25.1666666666667,2760,11,11
17.6666666666667,25.1666666666667,2760,28.636,28.636
17.6666666666667,25.1666666666667,2760,46.272,46.272
17.6666666666667,25.1666666666667,2760,63.908,63.908
17.6666666666667,25.1666666666667,2760,81.544,81.544
17.6666666666667,25.1666666666667,2760,99.18,99.18
17.6666666666667,29.6666666666667,690,11,11
17.6666666666667,29.6666666666667,690,28.636,28.636
17.6666666666667,29.6666666666667,690,46.272,46.272
17.6666666666667,29.6666666666667,690,63.908,63.908
17.6666666666667,29.6666666666667,690,81.544,81.544
17.6666666666667,29.6666666666667,690,99.18,99.18
17.6666666666667,29.6666666666667,1035,11,11
17.6666666666667,29.6666666666667,1035,28.636,28.636
17.6666666666667,29.6666666666667,1035,46.272,46.272
17.6666666666667,29.6666666666667,1035,63.908,63.908
17.6666666666667,29.6666666666667,1035,81.544,81.544
17.6666666666667,29.6666666666667,1035,99.18,99.18
17.6666666666667,29.6666666666667,1380,11,11
17.6666666666667,29.6666666666667,1380,28.636,28.636
17.6666666666667,29.6666666666667,1380,46.272,46.272
17.6666666666667,29.6666666666667,1380,63.908,63.908
17.6666666666667,29.6666666666667,1380,81.544,81.544
17.6666666666667,29.6666666666667,1380,99.18,99.18
17.6666666666667,29.6666666666667,1725,11,11
17.6666666666667,29.6666666666667,1725,28.636,28.636
17.6666666666667,29.6666666666667,1725,46.272,46.272
17.6666666666667,29.6666666666667,1725,63.908,63.908
17.6666666666667,29.6666666666667,1725,81.544,81.544
17.6666666666667,29.6666666666667,1725,99.18,99.18
17.6666666666667,29.6666666666667,2070,11,11
17.6666666666667,29.6666666666667,2070,28.636,28.636
17.6666666666667,29.6666666666667,2070,46.272,46.272
17.6666666666667,29.6666666666667,2070,63.908,63.908
17.6666666666667,29.6666666666667,2070,81.544,81.544
17.6666666666667,29.6666666666667,2070,99.18,99.18
17.6666666666667,29.6666666666667,2415,11,11
17.6666666666667,29.6666666666667,2415,28.636,28.636
17.6666666666667,29.6666666666667,2415,46.272,46.272
17.6666666666667,29.6666666666667,2415,63.908,63.908
17.6666666666667,29.6666666666667,2415,81.544,81.544
17.6666666666667,29.6666666666667,2415,99.18,99.18
17.6666666666667,29.6666666666667,2760,11,11
17.6666666666667,29.6666666666667,2760,28.636,28.636
17.6666666666667,29.6666666666667,2760,46.272,46.272
17.6666666666667,29.6666666666667,2760,63.908,63.908
17.6666666666667,29.6666666666667,2760,81.544,81.544
17.6666666666667,29.6666666666667,2760,99.18,99.18
17.6666666666667,34.1666666666667,690,11,11
17.6666666666667,34.1666666666667,690,28.636,28.636
17.6666666666667,34.1666666666667,690,46.272,46.272
17.6666666666667,34.1666666666667,690,63.908,63.908
17.6666666666667,34.1666666666667,690,81.544,81.544
17.6666666666667,34.1666666666667,690,99.18,99.18
17.6666666666667,34.1666666666667,1035,11,11
17.6666666666667,34.1666666666667,1035,28.636,28.636
17.6666666666667,34.1666666666667,1035,46.272,46.272
17.6666666666667,34.1666666666667,1035,63.908,63.908
17.6666666666667,34.1666666666667,1035,81.544,81.544
17.6666666666667,34.1666666666667,1035,99.18,99.18
17.6666666666667,34.1666666666667,1380,11,11
17.6666666666667,34.1666666666667,1380,28.636,28.636
17.6666666666667,34.1666666666667,1380,46.272,46.272
17.6666666666667,34.1666666666667,1380,63.908,63.908
17.6666666666667,34.1666666666667,1380,81.544,81.544
17.6666666666667,34.1666666666667,1380,99.18,99.18
17.6666666666667,34.1666666666667,1725,11,11
17.6666666666667,34.1666666666667,1725,28.636,28.636
17.6666666666667,34.1666666666667,1725,46.272,46.272
17.6666666666667,34.1666666666667,1725,63.908,63.908
17.6666666666667,34.1666666666667,1725,81.544,81.544
17.6666666666667,34.1666666666667,1725,99.18,99.18
17.6666666666667,34.1666666666667,2070,11,11
17.6666666666667,34.1666666666667,2070,28.636,28.636
17.6666666666667,34.1666666666667,2070,46.272,46.272
17.6666666666667,34.1666666666667,2070,63.908,63.908
17.6666666666667,34.1666666666667,2070,81.544,81.544
17.6666666666667,34.1666666666667,2070,99.18,99.18
17.6666666666667,34.1666666666667,2415,11,11
17.6666666666667,34.1666666666667,2415,28.636,28.636
17.6666666666667,34.1666666666667,2415,46.272,46.272
17.6666666666667,34.1666666666667,2415,63.908,63.908
17.6666666666667,34.1666666666667,2415,81.544,81.544
17.6666666666667,34.1666666666667,2415,99.18,99.18
17.6666666666667,34.1666666666667,2760,11,11
17.6666666666667,34.1666666666667,2760,28.636,28.636
17.6666666666667,34.1666666666667,2760,46.272,46.272
17.6666666666667,34.1666666666667,2760,63.908,63.908
17.6666666666667,34.1666666666667,2760,81.544,81.544
17.6666666666667,34.1666666666667,2760,99.18,99.18
17.6666666666667,38.6666666666667,690,11,11
17.6666666666667,38.6666666666667,690,28.636,28.636
17.6666666666667,38.6666666666667,690,46.272,46.272
17.6666666666667,38.6666666666667,690,63.908,63.908
17.6666666666667,38.6666666666667,690,81.544,81.544
17.6666666666667,38.6666666666667,690,99.18,99.18
17.6666666666667,38.6666666666667,1035,11,11
17.6666666666667,38.6666666666667,1035,28.636,28.636
17.6666666666667,38.6666666666667,1035,46.272,46.272
17.6666666666667,38.6666666666667,1035,63.908,63.908
17.6666666666667,38.6666666666667,1035,81.544,81.544
17.6666666666667,38.6666666666667,1035,99.18,99.18
17.6666666666667,38.6666666666667,1380,11,11
17.6666666666667,38.6666666666667,1380,28.636,28.636
17.6666666666667,38.6666666666667,1380,46.272,46.272
17.6666666666667,38.6666666666667,1380,63.908,63.908
17.6666666666667,38.6666666666667,1380,81.544,81.544
17.6666666666667,38.6666666666667,1380,99.18,99.18
17.6666666666667,38.6666666666667,1725,11,11
17.6666666666667,38.6666666666667,1725,28.636,28.636
17.6666666666667,38.6666666666667,1725,46.272,46.272
17.6666666666667,38.6666666666667,1725,63.908,63.908
17.6666666666667,38.6666666666667,1725,81.544,81.544
17.6666666666667,38.6666666666667,1725,99.18,99.18
17.6666666666667,38.6666666666667,2070,11,11
17.6666666666667,38.6666666666667,2070,28.636,28.636
17.6666666666667,38.6666666666667,2070,46.272,46.272
17.6666666666667,38.6666666666667,2070,63.908,63.908
17.6666666666667,38.6666666666667,2070,81.544,81.544
17.6666666666667,38.6666666666667,2070,99.18,99.18
17.6666666666667,38.6666666666667,2415,11,11
17.6666666666667,38.6666666666667,2415,28.636,28.636
17.6666666666667,38.6666666666667,2415,46.272,46.272
17.6666666666667,38.6666666666667,2415,63.908,63.908
17.6666666666667,38.6666666666667,2415,81.544,81.544
17.6666666666667,38.6666666666667,2415,99.18,99.18
17.6666666666667,38.6666666666667,2760,11,11
17.6666666666667,38.6666666666667,2760,28.636,28.636
17.6666666666667,38.6666666666667,2760,46.272,46.272
17.6666666666667,38.6666666666667,2760,63.908,63.908
17.6666666666667,38.6666666666667,2760,81.544,81.544
17.6666666666667,38.6666666666667,2760,99.18,99.18
17.6666666666667,43.1666666666667,690,11,11
17.6666666666667,43.1666666666667,690,28.636,28.636
17.6666666666667,43.1666666666667,690,46.272,46.272
17.6666666666667,43.1666666666667,690,63.908,63.908
17.6666666666667,43.1666666666667,690,81.544,81.544
17.6666666666667,43.1666666666667,690,99.18,99.18
17.6666666666667,43.1666666666667,1035,11,11
17.6666666666667,43.1666666666667,1035,28.636,28.636
17.6666666666667,43.1666666666667,1035,46.272,46.272
17.6666666666667,43.1666666666667,1035,63.908,63.908
17.6666666666667,43.1666666666667,1035,81.544,81.544
17.6666666666667,43.1666666666667,1035,99.18,99.18
17.6666666666667,43.1666666666667,1380,11,11
17.6666666666667,43.1666666666667,1380,28.636,28.636
17.6666666666667,43.1666666666667,1380,46.272,46.272
17.6666666666667,43.1666666666667,1380,63.908,63.908
17.6666666666667,43.1666666666667,1380,81.544,81.544
17.6666666666667,43.1666666666667,1380,99.18,99.18
17.6666666666667,43.1666666666667,1725,11,11
17.6666666666667,43.1666666666667,1725,28.636,28.636
17.6666666666667,43.1666666666667,1725,46.272,46.272
17.6666666666667,43.1666666666667,1725,63.908,63.908
17.6666666666667,43.1666666666667,1725,81.544,81.544
17.6666666666667,43.1666666666667,1725,99.18,99.18
17.6666666666667,43.1666666666667,2070,11,11
17.6666666666667,43.1666666666667,2070,28.636,28.636
17.6666666666667,43.1666666666667,2070,46.272,46.272
17.6666666666667,43.1666666666667,2070,63.908,63.908
17.6666666666667,43.1666666666667,2070,81.544,81.544
17.6666666666667,43.1666666666667,2070,99.18,99.18
17.6666666666667,43.1666666666667,2415,11,11
17.6666666666667,43.1666666666667,2415,28.636,28.636
17.6666666666667,43.1666666666667,2415,46.272,46.272
17.6666666666667,43.1666666666667,2415,63.908,63.908
17.6666666666667,43.1666666666667,2415,81.544,81.544
17.6666666666667,43.1666666666667,2415,99.18,99.18
17.6666666666667,43.1666666666667,2760,11,11
17.6666666666667,43.1666666666667,2760,28.636,28.636
17.6666666666667,43.1666666666667,2760,46.272,46.272
17.6666666666667,43.1666666666667,2760,63.908,63.908
17.6666666666667,43.1666666666667,2760,81.544,81.544
17.6666666666667,43.1666666666667,2760,99.18,99.18
25,28,690,11,11
25,28,690,28.636,28.636
25,28,690,46.272,46.272
25,28,690,63.908,63.908
25,28,690,81.544,81.544
25,28,690,99.18,99.18
25,28,1035,11,11
25,28,1035,28.636,28.636
25,28,1035,46.272,46.272
25,28,1035,63.908,63.908
25,28,1035,81.544,81.544
25,28,1035,99.18,99.18
25,28,1380,11,11
25,28,1380,28.636,28.636
25,28,1380,46.272,46.272
25,28,1380,63.908,63.908
25,28,1380,81.544,81.544
25,28,1380,99.18,99.18
25,28,1725,11,11
25,28,1725,28.636,28.636
25,28,1725,46.272,46.272
25,28,1725,63.908,63.908
25,28,1725,81.544,81.544
25,28,1725,99.18,99.18
25,28,2070,11,11
25,28,2070,28.636,28.636
25,28,2070,46.272,46.272
25,28,2070,63.908,63.908
25,28,2070,81.544,81.544
25,28,2070,99.18,99.18
25,28,2415,11,11
25,28,2415,28.636,28.636
25,28,2415,46.272,46.272
25,28,2415,63.908,63.908
25,28,2415,81.544,81.544
25,28,2415,99.18,99.18
25,28,2760,11,11
25,28,2760,28.636,28.636
25,28,2760,46.272,46.272
25,28,2760,63.908,63.908
25,28,2760,81.544,81.544
25,28,2760,99.18,99.18
25,32.5,690,11,11
25,32.5,690,28.636,28.636
25,32.5,690,46.272,46.272
25,32.5,690,63.908,63.908
25,32.5,690,81.544,81.544
25,32.5,690,99.18,99.18
25,32.5,1035,11,11
25,32.5,1035,28.636,28.636
25,32.5,1035,46.272,46.272
25,32.5,1035,63.908,63.908
25,32.5,1035,81.544,81.544
25,32.5,1035,99.18,99.18
25,32.5,1380,11,11
25,32.5,1380,28.636,28.636
25,32.5,1380,46.272,46.272
25,32.5,1380,63.908,63.908
25,32.5,1380,81.544,81.544
25,32.5,1380,99.18,99.18
25,32.5,1725,11,11
25,32.5,1725,28.636,28.636
25,32.5,1725,46.272,46.272
25,32.5,1725,63.908,63.908
25,32.5,1725,81.544,81.544
25,32.5,1725,99.18,99.18
25,32.5,2070,11,11
25,32.5,2070,28.636,28.636
25,32.5,2070,46.272,46.272
25,32.5,2070,63.908,63.908
25,32.5,2070,81.544,81.544
25,32.5,2070,99.18,99.18
25,32.5,2415,11,11
25,32.5,2415,28.636,28.636
25,32.5,2415,46.272,46.272
25,32.5,2415,63.908,63.908
25,32.5,2415,81.544,81.544
25,32.5,2415,99.18,99.18
25,32.5,2760,11,11
25,32.5,2760,28.636,28.636
25,32.5,2760,46.272,46.272
25,32.5,2760,63.908,63.908
25,32.5,2760,81.544,81.544
25,32.5,2760,99.18,99.18
25,37,690,11,11
25,37,690,28.636,28.636
25,37,690,46.272,46.272
25,37,690,63.908,63.908
25,37,690,81.544,81.544
25,37,690,99.18,99.18
25,37,1035,11,11
25,37,1035,28.636,28.636
25,37,1035,46.272,46.272
25,37,1035,63.908,63.908
25,37,1035,81.544,81.544
25,37,1035,99.18,99.18
25,37,1380,11,11
25,37,1380,28.636,28.636
25,37,1380,46.272,46.272
25,37,1380,63.908,63.908
25,37,1380,81.544,81.544
25,37,1380,99.18,99.18
25,37,1725,11,11
25,37,1725,28.636,28.636
25,37,1725,46.272,46.272
25,37,1725,63.908,63.908
25,37,1725,81.544,81.544
25,37,1725,99.18,99.18
25,37,2070,11,11
25,37,2070,28.636,28.636
25,37,2070,46.272,46.272
25,37,2070,63.908,63.908
25,37,2070,81.544,81.544
25,37,2070,99.18,99.18
25,37,2415,11,11
25,37,2415,28.636,28.636
25,37,2415,46.272,46.272
25,37,2415,63.908,63.908
25,37,2415,81.544,81.544
25,37,2415,99.18,99.18
25,37,2760,11,11
25,37,2760,28.636,28.636
25,37,2760,46.272,46.272
25,37,2760,63.908,63.908
25,37,2760,81.544,81.544
25,37,2760,99.18,99.18
25,41.5,690,11,11
25,41.5,690,28.636,28.636
25,41.5,690,46.272,46.272
25,41.5,690,63.908,63.908
25,41.5,690,81.544,81.544
25,41.5,690,99.18,99.18
25,41.5,1035,11,11
25,41.5,1035,28.636,28.636
25,41.5,1035,46.272,46.272
25,41.5,1035,63.908,63.908
25,41.5,1035,81.544,81.544
25,41.5,1035,99.18,99.18
25,41.5,1380,11,11
25,41.5,1380,28.636,28.636
25,41.5,1380,46.272,46.272
25,41.5,1380,63.908,63.908
25,41.5,1380,81.544,81.544
25,41.5,1380,99.18,99.18
25,41.5,1725,11,11
25,41.5,1725,28.636,28.636
25,41.5,1725,46.272,46.272
25,41.5,1725,63.908,63.908
25,41.5,1725,81.544,81.544
25,41.5,1725,99.18,99.18
25,41.5,2070,11,11
25,41.5,2070,28.636,28.636
25,41.5,2070,46.272,46.272
25,41.5,2070,63.908,63.908
25,41.5,2070,81.544,81.544
25,41.5,2070,99.18,99.18
25,41.5,2415,11,11
25,41.5,2415,28.636,28.636
25,41.5,2415,46.272,46.272
25,41.5,2415,63.908,63.908
25,41.5,2415,81.544,81.544
25,41.5,2415,99.18,99.18
25,41.5,2760,11,11
25,41.5,2760,28.636,28.636
25,41.5,2760,46.272,46.272
25,41.5,2760,63.908,63.908
25,41.5,2760,81.544,81.544
25,41.5,2760,99.18,99.18
32.3333333333333,35.3333333333333,690,11,11
32.3333333333333,35.3333333333333,690,28.636,28.636
32.3333333333333,35.3333333333333,690,46.272,46.272
32.3333333333333,35.3333333333333,690,63.908,63.908
32.3333333333333,35.3333333333333,690,81.544,81.544
32.3333333333333,35.3333333333333,690,99.18,99.18
32.3333333333333,35.3333333333333,1035,11,11
