month,day,start_hour,end_hour,value
6,24,7.0,9.5,1.0
6,24,9.5,19.0,0.0
6,24,19.0,21.5,1.0
6,24,21.5,24.0,0.6
6,25,0.0,7.0,0.6
6,25,7.0,9.5,1.0
6,25,9.5,19.0,0.0
6,25,19.0,21.5,1.0
6,25,21.5,24.0,0.6
6,26,0.0,7.0,0.6
6,26,7.0,9.5,1.0
6,26,9.5,19.0,0.0
6,26,19.0,21.5,1.0
6,26,21.5,24.0,0.6
6,27,0.0,7.0,0.6
6,27,7.0,9.5,1.0
6,27,9.5,19.0,0.0
6,27,19.0,21.5,1.0
6,27,21.5,24.0,0.6
6,28,0.0,7.0,0.6
6,28,7.0,9.5,1.0
6,28,9.5,19.0,0.0
6,28,19.0,21.5,1.0
6,28,21.5,24.0,0.6
6,29,0.0,7.0,0.6
6,29,7.0,9.5,1.0
6,29,9.5,19.0,0.0
6,29,19.0,21.5,1.0
6,29,21.5,24.0,0.6
6,30,0.0,7.0,0.6
6,30,7.0,9.5,1.0
6,30,9.5,19.0,0.0
6,30,19.0,21.5,1.0
6,30,21.5,24.0,0.6
7,1,0.0,7.0,0.6
7,1,7.0,9.5,1.0
7,1,9.5,19.0,0.0
7,1,19.0,21.5,1.0
7,1,21.5,24.0,0.6
7,2,0.0,7.0,0.6
7,2,7.0,9.5,1.0
7,2,9.5,19.0,0.0
7,2,19.0,21.5,1.0
7,2,21.5,24.0,0.6
7,3,0.0,7.0,0.6
7,3,7.0,9.5,1.0
7,3,9.5,19.0,0.0
7,3,19.0,21.5,1.0
7,3,21.5,24.0,0.6
7,4,0.0,7.0,0.6
7,4,7.0,9.5,1.0
7,4,9.5,19.0,0.0
7,4,19.0,21.5,1.0
7,4,21.5,24.0,0.6
7,5,0.0,7.0,0.6
7,5,7.0,9.5,1.0
7,5,9.5,19.0,0.0
7,5,19.0,21.5,1.0
7,5,21.5,24.0,0.6
7,6,0.0,7.0,0.6
7,6,7.0,9.5,1.0
7,6,9.5,19.0,0.0
7,6,19.0,21.5,1.0
7,6,21.5,24.0,0.6
7,7,0.0,7.0,0.6
7,7,7.0,9.5,1.0
7,7,9.5,19.0,0.0
7,7,19.0,21.5,1.0
7,7,21.5,24.0,0.6
7,8,0.0,7.0,0.6
7,8,7.0,9.5,1.0
7,8,9.5,19.0,0.0
7,8,19.0,21.5,1.0
7,8,21.5,24.0,0.6
7,9,0.0,7.0,0.6
7,9,7.0,9.5,1.0
7,9,9.5,19.0,0.0
7,9,19.0,21.5,1.0
7,9,21.5,24.0,0.6
7,10,0.0,7.0,0.6
7,10,7.0,9.5,1.0
7,10,9.5,19.0,0.0
7,10,19.0,21.5,1.0
7,10,21.5,24.0,0.6
7,11,0.0,7.0,0.6
7,11,7.0,9.5,1.0
7,11,9.5,19.0,0.0
7,11,19.0,21.5,1.0
7,11,21.5,24.0,0.6
7,12,0.0,7.0,0.6
7,12,7.0,9.5,1.0
7,12,9.5,19.0,0.0
7,12,19.0,21.5,1.0
7,12,21.5,24.0,0.6
7,13,0.0,7.0,0.6
7,13,7.0,9.5,1.0
7,13,9.5,19.0,0.0
7,13,19.0,21.5,1.0
7,13,21.5,24.0,0.6
7,14,0.0,7.0,0.6
7,14,7.0,9.5,1.0
7,14,9.5,19.0,0.0
7,14,19.0,21.5,1.0
7,14,21.5,24.0,0.6
7,15,0.0,7.0,0.6
7,15,7.0,9.5,1.0
7,15,9.5,19.0,0.0
7,15,19.0,21.5,1.0
7,15,21.5,24.0,0.6
7,16,0.0,7.0,0.6
7,16,7.0,9.5,1.0
7,16,9.5,19.0,0.0
7,16,19.0,21.5,1.0
7,16,21.5,24.0,0.6
7,17,0.0,7.0,0.6
7,17,7.0,9.5,1.0
7,17,9.5,19.0,0.0
7,17,19.0,21.5,1.0
7,17,21.5,24.0,0.6
7,18,0.0,7.0,0.6
7,18,7.0,9.5,1.0
7,18,9.5,19.0,0.0
7,18,19.0,21.5,1.0
7,18,21.5,24.0,0.6
7,19,0.0,7.0,0.6
7,19,7.0,9.5,1.0
7,19,9.5,19.0,0.0
7,19,19.0,21.5,1.0
7,19,21.5,24.0,0.6
7,20,0.0,7.0,0.6
7,20,7.0,9.5,1.0
7,20,9.5,19.0,0.0
7,20,19.0,21.5,1.0
7,20,21.5,24.0,0.6
7,21,0.0,7.0,0.6
7,21,7.0,9.5,1.0
7,21,9.5,19.0,0.0
7,21,19.0,21.5,1.0
7,21,21.5,24.0,0.6
7,22,0.0,7.0,0.6
7,22,7.0,9.5,1.0
7,22,9.5,19.0,0.0
7,22,19.0,21.5,1.0
7,22,21.5,24.0,0.6
7,23,0.0,7.0,0.6
7,23,7.0,9.5,1.0
7,23,9.5,19.0,0.0
7,23,19.0,21.5,1.0
7,23,21.5,24.0,0.6
7,24,0.0,7.0,0.6
7,24,7.0,9.5,1.0
7,24,9.5,19.0,0.0
7,24,19.0,21.5,1.0
7,24,21.5,24.0,0.6
7,25,0.0,7.0,0.6
7,25,7.0,9.5,1.0
7,25,9.5,19.0,0.0
7,25,19.0,21.5,1.0
7,25,21.5,24.0,0.6
7,26,0.0,7.0,0.6
7,26,7.0,9.5,1.0
7,26,9.5,19.0,0.0
7,26,19.0,21.5,1.0
7,26,21.5,24.0,0.6
7,27,0.0,7.0,0.6
7,27,7.0,9.5,1.0
7,27,9.5,19.0,0.0
7,27,19.0,21.5,1.0
7,27,21.5,24.0,0.6
7,28,0.0,7.0,0.6
7,28,7.0,9.5,1.0
7,28,9.5,19.0,0.0
7,28,19.0,21.5,1.0
7,28,21.5,24.0,0.6
7,29,0.0,7.0,0.6
7,29,7.0,9.5,1.0
7,29,9.5,19.0,0.0
7,29,19.0,21.5,1.0
7,29,21.5,24.0,0.6
7,30,0.0,7.0,0.6
7,30,7.0,9.5,1.0
7,30,9.5,19.0,0.0
7,30,19.0,21.5,1.0
7,30,21.5,24.0,0.6
7,31,0.0,7.0,0.6
7,31,7.0,9.5,1.0
7,31,9.5,19.0,0.0
7,31,19.0,21.5,1.0
7,31,21.5,24.0,0.6
8,1,0.0,7.0,0.6
8,1,7.0,9.5,1.0
8,1,9.5,19.0,0.0
8,1,19.0,21.5,1.0
8,1,21.5,24.0,0.6
8,2,0.0,7.0,0.6
8,2,7.0,9.5,1.0
8,2,9.5,19.0,0.0
8,2,19.0,21.5,1.0
8,2,21.5,24.0,0.6
8,3,0.0,7.0,0.6
8,3,7.0,9.5,1.0
8,3,9.5,19.0,0.0
8,3,19.0,21.5,1.0
8,3,21.5,24.0,0.6
8,4,0.0,7.0,0.6
8,4,7.0,9.5,1.0
8,4,9.5,19.0,0.0
8,4,19.0,21.5,1.0
8,4,21.5,24.0,0.6
8,5,0.0,7.0,0.6
8,5,7.0,9.5,1.0
8,5,9.5,19.0,0.0
8,5,19.0,21.5,1.0
8,5,21.5,24.0,0.6
8,6,0.0,7.0,0.6
8,6,7.0,9.5,1.0
8,6,9.5,19.0,0.0
8,6,19.0,21.5,1.0
8,6,21.5,24.0,0.6
8,7,0.0,7.0,0.6
8,7,7.0,9.5,1.0
8,7,9.5,19.0,0.0
8,7,19.0,21.5,1.0
8,7,21.5,24.0,0.6
8,8,0.0,7.0,0.6
8,8,7.0,9.5,1.0
8,8,9.5,19.0,0.0
8,8,19.0,21.5,1.0
8,8,21.5,24.0,0.6
8,9,0.0,7.0,0.6
8,9,7.0,9.5,1.0
8,9,9.5,19.0,0.0
8,9,19.0,21.5,1.0
8,9,21.5,24.0,0.6
8,10,0.0,7.0,0.6
8,10,7.0,9.5,1.0
8,10,9.5,19.0,0.0
8,10,19.0,21.5,1.0
8,10,21.5,24.0,0.6
8,11,0.0,7.0,0.6
8,11,7.0,9.5,1.0
8,11,9.5,19.0,0.0
8,11,19.0,21.5,1.0
8,11,21.5,24.0,0.6
8,12,0.0,7.0,0.6
8,12,7.0,9.5,1.0
8,12,9.5,19.0,0.0
8,12,19.0,21.5,1.0
8,12,21.5,24.0,0.6
8,13,0.0,7.0,0.6
8,13,7.0,9.5,1.0
8,13,9.5,19.0,0.0
8,13,19.0,21.5,1.0
8,13,21.5,24.0,0.6
8,14,0.0,7.0,0.6
8,14,7.0,9.5,1.0
8,14,9.5,19.0,0.0
8,14,19.0,21.5,1.0
8,14,21.5,24.0,0.6
8,15,0.0,7.0,0.6
8,15,7.0,9.5,1.0
8,15,9.5,19.0,0.0
8,15,19.0,21.5,1.0
8,15,21.5,24.0,0.6
8,16,0.0,7.0,0.6
8,16,7.0,9.5,1.0
8,16,9.5,19.0,0.0
8,16,19.0,21.5,1.0
8,16,21.5,24.0,0.6
8,17,0.0,7.0,0.6
8,17,7.0,9.5,1.0
8,17,9.5,19.0,0.0
8,17,19.0,21.5,1.0
8,17,21.5,24.0,0.6
8,18,0.0,7.0,0.6
8,18,7.0,9.5,1.0
8,18,9.5,19.0,0.0
8,18,19.0,21.5,1.0
8,18,21.5,24.0,0.6
8,19,0.0,7.0,0.6
8,19,7.0,9.5,1.0
8,19,9.5,19.0,0.0
8,19,19.0,21.5,1.0
8,19,21.5,24.0,0.6
8,20,0.0,7.0,0.6
8,20,7.0,9.5,1.0
8,20,9.5,19.0,0.0
8,20,19.0,21.5,1.0
8,20,21.5,24.0,0.6
8,21,0.0,7.0,0.6
8,21,7.0,9.5,1.0
8,21,9.5,19.0,0.0
8,21,19.0,21.5,1.0
8,21,21.5,24.0,0.6
8,22,0.0,7.0,0.6
8,22,7.0,9.5,1.0
8,22,9.5,19.0,0.0
8,22,19.0,21.5,1.0
8,22,21.5,24.0,0.6
8,23,0.0,7.0,0.6
8,23,7.0,9.5,1.0
8,23,9.5,19.0,0.0
8,23,19.0,21.5,1.0
8,23,21.5,24.0,0.6
8,24,0.0,7.0,0.6
8,24,7.0,9.5,1.0
8,24,9.5,19.0,0.0
8,24,19.0,21.5,1.0
8,24,21.5,24.0,0.6
8,25,0.0,7.0,0.6
8,25,7.0,9.5,1.0
8,25,9.5,19.0,0.0
8,25,19.0,21.5,1.0
8,25,21.5,24.0,0.6
8,26,0.0,7.0,0.6
8,26,7.0,9.5,1.0
8,26,9.5,19.0,0.0
8,26,19.0,21.5,1.0
8,26,21.5,24.0,0.6
8,27,0.0,7.0,0.6
8,27,7.0,9.5,1.0
8,27,9.5,19.0,0.0
8,27,19.0,21.5,1.0
8,27,21.5,24.0,0.6
8,28,0.0,7.0,0.6
8,28,7.0,9.5,1.0
8,28,9.5,19.0,0.0
8,28,19.0,21.5,1.0
8,28,21.5,24.0,0.6
8,29,0.0,7.0,0.6
8,29,7.0,9.5,1.0
8,29,9.5,19.0,0.0
8,29,19.0,21.5,1.0
8,29,21.5,24.0,0.6
8,30,0.0,7.0,0.6
8,30,7.0,9.5,1.0
8,30,9.5,19.0,0.0
8,30,19.0,21.5,1.0
8,30,21.5,24.0,0.6
8,31,0.0,7.0,0.6
8,31,7.0,9.5,1.0
8,31,9.5,19.0,0.0
8,31,19.0,21.5,1.0
8,31,21.5,24.0,0.6
9,1,0.0,7.0,0.6
9,1,7.0,9.5,1.0
9,1,9.5,19.0,0.0
9,1,19.0,21.5,1.0
9,1,21.5,24.0,0.6
9,2,0.0,7.0,0.6
9,2,7.0,9.5,1.0
9,2,9.5,19.0,0.0
9,2,19.0,21.5,1.0
9,2,21.5,24.0,0.6
9,3,0.0,7.0,0.6
9,3,7.0,9.5,1.0
9,3,9.5,19.0,0.0
9,3,19.0,21.5,1.0
9,3,21.5,24.0,0.6
9,4,0.0,7.0,0.6
9,4,7.0,9.5,1.0
9,4,9.5,19.0,0.0
9,4,19.0,21.5,1.0
9,4,21.5,24.0,0.6
9,5,0.0,7.0,0.6
9,5,7.0,9.5,1.0
9,5,9.5,19.0,0.0
9,5,19.0,21.5,1.0
9,5,21.5,24.0,0.6
9,6,0.0,7.0,0.6
9,6,7.0,9.5,1.0
9,6,9.5,19.0,0.0
9,6,19.0,21.5,1.0
9,6,21.5,24.0,0.6
9,7,0.0,7.0,0.6
9,7,7.0,9.5,1.0
9,7,9.5,19.0,0.0
9,7,19.0,21.5,1.0
9,7,21.5,24.0,0.6
9,8,0.0,7.0,0.6
9,8,7.0,9.5,1.0
9,8,9.5,19.0,0.0
9,8,19.0,21.5,1.0
9,8,21.5,24.0,0.6
9,9,0.0,7.0,0.6
9,9,7.0,9.5,1.0
9,9,9.5,19.0,0.0
9,9,19.0,21.5,1.0
9,9,21.5,24.0,0.6
9,10,0.0,7.0,0.6
9,10,7.0,9.5,1.0
9,10,9.5,19.0,0.0
9,10,19.0,21.5,1.0
9,10,21.5,24.0,0.6
9,11,0.0,7.0,0.6
9,11,7.0,9.5,1.0
9,11,9.5,19.0,0.0
9,11,19.0,21.5,1.0
9,11,21.5,24.0,0.6
9,12,0.0,7.0,0.6
9,12,7.0,9.5,1.0
9,12,9.5,19.0,0.0
9,12,19.0,21.5,1.0
9,12,21.5,24.0,0.6
9,13,0.0,7.0,0.6
9,13,7.0,9.5,1.0
9,13,9.5,19.0,0.0
9,13,19.0,21.5,1.0
9,13,21.5,24.0,0.6
9,14,0.0,7.0,0.6
9,14,7.0,9.5,1.0
9,14,9.5,19.0,0.0
9,14,19.0,21.5,1.0
9,14,21.5,24.0,0.6
9,15,0.0,7.0,0.6
9,15,7.0,9.5,1.0
9,15,9.5,19.0,0.0
9,15,19.0,21.5,1.0
9,15,21.5,24.0,0.6
9,16,0.0,7.0,0.6
9,16,7.0,9.5,1.0
9,16,9.5,19.0,0.0
9,16,19.0,21.5,1.0
9,16,21.5,24.0,0.6
9,17,0.0,7.0,0.6
9,17,7.0,9.5,1.0
9,17,9.5,19.0,0.0
9,17,19.0,21.5,1.0
9,17,21.5,24.0,0.6
9,18,0.0,7.0,0.6
9,18,7.0,9.5,1.0
9,18,9.5,19.0,0.0
9,18,19.0,21.5,1.0
9,18,21.5,24.0,0.6
9,19,0.0,7.0,0.6
9,19,7.0,9.5,1.0
9,19,9.5,19.0,0.0
9,19,19.0,21.5,1.0
9,19,21.5,24.0,0.6
9,20,0.0,7.0,0.6
9,20,7.0,9.5,1.0
9,20,9.5,19.0,0.0
9,20,19.0,21.5,1.0
9,20,21.5,24.0,0.6
9,21,0.0,7.0,0.6
9,21,7.0,9.5,1.0
9,21,9.5,19.0,0.0
9,21,19.0,21.5,1.0
9,21,21.5,24.0,0.6
9,22,0.0,7.0,0.6
9,22,7.0,9.5,1.0
9,22,9.5,19.0,0.0
9,22,19.0,21.5,1.0
9,22,21.5,24.0,0.6
9,23,0.0,7.0,0.6
9,23,7.0,9.5,1.0
9,23,9.5,19.0,0.0
9,23,19.0,21.5,1.0
9,23,21.5,24.0,0.6
9,24,0.0,7.0,0.6
9,24,7.0,9.5,1.0
9,24,9.5,19.0,0.0
9,24,19.0,21.5,1.0
9,24,21.5,24.0,0.6
9,25,0.0,7.0,0.6
9,25,7.0,9.5,1.0
9,25,9.5,19.0,0.0
9,25,19.0,21.5,1.0
9,25,21.5,24.0,0.6
9,26,0.0,7.0,0.6
9,26,7.0,9.5,1.0
9,26,9.5,19.0,0.0
9,26,19.0,21.5,1.0
9,26,21.5,24.0,0.6
9,27,0.0,7.0,0.6
9,27,7.0,9.5,1.0
9,27,9.5,19.0,0.0
9,27,19.0,21.5,1.0
9,27,21.5,24.0,0.6
9,28,0.0,7.0,0.6
9,28,7.0,9.5,1.0
9,28,9.5,19.0,0.0
9,28,19.0,21.5,1.0
9,28,21.5,24.0,0.6
9,29,0.0,7.0,0.6
9,29,7.0,9.5,1.0
9,29,9.5,19.0,0.0
9,29,19.0,21.5,1.0
9,29,21.5,24.0,0.6
9,30,0.0,7.0,0.6
9,30,7.0,9.5,1.0
9,30,9.5,19.0,0.0
9,30,19.0,21.5,1.0
9,30,21.5,24.0,0.6
10,1,0.0,7.0,0.6
10,1,7.0,9.5,1.0
10,1,9.5,19.0,0.0
10,1,19.0,21.5,1.0
10,1,21.5,24.0,0.6
10,2,0.0,7.0,0.6
10,2,7.0,9.5,1.0
10,2,9.5,19.0,0.0
10,2,19.0,21.5,1.0
10,2,21.5,24.0,0.6
10,3,0.0,7.0,0.6
10,3,7.0,9.5,1.0
10,3,9.5,19.0,0.0
10,3,19.0,21.5,1.0
10,3,21.5,24.0,0.6
10,4,0.0,7.0,0.6
10,4,7.0,9.5,1.0
10,4,9.5,19.0,0.0
10,4,19.0,21.5,1.0
10,4,21.5,24.0,0.6
10,5,0.0,7.0,0.6
10,5,7.0,9.5,1.0
10,5,9.5,19.0,0.0
10,5,19.0,21.5,1.0
10,5,21.5,24.0,0.6
10,6,0.0,7.0,0.6
10,6,7.0,9.5,1.0
10,6,9.5,19.0,0.0
10,6,19.0,21.5,1.0
10,6,21.5,24.0,0.6
10,7,0.0,7.0,0.6
10,7,7.0,9.5,1.0
10,7,9.5,19.0,0.0
10,7,19.0,21.5,1.0
10,7,21.5,24.0,0.6
10,8,0.0,7.0,0.6
10,8,7.0,9.5,1.0
10,8,9.5,19.0,0.0
10,8,19.0,21.5,1.0
10,8,21.5,24.0,0.6
10,9,0.0,7.0,0.6
10,9,7.0,9.5,1.0
10,9,9.5,19.0,0.0
10,9,19.0,21.5,1.0
10,9,21.5,24.0,0.6
10,10,0.0,7.0,0.6
10,10,7.0,9.5,1.0
10,10,9.5,19.0,0.0
10,10,19.0,21.5,1.0
10,10,21.5,24.0,0.6
10,11,0.0,7.0,0.6
10,11,7.0,9.5,1.0
10,11,9.5,19.0,0.0
10,11,19.0,21.5,1.0
10,11,21.5,24.0,0.6
10,12,0.0,7.0,0.6
10,12,7.0,9.5,1.0
10,12,9.5,19.0,0.0
10,12,19.0,21.5,1.0
10,12,21.5,24.0,0.6
10,13,0.0,7.0,0.6
10,13,7.0,9.5,1.0
10,13,9.5,19.0,0.0
10,13,19.0,21.5,1.0
10,13,21.5,24.0,0.6
10,14,0.0,7.0,0.6
10,14,7.0,9.5,1.0
10,14,9.5,19.0,0.0
10,14,19.0,21.5,1.0
10,14,21.5,24.0,0.6
10,15,0.0,7.0,0.6
10,15,7.0,9.5,1.0
10,15,9.5,19.0,0.0
10,15,19.0,21.5,1.0
10,15,21.5,24.0,0.6
10,16,0.0,7.0,0.6
10,16,7.0,9.5,1.0
10,16,9.5,19.0,0.0
10,16,19.0,21.5,1.0
10,16,21.5,24.0,0.6
10,17,0.0,7.0,0.6
10,17,7.0,9.5,1.0
10,17,9.5,19.0,0.0
10,17,19.0,21.5,1.0
10,17,21.5,24.0,0.6
10,18,0.0,7.0,0.6
10,18,7.0,9.5,1.0
10,18,9.5,19.0,0.0
10,18,19.0,21.5,1.0
10,18,21.5,24.0,0.6
10,19,0.0,7.0,0.6
10,19,7.0,9.5,1.0
10,19,9.5,19.0,0.0
10,19,19.0,21.5,1.0
10,19,21.5,24.0,0.6
10,20,0.0,7.0,0.6
10,20,7.0,9.5,1.0
10,20,9.5,19.0,0.0
10,20,19.0,21.5,1.0
10,20,21.5,24.0,0.6
10,21,0.0,7.0,0.6
10,21,7.0,9.5,1.0
10,21,9.5,19.0,0.0
10,21,19.0,21.5,1.0
10,21,21.5,24.0,0.6
10,22,0.0,7.0,0.6
10,22,7.0,9.5,1.0
10,22,9.5,19.0,0.0
10,22,19.0,21.5,1.0
10,22,21.5,24.0,0.6
10,23,0.0,7.0,0.6
10,23,7.0,9.5,1.0
10,23,9.5,19.0,0.0
10,23,19.0,21.5,1.0
10,23,21.5,24.0,0.6
10,24,0.0,7.0,0.6
10,24,7.0,9.5,1.0
10,24,9.5,19.0,0.0
10,24,19.0,21.5,1.0
10,24,21.5,24.0,0.6
10,25,0.0,7.0,0.6
10,25,7.0,9.5,1.0
10,25,9.5,19.0,0.0
10,25,19.0,21.5,1.0
10,25,21.5,24.0,0.6
10,26,0.0,7.0,0.6
10,26,7.0,9.5,1.0
10,26,9.5,19.0,0.0
10,26,19.0,21.5,1.0
10,26,21.5,24.0,0.6
10,27,0.0,7.0,0.6
10,27,7.0,9.5,1.0
10,27,9.5,19.0,0.0
10,27,19.0,21.5,1.0
10,27,21.5,24.0,0.6
10,28,0.0,7.0,0.6
10,28,7.0,9.5,1.0
10,28,9.5,19.0,0.0
10,28,19.0,21.5,1.0
10,28,21.5,24.0,0.6
10,29,0.0,7.0,0.6
10,29,7.0,9.5,1.0
10,29,9.5,19.0,0.0
10,29,19.0,21.5,1.0
10,29,21.5,24.0,0.6
10,30,0.0,7.0,0.6
10,30,7.0,9.5,1.0
10,30,9.5,19.0,0.0
10,30,19.0,21.5,1.0
10,30,21.5,24.0,0.6
10,31,0.0,7.0,0.6
10,31,7.0,9.5,1.0
10,31,9.5,19.0,0.0
10,31,19.0,21.5,1.0
10,31,21.5,24.0,0.6
11,1,0.0,7.0,0.6
11,1,7.0,9.5,1.0
11,1,9.5,19.0,0.0
11,1,19.0,21.5,1.0
11,1,21.5,24.0,0.6
11,2,0.0,7.0,0.6
11,2,7.0,9.5,1.0
11,2,9.5,19.0,0.0
11,2,19.0,21.5,1.0
11,2,21.5,24.0,0.6
11,3,0.0,7.0,0.6
11,3,7.0,9.5,1.0
11,3,9.5,19.0,0.0
11,3,19.0,21.5,1.0
11,3,21.5,24.0,0.6
11,4,0.0,7.0,0.6
11,4,7.0,9.5,1.0
11,4,9.5,19.0,0.0
11,4,19.0,21.5,1.0
11,4,21.5,24.0,0.6
11,5,0.0,7.0,0.6
11,5,7.0,9.5,1.0
11,5,9.5,19.0,0.0
11,5,19.0,21.5,1.0
11,5,21.5,24.0,0.6
11,6,0.0,7.0,0.6
11,6,7.0,9.5,1.0
11,6,9.5,19.0,0.0
11,6,19.0,21.5,1.0
11,6,21.5,24.0,0.6
11,7,0.0,7.0,0.6
11,7,7.0,9.5,1.0
11,7,9.5,19.0,0.0
11,7,19.0,21.5,1.0
11,7,21.5,24.0,0.6
11,8,0.0,7.0,0.6
11,8,7.0,9.5,1.0
11,8,9.5,19.0,0.0
11,8,19.0,21.5,1.0
11,8,21.5,24.0,0.6
11,9,0.0,7.0,0.6
11,9,7.0,9.5,1.0
11,9,9.5,19.0,0.0
11,9,19.0,21.5,1.0
11,9,21.5,24.0,0.6
11,10,0.0,7.0,0.6
11,10,7.0,9.5,1.0
11,10,9.5,19.0,0.0
11,10,19.0,21.5,1.0
11,10,21.5,24.0,0.6
11,11,0.0,7.0,0.6
11,11,7.0,9.5,1.0
11,11,9.5,19.0,0.0
11,11,19.0,21.5,1.0
11,11,21.5,24.0,0.6
11,12,0.0,7.0,0.6
11,12,7.0,9.5,1.0
11,12,9.5,19.0,0.0
11,12,19.0,21.5,1.0
11,12,21.5,24.0,0.6
11,13,0.0,7.0,0.6
11,13,7.0,9.5,1.0
11,13,9.5,19.0,0.0
11,13,19.0,21.5,1.0
11,13,21.5,24.0,0.6
11,14,0.0,7.0,0.6
11,14,7.0,9.5,1.0
11,14,9.5,19.0,0.0
11,14,19.0,21.5,1.0
11,14,21.5,24.0,0.6
11,15,0.0,7.0,0.6
11,15,7.0,9.5,1.0
11,15,9.5,19.0,0.0
11,15,19.0,21.5,1.0
11,15,21.5,24.0,0.6
11,16,0.0,7.0,0.6
11,16,7.0,9.5,1.0
11,16,9.5,19.0,0.0
11,16,19.0,21.5,1.0
11,16,21.5,24.0,0.6
11,17,0.0,7.0,0.6
11,17,7.0,9.5,1.0
11,17,9.5,19.0,0.0
11,17,19.0,21.5,1.0
11,17,21.5,24.0,0.6
11,18,0.0,7.0,0.6
11,18,7.0,9.5,1.0
11,18,9.5,19.0,0.0
11,18,19.0,21.5,1.0
11,18,21.5,24.0,0.6
11,19,0.0,7.0,0.6
11,19,7.0,9.5,1.0
11,19,9.5,19.0,0.0
11,19,19.0,21.5,1.0
11,19,21.5,24.0,0.6
11,20,0.0,7.0,0.6
11,20,7.0,9.5,1.0
11,20,9.5,19.0,0.0
11,20,19.0,21.5,1.0
11,20,21.5,24.0,0.6
11,21,0.0,7.0,0.6
11,21,7.0,9.5,1.0
11,21,9.5,19.0,0.0
11,21,19.0,21.5,1.0
11,21,21.5,24.0,0.6
11,22,0.0,7.0,0.6
11,22,7.0,9.5,1.0
11,22,9.5,19.0,0.0
11,22,19.0,21.5,1.0
11,22,21.5,24.0,0.6
11,23,0.0,7.0,0.6
11,23,7.0,9.5,1.0
11,23,9.5,19.0,0.0
11,23,19.0,21.5,1.0
11,23,21.5,24.0,0.6
11,24,0.0,7.0,0.6
11,24,7.0,9.5,1.0
11,24,9.5,19.0,0.0
11,24,19.0,21.5,1.0
11,24,21.5,24.0,0.6
11,25,0.0,7.0,0.6
11,25,7.0,9.5,1.0
11,25,9.5,19.0,0.0
11,25,19.0,21.5,1.0
11,25,21.5,24.0,0.6
11,26,0.0,7.0,0.6
11,26,7.0,9.5,1.0
11,26,9.5,19.0,0.0
11,26,19.0,21.5,1.0
11,26,21.5,24.0,0.6
11,27,0.0,7.0,0.6
11,27,7.0,9.5,1.0
11,27,9.5,19.0,0.0
11,27,19.0,21.5,1.0
11,27,21.5,24.0,0.6
11,28,0.0,7.0,0.6
11,28,7.0,9.5,1.0
11,28,9.5,19.0,0.0
11,28,19.0,21.5,1.0
11,28,21.5,24.0,0.6
11,29,0.0,7.0,0.6
11,29,7.0,9.5,1.0
11,29,9.5,19.0,0.0
11,29,19.0,21.5,1.0
11,29,21.5,24.0,0.6
11,30,0.0,7.0,0.6
11,30,7.0,9.5,1.0
11,30,9.5,19.0,0.0
11,30,19.0,21.5,1.0
11,30,21.5,24.0,0.6
12,1,0.0,7.0,0.6
12,1,7.0,9.5,1.0
12,1,9.5,19.0,0.0
12,1,19.0,21.5,1.0
12,1,21.5,24.0,0.6
12,2,0.0,7.0,0.6
12,2,7.0,9.5,1.0
12,2,9.5,19.0,0.0
12,2,19.0,21.5,1.0
12,2,21.5,24.0,0.6
12,3,0.0,7.0,0.6
12,3,7.0,9.5,1.0
12,3,9.5,19.0,0.0
12,3,19.0,21.5,1.0
12,3,21.5,24.0,0.6
12,4,0.0,7.0,0.6
12,4,7.0,9.5,1.0
12,4,9.5,19.0,0.0
12,4,19.0,21.5,1.0
12,4,21.5,24.0,0.6
12,5,0.0,7.0,0.6
12,5,7.0,9.5,1.0
12,5,9.5,19.0,0.0
12,5,19.0,21.5,1.0
12,5,21.5,24.0,0.6
12,6,0.0,7.0,0.6
12,6,7.0,9.5,1.0
12,6,9.5,19.0,0.0
12,6,19.0,21.5,1.0
12,6,21.5,24.0,0.6
12,7,0.0,7.0,0.6
12,7,7.0,9.5,1.0
12,7,9.5,19.0,0.0
12,7,19.0,21.5,1.0
12,7,21.5,24.0,0.6
12,8,0.0,7.0,0.6
12,8,7.0,9.5,1.0
12,8,9.5,19.0,0.0
12,8,19.0,21.5,1.0
12,8,21.5,24.0,0.6
12,9,0.0,7.0,0.6
12,9,7.0,9.5,1.0
12,9,9.5,19.0,0.0
12,9,19.0,21.5,1.0
12,9,21.5,24.0,0.6
12,10,0.0,7.0,0.6
12,10,7.0,9.5,1.0
12,10,9.5,19.0,0.0
12,10,19.0,21.5,1.0
12,10,21.5,24.0,0.6
12,11,0.0,7.0,0.6
12,11,7.0,9.5,1.0
12,11,9.5,19.0,0.0
12,11,19.0,21.5,1.0
12,11,21.5,24.0,0.6
12,12,0.0,7.0,0.6
12,12,7.0,9.5,1.0
12,12,9.5,19.0,0.0
12,12,19.0,21.5,1.0
12,12,21.5,24.0,0.6
12,13,0.0,7.0,0.6
12,13,7.0,9.5,1.0
12,13,9.5,19.0,0.0
12,13,19.0,21.5,1.0
12,13,21.5,24.0,0.6
12,14,0.0,7.0,0.6
12,14,7.0,9.5,1.0
12,14,9.5,19.0,0.0
12,14,19.0,21.5,1.0
12,14,21.5,24.0,0.6
12,15,0.0,7.0,0.6
12,15,7.0,9.5,1.0
12,15,9.5,19.0,0.0
12,15,19.0,21.5,1.0
12,15,21.5,24.0,0.6
