Tamb,HR,Q,Tv,qc,Rp,Rs,wdc,wwct,Ce,Cw,valid,reward
30,40,200,42,19.060583114624,0.0155532658100128,0.948909521102905,49.3357086181641,39.2261556390977,3.99893861775732,173.400688658476,1,-0.457680342723371
30,40,120,42,14.960352897644,0.0169439911842346,0.914634048938751,22.1475067138672,23.9241464586466,1.74358511302537,115.289481158376,1,-0.28213691264052
10,70,200,42,14.2773160934448,0.016914039850235,0.911588191986084,18.5154495239258,23.3710617894737,1.549487775023,126.130997757435,1,-0.303035448266359
10,70,120,42,6.05411338806152,0.99799120426178,0.844891905784607,11.1176872253418,25.2146773533835,0.399689492616371,139.997922311544,0,-2
