Tamb,HR,Q,Tv,qc,Rp,Rs,wdc,wwct,Ce,Cw,valid,reward
30,40,200,42,16.4474773406982,0.0137409865856171,0.970887064933777,31.4193668365479,50.2878490225564,2.75737846054273,206.246347556829,1,-0.163289571350537
30,40,120,42,11.9791030883789,0.00702735781669617,0.974279046058655,14.6954002380371,28.3488238120301,1.12378100210066,131.488017926931,1,-0.0363316860146748
10,70,200,42,14.3505401611328,0.00964662432670593,0.965792179107666,12.0095100402832,28.3488238120301,1.53820958805588,169.658990989446,1,-0.06912171293876
10,70,120,42,6.07661724090576,0.988336801528931,0.778569579124451,98.9846954345703,25.2146773533835,0.400763238912797,139.871838341474,0,-2
