Tamb,HR,Q,Tv,qc,Rp,Rs,wdc,wwct,Ce,Cw,valid,reward
30,40,200,42,21.2621898651123,0.00862157344818115,0.970821976661682,47.0610809326172,36.0920091804511,4.62246420615654,174.448594386697,1,-0.506011485965065
30,40,120,42,15.4982385635376,0.00993436574935913,0.970397114753723,22.039867401123,23.1867002330827,1.86513175688503,115.518260280609,1,-0.324033083393555
10,70,200,42,15.0761737823486,0.00842845439910889,0.971491575241089,19.5149459838867,21.8961693383459,1.72890523125508,122.371671299457,1,-0.341673884187281
10,70,120,42,6.33164119720459,0.0083903968334198,0.993153274059296,11.0915336608887,20.79,0.415184162726051,86.5676756752728,0,-2
