Tamb,HR,Q,Tv,qc,Rp,Rs,wdc,wwct,Ce,Cw,valid,reward
30,40,200,42,18.9961261749268,0.327423691749573,0.844810307025909,11.0104751586914,54.5281648195489,3.39861821976271,250.094262356877,1,-0.482963785342678
30,40,120,42,18.0809898376465,0.292023420333862,0.821390628814697,11.0112686157227,25.7677620225564,2.48118572193334,141.955813745975,1,-0.28375016851514
10,70,200,42,17.0393981933594,0.3057821393013,0.812886476516724,11.0118865966797,27.4270160300752,2.18667487262432,178.520006577492,1,-0.327796919847211
10,70,120,42,6.58506298065186,0.989861905574799,0.867621779441833,11.0109825134277,24.4772311278195,0.420736778606751,138.670086483478,1,-0.210106191641634
