Tout,Mlost
11.5439771869124,95.3855003733907
15.3631914229429,78.7741904473949
17.0958805838073,68.2508555676091
11.6737984925358,122.804660688498
15.5068153323924,98.6350030338021
17.3847803695835,83.9276603985138
18.4817063540928,74.5961867714526
18.9918555642002,70.1054649884514
15.7379890499565,118.756165463541
17.6780608926501,99.6994085370867
18.8398380194116,87.4171138418187
19.6082229442781,79.0470546133529
20.0771439692698,73.8559750233405
15.9635973056206,139.178011367135
17.9480348170925,115.599830735801
19.1389728088921,100.314173830597
19.9378853827715,89.8253875760201
20.5077904342333,82.2552175323076
20.9334022755274,76.5593461085145
16.119835095145,159.942947502012
18.1749409581548,131.668668733356
19.3766198731366,113.370756302456
20.1900650230321,100.751241796502
20.7745937269202,91.6173711530636
21.2132167858532,84.7348475608435
21.5537250971038,79.3766147262427
21.6073714601771,78.5312723318948
16.304815773988,179.461076683915
18.3483886355964,147.903015989053
19.5539831298267,126.636146887007
20.3734105340157,111.894754922143
20.9653511318078,101.199437580699
21.4109951858238,93.1334885132434
21.7576310140628,86.8531352590756
22.0344813748459,81.8334674830064
22.118567618763,80.3082360420367
18.4673216980561,164.212325769159
19.6762898615552,140.102294588382
20.4983596216311,123.268715286987
21.0946836756693,111.017240261812
21.5445342224723,101.770738050252
21.8946869250172,94.5730476584993
22.1743554278185,88.8240576378958
22.4025601222532,84.1327489773722
18.5353661874686,180.415231761593
19.7528469806372,153.681210169835
20.5771234494546,134.817669210881
21.1780210102891,121.014382467454
21.6320123814283,110.58194564958
21.9852762163227,102.463343021711
22.2671190037588,95.9850185988785
22.496777840751,90.7049432054329
18.5396124805664,196.423154745062
19.7965319752882,167.188411361724
20.6235732817041,146.408640999455
21.2314730266263,131.058198973956
21.6918476479368,119.42073476436
22.049812358364,110.362371933156
22.3348336337567,103.141201108283
22.5665169744985,97.2642131635333
18.5085358420572,210.646855536005
19.8220813904868,180.343973247714
20.6529681363192,157.82519882895
21.2716536355634,140.937821268087
21.7425335145278,128.059320632052
22.1085810066614,118.021253883696
22.3993333824119,110.024095561531
22.6349114324447,103.525225674661
11.8056154673917,109.437668068619
15.6744207641402,83.5832744479498
17.5080524625044,69.9228685283863
11.7892281708052,145.700713792596
15.7834037656446,105.765178271733
17.7547537435952,87.0582317014876
18.9030789669873,75.7029217848746
19.4341257171915,70.3426850315797
15.9805949732075,128.003734461388
18.0086226822829,104.057219221654
19.2204246055269,89.3632419336073
20.0121611630136,79.5857833080877
20.4909134788259,73.6066438747989
16.1682424806652,150.681124343602
18.2324444850571,121.075463556168
19.4792737782919,102.983212842474
20.2993821044617,90.9079291394788
20.8747491654945,82.3475529118363
21.2990676553496,75.9874141561621
16.2929609833209,174.270942424172
18.4027640100438,138.278351122909
19.6740206595269,116.716584623956
20.5120799798612,102.32099147844
21.0990436066986,92.1304206117098
21.5307773671469,84.5745251908386
21.8608117415175,78.7632721661999
21.912403901017,77.8520577135781
16.4087491287594,197.477430978067
18.5137036924537,155.725944635104
19.8050137069641,130.667535735924
20.6591240604617,113.912892940956
21.2545090105385,102.083118058567
21.6897487515621,93.3446307214792
22.0205103438663,86.6490144255423
22.2798358963184,81.365063311573
22.3577560547661,79.7713381379728
18.5799321551438,173.246498162935
19.879578228692,144.840741023805
20.752195743051,125.688441872895
21.3578564043621,112.184436299402
21.7967864041462,102.254404951134
22.1273590379998,94.6846043306793
22.3843879441691,88.7398833457064
22.5895304311827,83.9557892153929
18.6355569178831,190.353573995536
19.9129402306965,159.086008497882
20.8060038058038,137.546959731427
21.4270861938778,122.308817214591
21.8732620250329,111.146058584693
22.2055564950242,102.685609491586
22.4610577001053,96.081564194892
22.6628708559373,90.797364510267
18.7150418019523,206.430253511653
19.9288328543714,173.043349769537
20.8384475919705,149.260040145928
21.4814368624447,132.217775999696
21.9409868808044,119.744360183936
22.2793758197419,110.341009290208
22.5362145662036,103.049647596778
22.7364784203969,97.255008969306
18.8584562960058,219.210988707863
19.9592721312985,186.101973757197
20.8706800416419,160.451475771454
21.5412983144936,141.553632314827
22.022065162706,127.656279324719
22.3729981257121,117.215464743968
22.6359497980729,109.171117882997
22.8380844855028,102.824612222435
11.7832457175674,127.603685058112
15.9774021701986,91.4519704645535
17.9480105045883,73.8838826164052
11.8846962488478,170.315492499621
15.9869629066402,116.422854456837
18.0759684247207,93.059635266991
19.2998433526695,79.1343737330711
19.8692154558153,72.6065031245141
16.1315344193165,140.918256430675
18.2623905905815,111.813129579574
19.5322249583329,94.2027200535646
20.3682453281852,82.521927530066
20.8771058756628,75.3851861235289
16.2789077473198,165.668265548228
18.455503011225,130.262732993641
19.7415276925384,109.033550296427
20.591558720243,94.8668168731571
21.1926730405814,84.8006288929595
21.639147705059,77.3035576296063
16.3787734118206,191.709811922832
18.6151576210854,148.650545857383
19.9140802829548,123.752044758693
20.7665652445823,107.145049303364
21.3675420345982,95.3364906045291
21.8130663054933,86.5382684533748
22.1560993780697,79.7421055638346
22.2099350007045,78.6739407783281
16.6556615100433,217.196092574259
18.7178138047307,167.226565468782
20.0410277641219,138.489398891304
20.8967767434784,119.424865426264
21.4938617562497,105.904984413888
21.9332500995514,95.8531634934494
22.2696942826938,88.1026722369716
22.5353664060989,81.9518911116812
22.6155566100081,80.0902811184093
18.7624281537474,186.096585030637
20.1194866534919,153.337576951085
20.9878695728368,131.725199266744
21.5843856404886,116.472699721527
22.0176523192365,105.183167138584
22.3459476309523,96.5117695022647
22.6030006179994,89.6525644935406
22.8095852518378,84.0962610348241
18.7770973512444,205.054649375228
20.1537536953943,168.294828826058
21.0479277302305,143.997064685726
21.6527529072227,126.925558326557
22.0845198083994,114.364865665769
22.4066723761133,104.771943446942
22.6556129122663,97.2219156860185
22.8534491069909,91.1325989202855
18.8246699954319,223.509220824301
20.1564858503265,183.20466136601
21.0876605167516,156.104002708003
21.7134476885509,137.062903925432
22.1522694484422,123.135628615106
22.4735626650724,112.572599753549
22.7175193639593,104.313917809096
22.9083645168187,97.6926401396895
19.0391839722495,237.878332073167
20.1496341044656,197.695701234661
21.1205650089565,167.802915346608
21.7817302534867,146.593392784973
