Tout,Mlost
12.1643141350775,92.6166414825623
17.6117060583031,62.0553012388513
17.9686425211712,88.3885572845526
19.894954686871,74.189391438713
18.3364534334098,115.580112726839
20.7597484116896,97.2038430283295
21.7005477847138,85.7083193798768
19.561760660282,155.104267309736
21.0907537273871,118.845680432959
22.255153521002,104.440913760657
22.7623435533945,94.6284137200938
19.2333099640325,192.23111287253
21.3258884506661,136.365986367445
22.1139959484595,119.248195569546
22.668914273651,107.568563645963
11.9449724452924,58.573239022022
17.9880032299436,48.1538930958569
18.2839296635385,124.479558392252
20.175321982631,69.0570542141514
18.5212809169098,159.221507177079
20.7937727815494,111.665424770935
21.8803154717329,92.4810224988042
19.0798777656651,184.642691562
20.9049247334328,139.610436514116
22.16557165546,114.788345980514
22.8808475388415,112.297969683394
18.8824586533829,194.618457939312
21.0203818133846,170.894706698911
21.7942119061326,119.807745776847
22.5716571864119,116.409756817802
11.9823423484824,129.619629270128
18.2961323044604,83.0020331056277
18.4042051615344,121.791723539123
20.4151081392022,94.3907334082488
17.864011411874,148.735002453832
21.1522275285494,102.734180900992
22.1319539976568,88.8958272960773
18.6793922413087,212.858823748691
21.0312906629973,135.521344631441
22.5894401989461,90.5952872427971
23.1806522657135,76.9843941139044
19.487753937402,226.590309716114
20.7926115148038,200.293450652866
22.1488620881638,130.131570704707
22.9931204000967,87.7681333832062
13.3794861211247,143.892433264459
20.9708497229956,92.9139519571214
21.2847559238576,136.469089374617
23.6044533493029,112.958131637502
21.5654050379778,182.96848578919
24.6128734231771,150.617776409325
25.655600052537,130.792062679892
22.8712682229914,255.115365051801
25.0470718593808,186.703948226942
26.3206826309403,160.656444276004
26.8219041352977,143.50589667385
22.1366147711585,323.349472855481
25.4232097035436,217.820100643833
26.2241688360278,184.852591011633
26.7327219578359,163.588942599052
12.9990863078533,172.858109315137
21.3619674309404,96.0110477094523
21.8048399723813,177.449982748709
24.193911261762,117.095293868444
21.9255856482975,222.730719685602
25.0857080174905,161.148800055313
26.4065501619778,140.337017182034
22.5118104943912,275.710764153075
25.2471735063777,204.044026844527
26.8665424794575,161.856474076098
27.7145068054749,156.692127976762
22.2048444510822,313.018003020403
25.3484000084426,280.483132172161
26.4465630620719,175.800198703092
27.4016338747086,156.650151337597
14.5183844565864,300.661558724263
22.4266897897103,69.4433179022964
22.8147753356651,116.900907101321
25.0182250853685,110.051063871426
22.4695966925406,198.440504026476
25.9896166373876,122.270524796277
27.0281246410079,133.739465422419
23.239778198216,289.561970899675
25.9625572355785,177.273877649135
27.5424671875987,149.0092301195
28.149275516542,154.549771443097
22.8029757753454,292.979310490231
25.8423496898172,261.314534357178
26.9827722259233,215.627289047028
27.8049578946681,190.456660725311
16.137634175233,96.3991622199653
21.5086793435425,53.3776364621725
21.782208492441,84.1872105279161
23.6994463572584,65.1369286569868
22.0691655419423,118.492457229806
24.3374795278798,90.8605528313172
25.3686625972225,76.6927697627545
22.6944212245178,157.395057385946
24.5029763975232,117.154498775072
25.6753185933483,97.615705262084
26.2806475803111,85.9241938183413
22.5999235290417,188.135752445811
24.5842528720114,139.440705520355
25.3478556466639,115.57098518159
25.9560026256585,100.717315616078
15.2604160902844,212.393593449317
21.8524193010271,51.7745516787028
22.4031452839521,99.3691724542588
23.8893409945666,54.7207588773059
22.9348214011409,114.542139150413
24.4339969673255,83.6273158429095
25.2938149570338,67.0417051278847
23.3086440242487,136.798602441668
24.7726686358644,97.7236238788101
25.4546779437116,88.4059829979284
25.9830711021571,84.3948665456202
22.7768027335901,176.401306981047
25.3903424856761,96.750869358989
25.3125832301251,93.3417990891122
25.661938732354,97.4115355388427
16.8843265912067,156.592879512697
22.100577741817,51.7015258574794
22.6599003850765,110.66090043329
24.033088294998,65.8696145098567
23.069161499836,97.7005779282991
24.5431409904665,96.1659863655024
25.4927990728971,80.315900083264
23.0600664070087,157.800985224349
24.7149137514835,104.140392339694
25.6545682828515,88.1440789032869
26.3574421920213,86.8358818125172
23.1819508829684,201.273322976293
25.0126661337992,120.666992830793
25.3675610431849,76.647327234001
26.0413778065405,72.4251017861335
17.369511396433,120.366949337979
