Tout,Mlost
18.5112571228183,30780.2286687444
18.5978166252824,30000.8623342527
19.0487209986008,29240.4464169732
19.0521159452671,28890.8787383614
19.112172225187,32042.109064497
19.0206927217371,31407.7731991523
19.3203021423042,30832.5176514054
19.4616686758466,29933.615557102
19.696614295089,29359.2905261251
19.4621216317205,32420.0120989174
19.7997877831203,31593.2986791481
19.9552125966051,31241.2093983352
20.0648764735078,30203.1545992902
20.0259026686926,29522.4165541671
19.8808069047721,33421.1641624981
20.0458138275408,32701.7913302716
20.0725708599013,31411.2707613371
20.16962678843,31018.3751196637
20.1595915913271,33136.5555542906
18.6533352484271,32551.5782149281
18.8400159947606,31616.1158138798
19.0887961851404,30618.5386893874
19.2817416565293,29985.9347769139
19.1872001077901,33447.5835824169
19.0776182971724,32586.9891989832
19.491548660784,31914.0318482192
19.707838000431,31392.5834314988
19.6313961221581,30730.857655231
19.7093656135052,33846.5328162086
19.9436407436026,32929.3975494301
20.0011674343189,31681.382181723
20.1228064042683,31552.2728528192
20.2213291033597,31324.9089966471
20.0595306052909,34158.293443558
20.1289228632406,34096.0488104735
20.0524725306398,33392.293480951
20.2455947672468,33155.2985720859
19.8914303380405,35539.7559581554
19.7472406813612,35908.8729569393
19.925152136217,34821.4658675605
20.0717606977469,33790.6840187512
20.3536959503735,33208.6434031609
20.1750157327202,36978.8658152545
20.230611478969,36147.0907964643
20.5369498648716,35272.6854947201
20.7251665165687,34507.0693247833
20.9089883155518,33872.0277339605
20.5805808868668,37433.0487274019
20.8445347138939,37031.4434223617
21.1773666578962,36162.0558763801
21.4468171981497,35446.2108324405
21.4414722744107,33427.3927593989
21.2146896253728,39267.1569737645
21.1615791284067,37910.2881102578
21.0897430283827,35894.6056877676
21.4372646953902,35798.1198988815
20.3297483879696,38463.8925815242
20.2964353301618,36883.2150887625
20.5514837795088,36061.0162864768
21.0042324424152,35277.8025470669
21.035279755681,34702.1799269823
20.9673099381329,38509.9075495938
21.0297011897255,37695.0985988625
21.2937045934251,37062.0089444329
21.4142321340443,36472.2109464299
21.6522344111074,35786.5548700997
21.2831331681123,39514.9995377614
21.715707111857,38648.5065417169
21.9116621972024,38112.8917957646
22.0557275203945,37321.4059017384
22.0655601742023,36318.1837212461
21.7877696071679,40865.6138040113
22.0498979104247,40168.1695180615
22.1814368440554,39229.8380316977
22.3239204827682,38610.2083252475
22.657113575998,41326.1460946133
20.4416603137748,37990.9874033495
20.6323561563911,37324.4760670489
20.9190003184657,36634.9730695623
21.077111344833,35775.773723663
20.9659564627943,39843.7806347556
20.9743031105234,38964.1322410255
21.3265801382299,38190.9468686881
21.5397854130043,37375.0615173182
21.5123008576516,36559.9686605069
21.4192642357053,40501.4174907704
21.687757135543,40068.5321199678
21.8383859355628,39096.7734324973
22.0098863592719,38532.1166103733
22.1082514473547,37116.270436754
21.8241901837229,42178.2494088362
22.0474879648465,41173.040617996
22.0223535973788,40105.4876349115
22.193242410222,39390.7394493663
22.272183810587,41913.1654395134
20.4039846855159,41318.7118801253
20.6118436550603,40435.0858787125
20.7962770086522,39513.3024003554
20.9532515933778,38581.1059999763
20.9464093485471,43066.1378002169
20.9185920969957,41919.6078928055
21.2652548389838,41134.4249323944
21.5692063526729,40168.3163023505
21.8834942698571,39382.1453955237
21.3067222920558,43430.8825127148
21.5886816353312,42655.2752101034
21.9989716089343,42129.5754585918
22.2704202261719,41270.9478613684
22.1844189944349,40108.8440055356
21.9057291718224,45363.2583724785
22.0044403868936,44233.65947478
21.9603439548505,43399.9890010805
22.2833829567915,42658.863135931
21.8240467912984,45242.0137739435
23.8780829443666,44526.233217743
