qc,Rp,Rs,wdc,wwct
9.428477777777777,0.2222222222222222,0.4444444444444444,59.988888888888894,37.704242450647214
9.428477777777777,0.2222222222222222,0.4444444444444444,69.78666666666666,34.31732864418554
9.428477777777777,0.2222222222222222,0.4444444444444444,79.58444444444444,32.86320324940443
9.428477777777777,0.2222222222222222,0.4444444444444444,89.38222222222223,32.881654523739854
9.428477777777777,0.2222222222222222,0.4444444444444444,99.18,34.184153579321894
9.428477777777777,0.3333333333333333,0.3333333333333333,50.19111111111111,46.213166682681255
9.428477777777777,0.3333333333333333,0.3333333333333333,59.988888888888894,39.949697583481665
9.428477777777777,0.3333333333333333,0.3333333333333333,69.78666666666666,36.92628644121502
9.428477777777777,0.3333333333333333,0.3333333333333333,79.58444444444444,35.71815048000407
9.428477777777777,0.3333333333333333,0.3333333333333333,89.38222222222223,35.88753079667555
9.428477777777777,0.3333333333333333,0.3333333333333333,99.18,37.26373990381725
9.428477777777777,0.3333333333333333,0.4444444444444444,59.988888888888894,37.36638421014295
9.428477777777777,0.3333333333333333,0.4444444444444444,69.78666666666666,34.978909105460396
9.428477777777777,0.3333333333333333,0.4444444444444444,79.58444444444444,33.99473893344686
9.428477777777777,0.3333333333333333,0.4444444444444444,89.38222222222223,34.133614057683225
9.428477777777777,0.3333333333333333,0.4444444444444444,99.18,35.25102116629669
9.428477777777777,0.3333333333333333,0.5555555555555556,59.988888888888894,35.51633803241983
9.428477777777777,0.3333333333333333,0.5555555555555556,69.78666666666666,33.55053098095128
9.428477777777777,0.3333333333333333,0.5555555555555556,79.58444444444444,32.72404848661165
9.428477777777777,0.3333333333333333,0.5555555555555556,89.38222222222223,32.8411816557842
9.428477777777777,0.3333333333333333,0.5555555555555556,99.18,33.77750342427937
9.428477777777777,0.3333333333333333,0.6666666666666666,59.988888888888894,34.162965963094145
9.428477777777777,0.3333333333333333,0.6666666666666666,69.78666666666666,32.498758197239106
9.428477777777777,0.3333333333333333,0.6666666666666666,79.58444444444444,31.789324126730275
9.428477777777777,0.3333333333333333,0.6666666666666666,89.38222222222223,31.89018917643422
9.428477777777777,0.3333333333333333,0.6666666666666666,99.18,32.69263452516984
9.428477777777777,0.3333333333333333,0.7777777777777777,69.78666666666666,31.734867967174424
9.428477777777777,0.3333333333333333,0.7777777777777777,79.58444444444444,31.115723836140432
9.428477777777777,0.3333333333333333,0.7777777777777777,89.38222222222223,31.203970664291102
9.428477777777777,0.3333333333333333,0.7777777777777777,99.18,31.90342857521052
9.428477777777777,0.4444444444444444,0.2222222222222222,50.19111111111111,45.870411126736215
9.428477777777777,0.4444444444444444,0.2222222222222222,59.988888888888894,40.98282129800967
9.428477777777777,0.4444444444444444,0.2222222222222222,69.78666666666666,38.550776820195196
9.428477777777777,0.4444444444444444,0.2222222222222222,79.58444444444444,37.649167519983635
9.428477777777777,0.4444444444444444,0.2222222222222222,89.38222222222223,37.93278635696602
9.428477777777777,0.4444444444444444,0.2222222222222222,99.18,39.2579693550219
9.428477777777777,0.4444444444444444,0.3333333333333333,40.39333333333333,51.147929082121074
9.428477777777777,0.4444444444444444,0.3333333333333333,50.19111111111111,43.17237107931376
9.428477777777777,0.4444444444444444,0.3333333333333333,59.988888888888894,39.320809541487705
9.428477777777777,0.4444444444444444,0.3333333333333333,69.78666666666666,37.28912004258324
9.428477777777777,0.4444444444444444,0.3333333333333333,79.58444444444444,36.52199871526567
9.428477777777777,0.4444444444444444,0.3333333333333333,89.38222222222223,36.76403595968351
9.428477777777777,0.4444444444444444,0.3333333333333333,99.18,37.885889635165675
9.428477777777777,0.4444444444444444,0.4444444444444444,50.19111111111111,41.17823336828864
9.428477777777777,0.4444444444444444,0.4444444444444444,59.988888888888894,38.026716653441014
9.428477777777777,0.4444444444444444,0.4444444444444444,69.78666666666666,36.29819374171039
9.428477777777777,0.4444444444444444,0.4444444444444444,79.58444444444444,35.63636506404876
9.428477777777777,0.4444444444444444,0.4444444444444444,89.38222222222223,35.84567576605219
9.428477777777777,0.4444444444444444,0.4444444444444444,99.18,36.80975472412091
9.428477777777777,0.4444444444444444,0.5555555555555556,50.19111111111111,39.663044375937645
9.428477777777777,0.4444444444444444,0.5555555555555556,59.988888888888894,37.021064625460035
9.428477777777777,0.4444444444444444,0.5555555555555556,69.78666666666666,35.53011873512168
9.428477777777777,0.4444444444444444,0.5555555555555556,79.58444444444444,34.952853895153304
9.428477777777777,0.4444444444444444,0.5555555555555556,89.38222222222223,35.135775197870764
9.428477777777777,0.4444444444444444,0.5555555555555556,99.18,35.97399080264664
9.428477777777777,0.4444444444444444,0.6666666666666666,59.988888888888894,36.24955024384247
9.428477777777777,0.4444444444444444,0.6666666666666666,69.78666666666666,34.95010338916172
9.428477777777777,0.4444444444444444,0.6666666666666666,79.58444444444444,34.442281913619915
